minute,x2ap,s1ap,rrc
0,9,6,21
1,6,4,14
2,6,4,14
3,3,2,7
4,3,2,7
5,3,2,7
6,3,2,7
7,3,2,7
8,9,6,21
9,3,2,7
10,9,6,21
11,6,4,14
12,3,2,7
13,6,4,14
14,6,4,14
