round_index,slot,role,participant_id,arrival_offset_ms
43,2,component,58,0.660181
43,2,component,56,0.661135
43,2,component,59,0.661135
43,2,component,60,0.680208
43,2,component,61,0.683069
43,2,component,64,0.691175
43,2,component,68,0.707150
43,2,component,63,0.715017
43,2,component,66,0.722170
43,2,component,62,0.723124
43,2,component,72,0.723124
43,2,component,65,0.737190
43,2,component,70,0.739098
43,2,component,74,0.742197
43,2,component,67,0.746012
43,2,component,69,0.748158
43,2,component,73,0.765085
43,2,component,71,0.771046
43,2,component,76,0.777006
43,2,component,75,0.782013
43,2,component,77,0.789165
43,2,component,81,0.802040
43,2,component,79,0.819206
43,2,component,84,0.819206
43,2,component,80,0.822067
43,2,component,82,0.823021
43,2,component,78,0.826120
43,2,component,85,0.840187
43,2,component,86,0.842094
43,2,component,83,0.844002
43,2,component,88,0.857115
43,2,component,90,0.861168
43,2,component,87,0.864029
43,2,component,89,0.883102
43,2,proxy,9,95.956087
43,2,proxy,32,95.962048
43,2,proxy,11,96.046209
43,2,proxy,4,96.073151
43,2,proxy,17,96.140146
43,2,proxy,16,96.161127
43,2,proxy,7,96.190214
43,2,proxy,30,96.214056
43,2,proxy,26,96.256018
43,2,proxy,36,96.303225
43,2,proxy,5,96.363068
43,2,proxy,2,96.533060
43,2,proxy,19,96.640110
43,2,proxy,8,96.649170
43,2,proxy,3,96.720219
43,2,proxy,6,96.967220
43,2,proxy,39,97.402096
43,2,proxy,31,97.500086
43,2,proxy,29,101.663113
43,2,proxy,1,101.736069
43,2,proxy,23,176.765203
43,2,proxy,21,182.620049
43,2,proxy,15,183.423996
43,2,proxy,33,183.488131
43,2,proxy,35,183.508158
43,2,proxy,20,183.537006
43,2,proxy,37,183.640003
43,2,proxy,12,183.665991
43,2,proxy,27,183.713198
43,2,proxy,10,183.783054
43,2,proxy,18,183.796167
43,2,proxy,34,184.592009
43,2,proxy,14,184.751034
43,2,proxy,24,184.964180
43,2,proxy,0,186.913013
43,2,proxy,13,191.856146
43,2,proxy,28,195.950031
43,2,proxy,22,196.588039
43,2,proxy,25,286.409140
43,2,proxy,38,288.667202
44,3,component,1,0.269890
44,3,component,3,0.274897
44,3,component,5,0.291824
44,3,component,6,0.296831
44,3,component,2,0.298023
44,3,component,4,0.298023
44,3,component,10,0.317812
44,3,component,7,0.319004
44,3,component,9,0.327826
44,3,component,11,0.329971
44,3,component,8,0.336885
44,3,component,15,0.344992
44,3,component,12,0.350952
44,3,component,14,0.360012
44,3,component,13,0.365019
44,3,component,17,0.365019
44,3,component,18,0.368834
44,3,component,19,0.368834
44,3,component,16,0.387907
44,3,component,23,0.391006
44,3,component,21,0.401020
44,3,component,22,0.407934
44,3,component,25,0.414848
44,3,component,29,0.427961
44,3,component,30,0.427961
44,3,component,24,0.432968
44,3,component,28,0.432968
44,3,component,27,0.461817
44,3,component,31,0.469923
44,3,component,34,0.480890
44,3,component,35,0.483990
44,3,component,36,0.483990
44,3,component,33,0.485897
44,3,component,38,0.492811
44,3,component,40,0.504017
44,3,component,41,0.512838
44,3,component,37,0.517845
44,3,component,39,0.523806
44,3,component,45,0.538826
44,3,component,42,0.554800
44,3,component,43,0.554800
44,3,component,44,0.554800
44,3,component,51,0.557899
44,3,component,20,0.558853
44,3,component,26,0.558853
44,3,component,32,0.558853
44,3,component,49,0.567913
44,3,component,46,0.571012
44,3,component,47,0.581980
44,3,component,52,0.585794
44,3,component,48,0.587940
44,3,component,50,0.588894
44,3,component,53,0.591993
44,3,component,54,0.608921
44,3,component,57,0.612020
44,3,component,62,0.627995
44,3,component,59,0.629902
44,3,component,55,0.631809
44,3,component,56,0.631809
44,3,component,63,0.634909
44,3,component,65,0.646830
44,3,component,58,0.648022
44,3,component,60,0.652790
44,3,component,64,0.653982
44,3,component,61,0.675917
44,3,component,68,0.676870
44,3,component,66,0.692844
44,3,component,72,0.696898
44,3,component,77,0.712872
44,3,component,74,0.716925
44,3,component,67,0.717878
44,3,component,70,0.721931
44,3,component,69,0.729799
44,3,component,71,0.734806
44,3,component,73,0.734806
44,3,component,81,0.751972
44,3,component,75,0.756979
44,3,component,76,0.764847
44,3,component,79,0.787020
44,3,component,84,0.787020
44,3,component,82,0.789881
44,3,component,86,0.793934
44,3,component,80,0.795841
44,3,component,89,0.799894
44,3,component,78,0.800848
44,3,component,83,0.815868
44,3,component,90,0.818014
44,3,component,85,0.818968
44,3,component,87,0.823021
44,3,component,88,0.849962
44,3,proxy,9,95.827818
44,3,proxy,13,95.829964
44,3,proxy,8,95.830917
44,3,proxy,4,95.865965
44,3,proxy,11,95.942020
44,3,proxy,20,95.975876
44,3,proxy,0,96.005917
44,3,proxy,2,96.007824
44,3,proxy,18,96.035004
44,3,proxy,30,96.248865
44,3,proxy,39,96.269846
44,3,proxy,17,96.309900
44,3,proxy,21,96.315861
44,3,proxy,32,96.330881
44,3,proxy,26,96.335888
44,3,proxy,31,96.434832
44,3,proxy,36,96.444845
44,3,proxy,14,96.817970
44,3,proxy,35,96.922874
44,3,proxy,12,96.953869
44,3,proxy,5,97.049952
44,3,proxy,6,97.176790
44,3,proxy,24,97.488880
44,3,proxy,29,100.631952
44,3,proxy,1,103.089809
44,3,proxy,10,181.226969
44,3,proxy,16,182.182789
44,3,proxy,7,182.679892
44,3,proxy,34,183.084011
44,3,proxy,3,183.291912
44,3,proxy,23,183.324814
44,3,proxy,19,183.418989
44,3,proxy,33,183.480978
44,3,proxy,15,184.099913
44,3,proxy,37,184.306860
44,3,proxy,27,184.755802
44,3,proxy,25,189.584970
44,3,proxy,38,191.452980
44,3,proxy,28,193.233013
44,3,proxy,22,194.213867
45,4,component,7,0.237942
45,4,component,2,0.242949
45,4,component,8,0.242949
45,4,component,9,0.242949
45,4,component,10,0.242949
45,4,component,1,0.243902
45,4,component,3,0.243902
45,4,component,4,0.243902
45,4,component,5,0.243902
45,4,component,6,0.244856
45,4,component,11,0.283957
45,4,component,16,0.299931
45,4,component,15,0.304937
45,4,component,14,0.319004
45,4,component,12,0.322819
45,4,component,13,0.325918
45,4,component,17,0.330925
45,4,component,22,0.365019
45,4,component,18,0.378847
45,4,component,19,0.398874
45,4,component,21,0.406027
45,4,component,23,0.408888
45,4,component,24,0.438929
45,4,component,25,0.440836
45,4,component,28,0.442028
45,4,component,20,0.442982
45,4,component,31,0.466824
45,4,component,27,0.481844
45,4,component,29,0.495911
45,4,component,33,0.495911
45,4,component,30,0.496864
45,4,component,39,0.533819
45,4,component,37,0.535011
45,4,component,34,0.537872
45,4,component,35,0.540018
45,4,component,36,0.545025
45,4,component,38,0.551939
45,4,component,42,0.562906
45,4,component,43,0.562906
45,4,component,41,0.568867
45,4,component,26,0.576019
45,4,component,32,0.576019
45,4,component,44,0.576019
45,4,component,47,0.579834
45,4,component,40,0.581026
45,4,component,46,0.581026
45,4,component,48,0.585794
45,4,component,45,0.593901
45,4,component,50,0.617027
45,4,component,51,0.617027
45,4,component,49,0.623941
45,4,component,55,0.624895
45,4,component,58,0.634909
45,4,component,56,0.640869
45,4,component,52,0.644922
45,4,component,53,0.651836
45,4,component,54,0.667810
45,4,component,60,0.667810
45,4,component,61,0.682831
45,4,component,62,0.684977
45,4,component,59,0.687838
45,4,component,57,0.690937
45,4,component,66,0.701904
45,4,component,63,0.702858
45,4,component,64,0.711918
45,4,component,65,0.718832
45,4,component,69,0.720024
45,4,component,67,0.723839
45,4,component,71,0.731945
45,4,component,68,0.741005
45,4,component,76,0.751972
45,4,component,72,0.752926
45,4,component,70,0.779867
45,4,component,77,0.790834
45,4,component,74,0.793934
45,4,component,73,0.796795
45,4,component,79,0.799894
45,4,component,80,0.808954
45,4,component,82,0.818014
45,4,component,75,0.818968
45,4,component,78,0.818968
45,4,component,81,0.819921
45,4,component,83,0.823975
45,4,component,85,0.825882
45,4,component,87,0.844955
45,4,component,88,0.859022
45,4,component,89,0.861883
45,4,component,86,0.869989
45,4,component,90,0.893831
45,4,component,84,0.932932
45,4,proxy,4,95.814943
45,4,proxy,36,96.004963
45,4,proxy,35,96.023798
45,4,proxy,31,96.225023
45,4,proxy,2,96.237898
45,4,proxy,38,96.268892
45,4,proxy,13,96.313000
45,4,proxy,12,96.345901
45,4,proxy,6,96.508026
45,4,proxy,23,96.606016
45,4,proxy,9,96.607924
45,4,proxy,34,96.609831
45,4,proxy,20,96.632004
45,4,proxy,21,96.766949
45,4,proxy,10,96.849918
45,4,proxy,17,96.868992
45,4,proxy,0,96.956015
45,4,proxy,25,96.956015
45,4,proxy,14,97.076893
45,4,proxy,39,97.240925
45,4,proxy,18,97.271919
45,4,proxy,24,97.283840
45,4,proxy,28,102.041006
45,4,proxy,22,102.512836
45,4,proxy,16,181.968927
45,4,proxy,30,182.634830
45,4,proxy,5,182.927847
45,4,proxy,7,182.927847
45,4,proxy,32,183.328867
45,4,proxy,3,184.001923
45,4,proxy,11,184.001923
45,4,proxy,19,184.516907
45,4,proxy,26,184.517860
45,4,proxy,8,184.536934
45,4,proxy,33,185.484886
45,4,proxy,27,185.532808
45,4,proxy,29,192.533016
45,4,proxy,1,197.747946
45,4,proxy,37,286.989927
45,4,proxy,15,290.211916
46,12,component,9,0.356913
46,12,component,10,0.364780
46,12,component,5,0.365973
46,12,component,1,0.366926
46,12,component,8,0.366926
46,12,component,2,0.367880
46,12,component,4,0.367880
46,12,component,3,0.368834
46,12,component,6,0.368834
46,12,component,7,0.369787
46,12,component,11,0.369787
46,12,component,18,0.392914
46,12,component,25,0.400782
46,12,component,19,0.407934
46,12,component,15,0.409842
46,12,component,24,0.409842
46,12,component,21,0.413895
46,12,component,28,0.413895
46,12,component,27,0.432968
46,12,component,29,0.459909
46,12,component,41,0.556946
46,12,component,13,0.558853
46,12,component,17,0.558853
46,12,component,20,0.558853
46,12,component,26,0.558853
46,12,component,32,0.558853
46,12,component,34,0.558853
46,12,component,36,0.558853
46,12,component,33,0.564814
46,12,component,30,0.565767
46,12,component,48,0.565767
46,12,component,12,0.566959
46,12,component,42,0.566959
46,12,component,43,0.566959
46,12,component,47,0.566959
46,12,component,31,0.567913
46,12,component,38,0.567913
46,12,component,39,0.567913
46,12,component,16,0.568867
46,12,component,23,0.568867
46,12,component,37,0.568867
46,12,component,40,0.568867
46,12,component,46,0.568867
46,12,component,14,0.569820
46,12,component,22,0.569820
46,12,component,35,0.569820
46,12,component,44,0.569820
46,12,component,45,0.575781
46,12,component,53,0.577927
46,12,component,49,0.585794
46,12,component,55,0.597954
46,12,component,51,0.618935
46,12,component,58,0.618935
46,12,component,52,0.624895
46,12,component,54,0.627995
46,12,component,50,0.637770
46,12,component,60,0.637770
46,12,component,59,0.638962
46,12,component,61,0.644922
46,12,component,57,0.645876
46,12,component,62,0.662804
46,12,component,66,0.674963
46,12,component,63,0.682831
46,12,component,65,0.682831
46,12,component,64,0.688791
46,12,component,69,0.699997
46,12,component,67,0.703812
46,12,component,56,0.705957
46,12,component,70,0.709772
46,12,component,71,0.726938
46,12,component,76,0.731945
46,12,component,68,0.732899
46,12,component,72,0.750780
46,12,component,78,0.750780
46,12,component,74,0.762939
46,12,component,79,0.766993
46,12,component,77,0.768900
46,12,component,73,0.775814
46,12,component,75,0.781775
46,12,component,82,0.781775
46,12,component,80,0.784874
46,12,component,81,0.790834
46,12,component,83,0.799894
46,12,component,85,0.803947
46,12,component,87,0.821829
46,12,component,89,0.836849
46,12,component,88,0.837803
46,12,component,86,0.845909
46,12,component,84,0.860929
46,12,component,90,0.867844
46,12,proxy,4,95.790863
46,12,proxy,38,95.798969
46,12,proxy,13,96.051931
46,12,proxy,17,96.051931
46,12,proxy,23,96.060991
46,12,proxy,21,96.141815
46,12,proxy,10,96.176863
46,12,proxy,12,96.183777
46,12,proxy,34,96.421957
46,12,proxy,0,96.422911
46,12,proxy,25,96.423864
46,12,proxy,26,96.458912
46,12,proxy,11,96.461773
46,12,proxy,37,96.524000
46,12,proxy,32,96.600771
46,12,proxy,35,96.787930
46,12,proxy,20,96.969843
46,12,proxy,8,96.994877
46,12,proxy,15,97.045898
46,12,proxy,7,97.208977
46,12,proxy,36,97.214937
46,12,proxy,29,101.142883
46,12,proxy,22,102.141857
46,12,proxy,1,102.402925
46,12,proxy,28,102.764845
46,12,proxy,5,181.518793
46,12,proxy,9,182.233810
46,12,proxy,19,182.293892
46,12,proxy,18,183.217764
46,12,proxy,27,183.325768
46,12,proxy,24,183.385849
46,12,proxy,33,183.943987
46,12,proxy,6,184.004784
46,12,proxy,31,184.224844
46,12,proxy,3,184.340954
46,12,proxy,14,184.442997
46,12,proxy,2,184.978962
46,12,proxy,39,185.041904
46,12,proxy,16,187.860966
46,12,proxy,30,286.417961
47,22,component,3,0.015974
47,22,component,1,0.030041
47,22,component,6,0.058889
47,22,component,2,0.063896
47,22,component,4,0.063896
47,22,component,8,0.094891
47,22,component,7,0.095844
47,22,component,5,0.104904
47,22,component,11,0.141859
47,22,component,10,0.143051
47,22,component,9,0.144958
47,22,component,12,0.165939
47,22,component,13,0.177860
47,22,component,14,0.191927
47,22,component,16,0.207901
47,22,component,15,0.226974
47,22,component,17,0.228882
47,22,component,18,0.232935
47,22,component,19,0.254869
47,22,component,21,0.257015
47,22,component,24,0.274897
47,22,component,22,0.277042
47,22,component,23,0.315905
47,22,component,25,0.345945
47,22,component,27,0.359058
47,22,component,28,0.359058
47,22,component,20,0.372887
47,22,component,26,0.372887
47,22,component,30,0.393867
47,22,component,29,0.401020
47,22,component,33,0.401020
47,22,component,35,0.432014
47,22,component,31,0.432968
47,22,component,36,0.447035
47,22,component,38,0.450850
47,22,component,32,0.458956
47,22,component,39,0.484943
47,22,component,37,0.488997
47,22,component,41,0.510931
47,22,component,42,0.524998
47,22,component,40,0.530005
47,22,component,34,0.540972
47,22,component,43,0.548840
47,22,component,44,0.566959
47,22,component,50,0.573874
47,22,component,46,0.583887
47,22,component,48,0.597000
47,22,component,45,0.599861
47,22,component,47,0.599861
47,22,component,52,0.603914
47,22,component,53,0.606060
47,22,component,54,0.606060
47,22,component,51,0.622034
47,22,component,49,0.623941
47,22,component,55,0.630856
47,22,component,58,0.639915
47,22,component,59,0.643969
47,22,component,56,0.644922
47,22,component,57,0.646830
47,22,component,60,0.668049
47,22,component,64,0.674963
47,22,component,61,0.689983
47,22,component,68,0.689983
47,22,component,63,0.700951
47,22,component,66,0.706911
47,22,component,62,0.710964
47,22,component,67,0.715971
47,22,component,65,0.721931
47,22,component,69,0.735044
47,22,component,70,0.735044
47,22,component,75,0.735998
47,22,component,73,0.751019
47,22,component,71,0.752926
47,22,component,72,0.756979
47,22,component,76,0.757933
47,22,component,78,0.776052
47,22,component,79,0.781059
47,22,component,80,0.782967
47,22,component,74,0.797033
47,22,component,77,0.799894
47,22,component,82,0.805855
47,22,component,81,0.819921
47,22,component,86,0.823021
47,22,component,83,0.826836
47,22,component,85,0.829935
47,22,component,87,0.850916
47,22,component,89,0.864029
47,22,component,88,0.866890
47,22,component,84,0.869036
47,22,component,90,0.872850
47,22,proxy,3,95.854044
47,22,proxy,8,95.854998
47,22,proxy,7,96.138000
47,22,proxy,4,96.215963
47,22,proxy,19,96.256971
47,22,proxy,9,96.293926
47,22,proxy,5,96.330881
47,22,proxy,26,96.468925
47,22,proxy,16,96.521854
47,22,proxy,32,96.658945
47,22,proxy,31,96.694946
47,22,proxy,11,96.709967
47,22,proxy,39,96.724033
47,22,proxy,30,97.139835
47,22,proxy,36,97.141981
47,22,proxy,2,97.374916
47,22,proxy,17,97.432852
47,22,proxy,6,97.686052
47,22,proxy,29,100.891829
47,22,proxy,1,103.288889
47,22,proxy,38,119.318962
47,22,proxy,25,120.094061
47,22,proxy,35,181.437969
47,22,proxy,37,181.495905
47,22,proxy,33,182.229996
47,22,proxy,24,182.358027
47,22,proxy,13,182.368040
47,22,proxy,18,183.167934
47,22,proxy,12,183.269024
47,22,proxy,15,183.702946
47,22,proxy,14,184.423923
47,22,proxy,34,184.943914
47,22,proxy,10,184.952974
47,22,proxy,27,186.079979
47,22,proxy,20,188.036919
47,22,proxy,21,188.313961
47,22,proxy,0,188.451052
47,22,proxy,28,195.991039
47,22,proxy,22,196.187973
47,22,proxy,23,289.216995
48,29,component,1,0.066996
48,29,component,4,0.100136
48,29,component,2,0.101089
48,29,component,3,0.105143
48,29,component,6,0.105143
48,29,component,7,0.138044
48,29,component,5,0.147104
48,29,component,8,0.177145
48,29,component,11,0.180006
48,29,component,9,0.184059
48,29,component,10,0.185966
48,29,component,12,0.205040
48,29,component,13,0.216007
48,29,component,14,0.237942
48,29,component,16,0.247002
48,29,component,15,0.267029
48,29,component,17,0.269175
48,29,component,18,0.283003
48,29,component,19,0.287056
48,29,component,22,0.337124
48,29,component,21,0.348091
48,29,component,23,0.362158
48,29,component,24,0.386000
48,29,component,25,0.386953
48,29,component,28,0.400066
48,29,component,27,0.401020
48,29,component,20,0.430107
48,29,component,26,0.430107
48,29,component,32,0.430107
48,29,component,29,0.432968
48,29,component,33,0.442982
48,29,component,30,0.450134
48,29,component,31,0.452042
48,29,component,34,0.478029
48,29,component,35,0.487089
48,29,component,36,0.488043
48,29,component,38,0.494957
48,29,component,40,0.511169
48,29,component,39,0.522137
48,29,component,37,0.530005
48,29,component,44,0.561953
48,29,component,42,0.565052
48,29,component,43,0.565052
48,29,component,50,0.565052
48,29,component,41,0.566006
48,29,component,46,0.571966
48,29,component,47,0.578165
48,29,component,48,0.586987
48,29,component,45,0.596046
48,29,component,52,0.596046
48,29,component,54,0.611067
48,29,component,49,0.612020
48,29,component,53,0.612974
48,29,component,55,0.620127
48,29,component,51,0.637054
48,29,component,58,0.638008
48,29,component,56,0.640154
48,29,component,60,0.658989
48,29,component,59,0.663996
48,29,component,61,0.677109
48,29,component,57,0.682116
48,29,component,63,0.699043
48,29,component,66,0.700951
48,29,component,64,0.702143
48,29,component,67,0.704050
48,29,component,62,0.705004
48,29,component,65,0.713110
48,29,component,71,0.722170
48,29,component,69,0.728130
48,29,component,70,0.730038
48,29,component,68,0.730991
48,29,component,73,0.731945
48,29,component,76,0.748158
48,29,component,72,0.769138
48,29,component,78,0.769138
48,29,component,74,0.787020
48,29,component,77,0.792027
48,29,component,79,0.794172
48,29,component,80,0.794172
48,29,component,84,0.794172
48,29,component,75,0.810146
48,29,component,81,0.811100
48,29,component,82,0.811100
48,29,component,85,0.818014
48,29,component,83,0.820160
48,29,component,89,0.844955
48,29,component,88,0.856161
48,29,component,87,0.859976
48,29,component,86,0.863075
48,29,component,90,0.863075
48,29,proxy,2,95.705032
48,29,proxy,7,95.705032
48,29,proxy,24,96.163988
48,29,proxy,33,96.172094
48,29,proxy,15,96.173048
48,29,proxy,18,96.173048
48,29,proxy,39,96.173048
48,29,proxy,32,96.184969
48,29,proxy,31,96.554041
48,29,proxy,37,96.555948
48,29,proxy,14,96.575022
48,29,proxy,11,96.631050
48,29,proxy,9,96.724987
48,29,proxy,0,96.750021
48,29,proxy,13,96.763134
48,29,proxy,21,96.995115
48,29,proxy,17,97.026110
48,29,proxy,20,97.182035
48,29,proxy,6,97.207069
48,29,proxy,27,97.242117
48,29,proxy,1,103.100061
48,29,proxy,35,118.914127
48,29,proxy,12,124.809980
48,29,proxy,5,182.351112
48,29,proxy,8,182.919025
48,29,proxy,38,182.919979
48,29,proxy,3,183.367968
48,29,proxy,30,183.423042
48,29,proxy,16,183.433056
48,29,proxy,26,183.554173
48,29,proxy,25,183.599949
48,29,proxy,19,183.773994
48,29,proxy,23,184.309006
48,29,proxy,34,185.174942
48,29,proxy,10,185.286045
48,29,proxy,36,188.801050
48,29,proxy,4,192.783117
48,29,proxy,29,193.264961
48,29,proxy,28,195.613146
48,29,proxy,22,195.656061
49,33,component,2,0.079155
49,33,component,1,0.107050
49,33,component,3,0.108957
49,33,component,4,0.115156
49,33,component,7,0.125170
49,33,component,5,0.138998
49,33,component,6,0.144958
49,33,component,10,0.156164
49,33,component,11,0.169039
49,33,component,9,0.170946
49,33,component,8,0.173092
49,33,component,12,0.195026
49,33,component,13,0.205040
49,33,component,14,0.218153
49,33,component,16,0.233173
49,33,component,15,0.242949
49,33,component,17,0.256062
49,33,component,18,0.262022
49,33,component,19,0.280142
49,33,component,21,0.288010
49,33,component,24,0.313044
49,33,component,22,0.323057
49,33,component,23,0.327110
49,33,component,25,0.350952
49,33,component,27,0.355959
49,33,component,29,0.380039
49,33,component,30,0.389099
49,33,component,28,0.391960
49,33,component,31,0.403166
49,33,component,20,0.421047
49,33,component,26,0.421047
49,33,component,32,0.421047
49,33,component,33,0.424147
49,33,component,37,0.447035
49,33,component,36,0.468016
49,33,component,34,0.468969
49,33,component,35,0.473976
49,33,component,38,0.484943
49,33,component,39,0.491142
49,33,component,40,0.501156
49,33,component,43,0.540018
49,33,component,42,0.540972
49,33,component,44,0.550985
49,33,component,41,0.554085
49,33,component,47,0.563145
49,33,component,46,0.569105
49,33,component,45,0.579119
49,33,component,49,0.600100
49,33,component,51,0.606060
49,33,component,50,0.610113
49,33,component,48,0.612020
49,33,component,52,0.633001
49,33,component,53,0.635147
49,33,component,56,0.635147
49,33,component,57,0.650167
49,33,component,54,0.651121
49,33,component,59,0.669956
49,33,component,62,0.672102
49,33,component,63,0.674009
49,33,component,55,0.676155
49,33,component,64,0.687122
49,33,component,67,0.687122
49,33,component,58,0.689983
49,33,component,65,0.689983
49,33,component,60,0.693083
49,33,component,69,0.705957
49,33,component,61,0.709057
49,33,component,68,0.724077
49,33,component,66,0.735998
49,33,component,70,0.745058
49,33,component,77,0.756979
49,33,component,72,0.758171
49,33,component,74,0.760078
49,33,component,71,0.761032
49,33,component,73,0.771046
49,33,component,76,0.787020
49,33,component,81,0.797033
49,33,component,75,0.803947
49,33,component,78,0.803947
49,33,component,79,0.821114
49,33,component,89,0.827074
49,33,component,82,0.828028
49,33,component,80,0.833035
49,33,component,83,0.833988
49,33,component,86,0.835180
49,33,component,88,0.836134
49,33,component,90,0.848055
49,33,component,85,0.849962
49,33,component,87,0.866175
49,33,component,84,0.915051
49,33,proxy,12,95.901966
49,33,proxy,8,95.971107
49,33,proxy,27,95.988035
49,33,proxy,11,96.022129
49,33,proxy,16,96.155167
49,33,proxy,3,96.160173
49,33,proxy,17,96.225023
49,33,proxy,23,96.234083
49,33,proxy,32,96.323967
49,33,proxy,26,96.352100
49,33,proxy,36,96.390963
49,33,proxy,19,96.395969
49,33,proxy,35,96.488953
49,33,proxy,34,96.745014
49,33,proxy,25,96.755028
49,33,proxy,37,96.801996
49,33,proxy,33,96.848965
49,33,proxy,31,96.853018
49,33,proxy,10,96.872091
49,33,proxy,38,96.888065
49,33,proxy,15,96.963167
49,33,proxy,4,97.291946
49,33,proxy,29,101.212978
49,33,proxy,22,102.859974
49,33,proxy,28,102.961063
49,33,proxy,1,103.302002
49,33,proxy,39,124.681950
49,33,proxy,13,181.041002
49,33,proxy,7,181.610107
49,33,proxy,0,182.000160
49,33,proxy,24,183.027983
49,33,proxy,21,183.149099
49,33,proxy,9,183.359146
49,33,proxy,20,183.386087
49,33,proxy,30,183.503151
49,33,proxy,18,184.663057
49,33,proxy,14,185.033083
49,33,proxy,5,188.804150
49,33,proxy,2,287.269115
49,33,proxy,6,289.335012
50,36,component,3,0.324965
50,36,component,5,0.325918
50,36,component,6,0.325918
50,36,component,1,0.334024
50,36,component,2,0.334024
50,36,component,4,0.334024
50,36,component,8,0.334024
50,36,component,7,0.334978
50,36,component,9,0.334978
50,36,component,10,0.344992
50,36,component,11,0.351906
50,36,component,12,0.379801
50,36,component,16,0.380993
50,36,component,14,0.382900
50,36,component,13,0.386953
50,36,component,15,0.391960
50,36,component,19,0.396967
50,36,component,17,0.433922
50,36,component,20,0.433922
50,36,component,24,0.434875
50,36,component,22,0.435829
50,36,component,18,0.446796
50,36,component,25,0.447989
50,36,component,28,0.447989
50,36,component,21,0.458956
50,36,component,31,0.468969
50,36,component,23,0.476837
50,36,component,27,0.489950
50,36,component,29,0.510931
50,36,component,33,0.514984
50,36,component,30,0.520945
50,36,component,38,0.530005
50,36,component,39,0.532866
50,36,component,37,0.535011
50,36,component,35,0.540018
50,36,component,34,0.546932
50,36,component,40,0.547886
50,36,component,36,0.555992
50,36,component,44,0.576973
50,36,component,42,0.579834
50,36,component,43,0.579834
50,36,component,41,0.583887
50,36,component,26,0.584841
50,36,component,32,0.584841
50,36,component,46,0.591993
50,36,component,48,0.593901
50,36,component,47,0.597000
50,36,component,45,0.610828
50,36,component,52,0.612974
50,36,component,54,0.615835
50,36,component,53,0.618935
50,36,component,49,0.626802
50,36,component,50,0.633001
50,36,component,57,0.633001
50,36,component,55,0.640869
50,36,component,59,0.653982
50,36,component,51,0.654936
50,36,component,56,0.654936
50,36,component,58,0.654936
50,36,component,60,0.677824
50,36,component,64,0.680923
50,36,component,61,0.699997
50,36,component,63,0.711918
50,36,component,66,0.720024
50,36,component,62,0.720978
50,36,component,67,0.724792
50,36,component,65,0.734806
50,36,component,70,0.741005
50,36,component,74,0.741959
50,36,component,69,0.743866
50,36,component,72,0.746012
50,36,component,75,0.746012
50,36,component,68,0.751019
50,36,component,73,0.762939
50,36,component,71,0.763893
50,36,component,76,0.766993
50,36,component,78,0.789881
50,36,component,81,0.801802
50,36,component,77,0.802994
50,36,component,80,0.814915
50,36,component,79,0.815868
50,36,component,82,0.815868
50,36,component,84,0.815868
50,36,component,85,0.834942
50,36,component,86,0.837803
50,36,component,83,0.840902
50,36,component,87,0.861883
50,36,component,88,0.871897
50,36,component,89,0.876904
50,36,component,90,0.882864
50,36,proxy,19,95.849991
50,36,proxy,6,95.876932
50,36,proxy,5,95.906973
50,36,proxy,7,95.973015
50,36,proxy,13,96.037865
50,36,proxy,16,96.117020
50,36,proxy,25,96.117020
50,36,proxy,0,96.128941
50,36,proxy,27,96.128941
50,36,proxy,20,96.153975
50,36,proxy,3,96.304893
50,36,proxy,2,96.333981
50,36,proxy,33,96.337795
50,36,proxy,30,96.421003
50,36,proxy,4,96.447945
50,36,proxy,34,96.558809
50,36,proxy,21,96.634865
50,36,proxy,32,96.716881
50,36,proxy,23,96.771002
50,36,proxy,10,96.815825
50,36,proxy,38,96.845865
50,36,proxy,36,97.065926
50,36,proxy,39,97.226858
50,36,proxy,9,97.265005
50,36,proxy,11,97.514868
50,36,proxy,22,102.427006
50,36,proxy,28,103.240013
50,36,proxy,1,103.394985
50,36,proxy,31,182.996988
50,36,proxy,15,183.004856
50,36,proxy,8,183.269978
50,36,proxy,12,183.619022
50,36,proxy,37,183.987856
50,36,proxy,17,184.645891
50,36,proxy,26,184.664011
50,36,proxy,14,184.667826
50,36,proxy,35,184.810877
50,36,proxy,18,186.221838
50,36,proxy,24,189.714909
50,36,proxy,29,193.375826
51,50,component,2,0.277042
51,50,component,4,0.277042
51,50,component,5,0.280142
51,50,component,1,0.283957
51,50,component,7,0.297070
51,50,component,3,0.305176
51,50,component,6,0.305176
51,50,component,10,0.306129
51,50,component,11,0.312090
51,50,component,8,0.313044
51,50,component,15,0.327110
51,50,component,18,0.339985
51,50,component,19,0.355959
51,50,component,17,0.372171
51,50,component,20,0.372171
51,50,component,25,0.393152
51,50,component,30,0.463963
51,50,component,26,0.518084
51,50,component,32,0.518084
51,50,component,36,0.566959
51,50,component,48,0.566959
51,50,component,27,0.568151
51,50,component,28,0.568151
51,50,component,42,0.568151
51,50,component,43,0.568151
51,50,component,50,0.568151
51,50,component,33,0.571012
51,50,component,53,0.574112
51,50,component,9,0.575066
51,50,component,29,0.575066
51,50,component,41,0.576019
51,50,component,47,0.576019
51,50,component,12,0.576973
51,50,component,16,0.576973
51,50,component,21,0.576973
51,50,component,39,0.576973
51,50,component,49,0.576973
51,50,component,13,0.578165
51,50,component,14,0.578165
51,50,component,23,0.578165
51,50,component,34,0.578165
