Data plane is up
Running irtt
UE IP is 10.45.0.15
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=129.1ms rd=21.14ms sd=108.1ms ipdv=n/a
seq=1 rtt=145.2ms rd=18.59ms sd=126.6ms ipdv=16.05ms
seq=2 rtt=163.4ms rd=21.29ms sd=142.2ms ipdv=18.25ms
seq=3 rtt=70.3ms rd=8.95ms sd=61.34ms ipdv=93.15ms
seq=4 rtt=87.75ms rd=11ms sd=76.74ms ipdv=17.45ms
seq=5 rtt=110.9ms rd=7.17ms sd=103.7ms ipdv=23.15ms
seq=6 rtt=125.8ms rd=8.81ms sd=117ms ipdv=14.95ms
seq=7 rtt=135.9ms rd=9.68ms sd=126.3ms ipdv=10.1ms
seq=8 rtt=148.5ms rd=16.46ms sd=132ms ipdv=12.55ms
seq=9 rtt=156.8ms rd=13.01ms sd=143.8ms ipdv=8.35ms
seq=10 rtt=69.2ms rd=17.1ms sd=52.1ms ipdv=87.65ms
seq=11 rtt=114.7ms rd=24.96ms sd=89.79ms ipdv=45.55ms
seq=12 rtt=135.8ms rd=20.23ms sd=115.6ms ipdv=21.1ms
seq=13 rtt=150.4ms rd=29.5ms sd=121ms ipdv=14.6ms
seq=14 rtt=164.5ms rd=31.4ms sd=133.1ms ipdv=14.05ms
seq=15 rtt=58.75ms rd=13.31ms sd=45.44ms ipdv=105.8ms
seq=16 rtt=71.05ms rd=7.54ms sd=63.51ms ipdv=12.3ms
seq=17 rtt=92.25ms rd=14.98ms sd=77.27ms ipdv=21.2ms
seq=18 rtt=99.5ms rd=13.01ms sd=86.49ms ipdv=7.25ms
seq=19 rtt=115.3ms rd=8.84ms sd=106.5ms ipdv=15.8ms
seq=20 rtt=118.4ms rd=9.16ms sd=109.3ms ipdv=3.15ms
seq=21 rtt=129.5ms rd=12.93ms sd=116.6ms ipdv=11.05ms
seq=22 rtt=153.7ms rd=10.4ms sd=143.3ms ipdv=24.2ms
seq=23 rtt=71.5ms rd=22.31ms sd=49.19ms ipdv=82.2ms
seq=24 rtt=68.55ms rd=18.38ms sd=50.17ms ipdv=2.95ms
seq=25 rtt=100.4ms rd=26.91ms sd=73.54ms ipdv=31.9ms
seq=26 rtt=120.3ms rd=26.89ms sd=93.4ms ipdv=19.85ms
seq=27 rtt=138.8ms rd=18.89ms sd=119.9ms ipdv=18.5ms
seq=28 rtt=473.2ms rd=5.9ms sd=467.3ms ipdv=334.4ms
seq=29 rtt=274ms rd=5.87ms sd=268.1ms ipdv=199.3ms
seq=30 rtt=80.75ms rd=7.36ms sd=73.39ms ipdv=193.2ms
seq=31 rtt=117ms rd=12.05ms sd=105ms ipdv=36.25ms
seq=32 rtt=131.9ms rd=8.12ms sd=123.8ms ipdv=14.9ms
seq=33 rtt=157.1ms rd=13.71ms sd=143.4ms ipdv=25.2ms
seq=34 rtt=156.4ms rd=7.72ms sd=148.7ms ipdv=703µs
seq=35 rtt=82.85ms rd=28.84ms sd=54ms ipdv=73.55ms
seq=36 rtt=130.8ms rd=26.84ms sd=104ms ipdv=47.95ms
seq=37 rtt=163.9ms rd=30.36ms sd=133.5ms ipdv=33.1ms
seq=38 rtt=72.95ms rd=14.91ms sd=58.04ms ipdv=90.95ms
seq=39 rtt=113.6ms rd=11.1ms sd=102.6ms ipdv=40.7ms
seq=40 rtt=149.1ms rd=15.3ms sd=133.8ms ipdv=35.5ms
seq=41 rtt=177.3ms rd=12.19ms sd=165.1ms ipdv=28.15ms
seq=42 rtt=114.4ms rd=32.87ms sd=81.52ms ipdv=62.9ms
seq=43 rtt=149.4ms rd=19.55ms sd=129.8ms ipdv=35ms
seq=44 rtt=78.35ms rd=17.88ms sd=60.47ms ipdv=71.05ms
seq=45 rtt=139.8ms rd=10.47ms sd=129.3ms ipdv=61.45ms
seq=46 rtt=84.7ms rd=32.4ms sd=52.3ms ipdv=55.1ms
seq=47 rtt=145.4ms rd=18.05ms sd=127.3ms ipdv=60.7ms
seq=48 rtt=65.3ms rd=10.94ms sd=54.35ms ipdv=80.1ms
seq=49 rtt=117.8ms rd=13.21ms sd=104.6ms ipdv=52.5ms
seq=50 rtt=184.1ms rd=20.48ms sd=163.6ms ipdv=66.25ms
seq=51 rtt=135.4ms rd=30.7ms sd=104.7ms ipdv=48.7ms
seq=52 rtt=75.55ms rd=17.77ms sd=57.78ms ipdv=59.8ms
seq=53 rtt=144.1ms rd=13.61ms sd=130.4ms ipdv=68.5ms
seq=54 rtt=92.3ms rd=38.15ms sd=54.15ms ipdv=51.75ms
seq=55 rtt=169.6ms rd=29.59ms sd=140ms ipdv=77.25ms
seq=56 rtt=92.65ms rd=9.04ms sd=83.61ms ipdv=76.9ms
seq=57 rtt=595.7ms rd=23.52ms sd=572.2ms ipdv=503.1ms
seq=58 rtt=396.5ms rd=23.54ms sd=372.9ms ipdv=199.2ms
seq=59 rtt=314.9ms rd=19.17ms sd=295.7ms ipdv=81.55ms
seq=60 rtt=121.6ms rd=19.18ms sd=102.5ms ipdv=193.3ms
seq=61 rtt=166.2ms rd=16.72ms sd=149.5ms ipdv=44.55ms
seq=62 rtt=81.95ms rd=20.54ms sd=61.41ms ipdv=84.25ms
seq=63 rtt=126.6ms rd=21.96ms sd=104.6ms ipdv=44.65ms
seq=64 rtt=166ms rd=28.45ms sd=137.5ms ipdv=39.35ms
seq=65 rtt=73.15ms rd=8.05ms sd=65.1ms ipdv=92.8ms
seq=66 rtt=123.2ms rd=9.97ms sd=113.3ms ipdv=50.1ms
seq=67 rtt=166.7ms rd=24.03ms sd=142.7ms ipdv=43.5ms
seq=68 rtt=89.7ms rd=25.18ms sd=64.51ms ipdv=77.05ms
seq=69 rtt=139.8ms rd=20.84ms sd=119ms ipdv=50.15ms
seq=70 rtt=185.9ms rd=27.95ms sd=157.9ms ipdv=46.05ms
seq=71 rtt=89.05ms rd=8.57ms sd=80.48ms ipdv=96.85ms
seq=72 rtt=138.2ms rd=5.99ms sd=132.3ms ipdv=49.2ms
seq=73 rtt=78.9ms rd=12.19ms sd=66.71ms ipdv=59.35ms
seq=74 rtt=123.1ms rd=24ms sd=99.15ms ipdv=44.25ms
seq=75 rtt=156.7ms rd=19.74ms sd=137ms ipdv=33.55ms
