Data plane is up
Running irtt
UE IP is 10.45.0.8
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=112.8ms rd=382µs sd=112.4ms ipdv=n/a
seq=1 rtt=148.7ms rd=4.44ms sd=144.3ms ipdv=35.9ms
seq=2 rtt=70.05ms rd=8.01ms sd=62.09ms ipdv=78.65ms
seq=3 rtt=86.7ms rd=5ms sd=81.69ms ipdv=16.65ms
seq=4 rtt=112.6ms rd=14.79ms sd=97.81ms ipdv=25.85ms
seq=5 rtt=137.8ms rd=16.44ms sd=121.4ms ipdv=25.25ms
seq=6 rtt=579.8ms rd=14.17ms sd=565.6ms ipdv=442ms
seq=7 rtt=380.4ms rd=14.2ms sd=366.2ms ipdv=199.4ms
seq=8 rtt=179.9ms rd=14.15ms sd=165.8ms ipdv=200.5ms
seq=9 rtt=606.6ms rd=10.72ms sd=595.8ms ipdv=426.7ms
seq=10 rtt=407.3ms rd=10.7ms sd=396.6ms ipdv=199.3ms
seq=11 rtt=206.6ms rd=10.69ms sd=195.9ms ipdv=200.7ms
seq=12 rtt=130.5ms rd=3.68ms sd=126.9ms ipdv=76.05ms
seq=13 rtt=163.8ms rd=-296µs sd=164.1ms ipdv=33.3ms
seq=14 rtt=75.6ms rd=4.41ms sd=71.19ms ipdv=88.25ms
seq=15 rtt=83.95ms rd=13.85ms sd=70.1ms ipdv=8.35ms
seq=16 rtt=102ms rd=13.8ms sd=88.2ms ipdv=18.05ms
seq=17 rtt=115ms rd=8.95ms sd=106.1ms ipdv=13.05ms
seq=18 rtt=147.7ms rd=21.71ms sd=126ms ipdv=32.7ms
seq=19 rtt=149.8ms rd=21.25ms sd=128.5ms ipdv=2.05ms
seq=20 rtt=177.3ms rd=33.17ms sd=144.1ms ipdv=27.45ms
seq=21 rtt=473.8ms rd=2.28ms sd=471.5ms ipdv=296.5ms
seq=22 rtt=282.3ms rd=939µs sd=281.3ms ipdv=191.5ms
seq=23 rtt=206.4ms rd=16.92ms sd=189.5ms ipdv=75.85ms
seq=24 rtt=93.35ms rd=-4.58ms sd=97.93ms ipdv=113.1ms
seq=25 rtt=109.6ms rd=-1.8ms sd=111.3ms ipdv=16.25ms
seq=26 rtt=682.7ms rd=7.96ms sd=674.7ms ipdv=573.1ms
seq=27 rtt=482.3ms rd=7.94ms sd=474.4ms ipdv=200.4ms
seq=28 rtt=282.9ms rd=7.94ms sd=274.9ms ipdv=199.4ms
seq=29 rtt=88.1ms rd=1.82ms sd=86.28ms ipdv=194.8ms
seq=30 rtt=551.6ms rd=17.08ms sd=534.5ms ipdv=463.5ms
seq=31 rtt=352.1ms rd=17.12ms sd=335ms ipdv=199.5ms
seq=32 rtt=167ms rd=20.68ms sd=146.4ms ipdv=185.1ms
seq=33 rtt=66.05ms rd=-872µs sd=66.92ms ipdv=101ms
seq=34 rtt=80.9ms rd=1.93ms sd=78.97ms ipdv=14.85ms
seq=35 rtt=97.8ms rd=3.13ms sd=94.67ms ipdv=16.9ms
seq=36 rtt=104.9ms rd=-2.03ms sd=107ms ipdv=7.15ms
seq=37 rtt=142.7ms rd=2.04ms sd=140.7ms ipdv=37.8ms
seq=38 rtt=75.35ms rd=16.54ms sd=58.8ms ipdv=67.4ms
seq=39 rtt=103.9ms rd=14.33ms sd=89.57ms ipdv=28.55ms
seq=40 rtt=167.6ms rd=29.2ms sd=138.4ms ipdv=63.7ms
seq=41 rtt=55.75ms rd=-1.79ms sd=57.54ms ipdv=111.8ms
seq=42 rtt=318ms rd=-2.21ms sd=320.1ms ipdv=262.2ms
seq=43 rtt=127.9ms rd=2.09ms sd=125.8ms ipdv=190.1ms
seq=44 rtt=160.6ms rd=5.63ms sd=154.9ms ipdv=32.65ms
seq=45 rtt=93.9ms rd=9.67ms sd=84.23ms ipdv=66.65ms
seq=46 rtt=163.2ms rd=16.75ms sd=146.5ms ipdv=69.35ms
seq=47 rtt=88.45ms rd=3.22ms sd=85.23ms ipdv=74.8ms
seq=48 rtt=149.7ms rd=-3.77ms sd=153.4ms ipdv=61.2ms
seq=49 rtt=94.85ms rd=13.06ms sd=81.79ms ipdv=54.8ms
seq=50 rtt=140.2ms rd=7.62ms sd=132.6ms ipdv=45.35ms
seq=51 rtt=56.6ms rd=-4.76ms sd=61.36ms ipdv=83.6ms
seq=52 rtt=129.4ms rd=8.3ms sd=121.2ms ipdv=72.85ms
seq=53 rtt=80.4ms rd=1.2ms sd=79.2ms ipdv=49.05ms
seq=54 rtt=151.2ms rd=11.56ms sd=139.6ms ipdv=70.75ms
seq=55 rtt=83.5ms rd=-1.56ms sd=85.06ms ipdv=67.65ms
seq=56 rtt=163.7ms rd=6.95ms sd=156.7ms ipdv=80.15ms
seq=57 rtt=114.1ms rd=19.87ms sd=94.23ms ipdv=49.55ms
seq=58 rtt=193.3ms rd=18.31ms sd=175ms ipdv=79.2ms
seq=59 rtt=119.4ms rd=2.23ms sd=117.2ms ipdv=73.85ms
seq=60 rtt=186.9ms rd=-2.64ms sd=189.5ms ipdv=67.45ms
seq=61 rtt=128.6ms rd=12.42ms sd=116.2ms ipdv=58.25ms
seq=62 rtt=197.9ms rd=11.62ms sd=186.2ms ipdv=69.2ms
seq=63 rtt=105.5ms rd=686µs sd=104.8ms ipdv=92.35ms
seq=64 rtt=149.1ms rd=1.65ms sd=147.4ms ipdv=43.55ms
seq=65 rtt=63.8ms rd=5.56ms sd=58.24ms ipdv=85.25ms
seq=66 rtt=105.9ms rd=12.69ms sd=93.16ms ipdv=42.05ms
seq=67 rtt=162.2ms rd=20.75ms sd=141.4ms ipdv=56.3ms
seq=68 rtt=66.95ms rd=-1.19ms sd=68.14ms ipdv=95.2ms
seq=69 rtt=95.05ms rd=5.53ms sd=89.52ms ipdv=28.1ms
seq=70 rtt=153.8ms rd=423µs sd=153.4ms ipdv=58.75ms
seq=71 rtt=84.45ms rd=5.34ms sd=79.11ms ipdv=69.35ms
seq=72 rtt=125.7ms rd=12.85ms sd=112.8ms ipdv=41.2ms
seq=73 rtt=173.4ms rd=11.29ms sd=162.1ms ipdv=47.7ms
seq=74 rtt=87ms rd=-1.2ms sd=88.2ms ipdv=86.35ms
seq=75 rtt=128.4ms rd=-2.56ms sd=131ms ipdv=41.4ms
