NAME     READY   STATUS    RESTARTS   AGE     IP                NODE      NOMINATED NODE   READINESS GATES
core-0   2/2     Running   0          2m10s   128.110.219.125   proxy-0   <none>           <none>
gnb-0    1/1     Running   0          2m3s    10.2.2.2          ins1vm    <none>           <none>
gnb-1    1/1     Running   0          2m3s    10.2.3.2          ins2vm    <none>           <none>
gnb-10   1/1     Running   0          2m3s    10.2.12.2         ins11vm   <none>           <none>
gnb-11   1/1     Running   0          2m3s    10.2.13.2         ins12vm   <none>           <none>
gnb-12   1/1     Running   0          2m3s    10.2.15.2         ins14vm   <none>           <none>
gnb-13   1/1     Running   0          2m3s    10.2.16.2         ins15vm   <none>           <none>
gnb-14   1/1     Running   0          2m3s    10.2.17.2         ins16vm   <none>           <none>
gnb-15   1/1     Running   0          2m3s    10.2.18.2         ins17vm   <none>           <none>
gnb-16   1/1     Running   0          2m3s    10.2.19.2         ins18vm   <none>           <none>
gnb-17   1/1     Running   0          2m3s    10.2.20.2         ins19vm   <none>           <none>
gnb-18   1/1     Running   0          2m3s    10.2.21.2         ins20vm   <none>           <none>
gnb-19   1/1     Running   0          2m3s    10.2.22.2         ins21vm   <none>           <none>
gnb-2    1/1     Running   0          2m3s    10.2.4.2          ins3vm    <none>           <none>
gnb-3    1/1     Running   0          2m3s    10.2.5.2          ins4vm    <none>           <none>
gnb-4    1/1     Running   0          2m3s    10.2.6.2          ins5vm    <none>           <none>
gnb-5    1/1     Running   0          2m3s    10.2.7.2          ins6vm    <none>           <none>
gnb-6    1/1     Running   0          2m3s    10.2.8.2          ins7vm    <none>           <none>
gnb-7    1/1     Running   0          2m3s    10.2.9.2          ins8vm    <none>           <none>
gnb-8    1/1     Running   0          2m3s    10.2.10.2         ins9vm    <none>           <none>
gnb-9    1/1     Running   0          2m3s    10.2.11.2         ins10vm   <none>           <none>
ue-0     2/2     Running   0          2m8s    10.244.86.6       ins16vm   <none>           <none>
ue-1     2/2     Running   0          2m8s    10.244.53.7       ins53vm   <none>           <none>
ue-10    2/2     Running   0          2m8s    10.244.43.6       ins9vm    <none>           <none>
ue-11    2/2     Running   0          2m8s    10.244.89.6       ins40vm   <none>           <none>
ue-12    2/2     Running   0          2m8s    10.244.113.6      ins8vm    <none>           <none>
ue-13    2/2     Running   0          2m8s    10.244.66.5       ins12vm   <none>           <none>
ue-14    2/2     Running   0          2m8s    10.244.12.4       ins10vm   <none>           <none>
ue-15    2/2     Running   0          2m8s    10.244.97.5       ins32vm   <none>           <none>
ue-16    2/2     Running   0          2m8s    10.244.74.7       ins54vm   <none>           <none>
ue-17    2/2     Running   0          2m8s    10.244.59.6       ins18vm   <none>           <none>
ue-18    2/2     Running   0          2m8s    10.244.4.7        ins34vm   <none>           <none>
ue-19    2/2     Running   0          2m8s    10.244.35.5       ins21vm   <none>           <none>
ue-2     2/2     Running   0          2m8s    10.244.25.5       ins57vm   <none>           <none>
ue-3     2/2     Running   0          2m8s    10.244.52.7       ins28vm   <none>           <none>
ue-4     2/2     Running   0          2m8s    10.244.21.7       ins46vm   <none>           <none>
ue-5     2/2     Running   0          2m8s    10.244.27.7       ins24vm   <none>           <none>
ue-6     2/2     Running   0          2m8s    10.244.47.6       ins33vm   <none>           <none>
ue-7     2/2     Running   0          2m8s    10.244.8.9        ins2vm    <none>           <none>
ue-8     2/2     Running   0          2m8s    10.244.80.6       ins4vm    <none>           <none>
ue-9     2/2     Running   0          2m8s    10.244.85.5       ins27vm   <none>           <none>
