NAME     READY   STATUS    RESTARTS   AGE     IP                NODE      NOMINATED NODE   READINESS GATES
core-0   2/2     Running   0          3m56s   128.110.220.103   proxy-0   <none>           <none>
gnb-0    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-1    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-10   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-11   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-12   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-13   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-14   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-15   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-16   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-17   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-18   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-19   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-2    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-20   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-21   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-22   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-23   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-24   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-25   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-26   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-27   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-28   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-29   1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-3    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-4    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-5    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-6    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-7    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-8    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
gnb-9    1/1     Running   0          3m52s   10.2.2.2          ins1vm    <none>           <none>
ue-0     2/2     Running   0          3m36s   10.244.1.216      ins1vm    <none>           <none>
ue-1     2/2     Running   0          3m36s   10.244.1.219      ins1vm    <none>           <none>
ue-10    2/2     Running   0          3m36s   10.244.1.229      ins1vm    <none>           <none>
ue-11    2/2     Running   0          3m36s   10.244.1.227      ins1vm    <none>           <none>
ue-12    2/2     Running   0          3m36s   10.244.1.225      ins1vm    <none>           <none>
ue-13    2/2     Running   0          3m36s   10.244.1.223      ins1vm    <none>           <none>
ue-14    2/2     Running   0          3m36s   10.244.1.217      ins1vm    <none>           <none>
ue-15    2/2     Running   0          3m36s   10.244.1.233      ins1vm    <none>           <none>
ue-16    2/2     Running   0          3m35s   10.244.1.243      ins1vm    <none>           <none>
ue-17    2/2     Running   0          3m36s   10.244.1.240      ins1vm    <none>           <none>
ue-18    2/2     Running   0          3m35s   10.244.1.241      ins1vm    <none>           <none>
ue-19    2/2     Running   0          3m35s   10.244.1.239      ins1vm    <none>           <none>
ue-2     2/2     Running   0          3m36s   10.244.1.224      ins1vm    <none>           <none>
ue-20    2/2     Running   0          3m35s   10.244.1.242      ins1vm    <none>           <none>
ue-21    2/2     Running   0          3m36s   10.244.1.235      ins1vm    <none>           <none>
ue-22    2/2     Running   0          3m36s   10.244.1.234      ins1vm    <none>           <none>
ue-23    2/2     Running   0          3m36s   10.244.1.226      ins1vm    <none>           <none>
ue-24    2/2     Running   0          3m36s   10.244.1.236      ins1vm    <none>           <none>
ue-25    2/2     Running   0          3m36s   10.244.1.231      ins1vm    <none>           <none>
ue-26    2/2     Running   0          3m35s   10.244.1.237      ins1vm    <none>           <none>
ue-27    2/2     Running   0          3m36s   10.244.1.228      ins1vm    <none>           <none>
ue-28    2/2     Running   0          3m36s   10.244.1.238      ins1vm    <none>           <none>
ue-29    2/2     Running   0          3m36s   10.244.1.230      ins1vm    <none>           <none>
ue-3     2/2     Running   0          3m36s   10.244.1.222      ins1vm    <none>           <none>
ue-4     2/2     Running   0          3m36s   10.244.1.232      ins1vm    <none>           <none>
ue-5     2/2     Running   0          3m36s   10.244.1.221      ins1vm    <none>           <none>
ue-6     2/2     Running   0          3m36s   10.244.1.214      ins1vm    <none>           <none>
ue-7     2/2     Running   0          3m36s   10.244.1.215      ins1vm    <none>           <none>
ue-8     2/2     Running   0          3m36s   10.244.1.218      ins1vm    <none>           <none>
ue-9     2/2     Running   0          3m36s   10.244.1.220      ins1vm    <none>           <none>
