Data plane is up
Running irtt
UE IP is 10.45.0.20
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=607.6ms rd=71.15ms sd=536.5ms ipdv=n/a
seq=1 rtt=783.6ms rd=117.2ms sd=666.4ms ipdv=176ms
seq=2 rtt=930.4ms rd=74.97ms sd=855.5ms ipdv=146.9ms
seq=3 rtt=481.7ms rd=69.83ms sd=411.9ms ipdv=448.7ms
seq=4 rtt=629.6ms rd=87.66ms sd=541.9ms ipdv=147.9ms
seq=5 rtt=764ms rd=64.51ms sd=699.5ms ipdv=134.5ms
seq=6 rtt=1.01s rd=107.5ms sd=899.5ms ipdv=243ms
seq=7 rtt=536ms rd=108ms sd=428.1ms ipdv=471ms
seq=8 rtt=648.3ms rd=82.35ms sd=565.9ms ipdv=112.3ms
seq=9 rtt=857.4ms rd=114.5ms sd=742.9ms ipdv=209.2ms
seq=10 rtt=378.6ms rd=59.82ms sd=318.8ms ipdv=478.8ms
seq=11 rtt=495.7ms rd=76.48ms sd=419.2ms ipdv=117.1ms
seq=12 rtt=714.7ms rd=77.89ms sd=636.8ms ipdv=219.1ms
seq=13 rtt=873.6ms rd=77.06ms sd=796.6ms ipdv=158.9ms
seq=14 rtt=422.9ms rd=87.41ms sd=335.5ms ipdv=450.8ms
seq=15 rtt=675.1ms rd=175.1ms sd=500ms ipdv=252.3ms
seq=16 rtt=752.2ms rd=43.3ms sd=708.9ms ipdv=77.1ms
seq=17 rtt=979.6ms rd=99.45ms sd=880.2ms ipdv=227.4ms
seq=18 rtt=508.1ms rd=83.81ms sd=424.3ms ipdv=471.5ms
seq=19 rtt=674.8ms rd=117.6ms sd=557.3ms ipdv=166.7ms
seq=20 rtt=880.6ms rd=135.6ms sd=745ms ipdv=205.8ms
seq=21 rtt=1.04s rd=117.2ms sd=927.5ms ipdv=164.1ms
seq=22 rtt=604ms rd=106.8ms sd=497.1ms ipdv=440.7ms
seq=23 rtt=729.8ms rd=85.76ms sd=644.1ms ipdv=125.9ms
seq=24 rtt=921.3ms rd=88.3ms sd=833ms ipdv=191.5ms
seq=25 rtt=452.7ms rd=52.56ms sd=400.1ms ipdv=468.6ms
seq=26 rtt=658.4ms rd=95.26ms sd=563.2ms ipdv=205.7ms
seq=27 rtt=820.8ms rd=77.39ms sd=743.4ms ipdv=162.4ms
seq=28 rtt=363.7ms rd=64.99ms sd=298.7ms ipdv=457.1ms
