Data plane is up
Running irtt
UE IP is 10.45.0.10
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=601.7ms rd=73.18ms sd=528.5ms ipdv=n/a
seq=1 rtt=714.4ms rd=60.52ms sd=653.9ms ipdv=112.7ms
seq=2 rtt=833.2ms rd=69.42ms sd=763.8ms ipdv=118.9ms
seq=3 rtt=369.6ms rd=44.8ms sd=324.8ms ipdv=463.6ms
seq=4 rtt=449.8ms rd=76.87ms sd=372.9ms ipdv=80.21ms
seq=5 rtt=622.8ms rd=43.24ms sd=579.5ms ipdv=173ms
seq=6 rtt=770.8ms rd=113.4ms sd=657.4ms ipdv=148.1ms
seq=7 rtt=904.1ms rd=83.05ms sd=821ms ipdv=133.3ms
seq=8 rtt=442.1ms rd=45.34ms sd=396.8ms ipdv=462ms
seq=9 rtt=532.8ms rd=79.08ms sd=453.7ms ipdv=90.7ms
seq=10 rtt=713.1ms rd=87.16ms sd=625.9ms ipdv=180.3ms
seq=11 rtt=805.8ms rd=70.54ms sd=735.2ms ipdv=92.7ms
seq=12 rtt=347.9ms rd=78.57ms sd=269.3ms ipdv=457.9ms
seq=13 rtt=478.2ms rd=78.09ms sd=400.1ms ipdv=130.3ms
seq=14 rtt=620.5ms rd=100.8ms sd=519.7ms ipdv=142.4ms
seq=15 rtt=771.4ms rd=72.11ms sd=699.3ms ipdv=150.9ms
seq=16 rtt=856.1ms rd=55.1ms sd=801ms ipdv=84.65ms
seq=17 rtt=393.8ms rd=85.12ms sd=308.6ms ipdv=462.3ms
seq=18 rtt=560.9ms rd=78.95ms sd=482ms ipdv=167.2ms
seq=19 rtt=721.7ms rd=111.2ms sd=610.5ms ipdv=160.8ms
seq=20 rtt=859.4ms rd=93.7ms sd=765.7ms ipdv=137.7ms
seq=21 rtt=391ms rd=74.45ms sd=316.5ms ipdv=468.5ms
seq=22 rtt=494.4ms rd=58.96ms sd=435.4ms ipdv=103.4ms
seq=23 rtt=630.9ms rd=89.17ms sd=541.8ms ipdv=136.6ms
seq=24 rtt=781.7ms rd=48.6ms sd=733.1ms ipdv=150.7ms
seq=25 rtt=953.9ms rd=73.32ms sd=880.6ms ipdv=172.2ms
seq=26 rtt=453.4ms rd=73.27ms sd=380.1ms ipdv=500.5ms
seq=27 rtt=632.2ms rd=86.41ms sd=545.8ms ipdv=178.8ms
seq=28 rtt=832.9ms rd=87.71ms sd=745.2ms ipdv=200.7ms
seq=29 rtt=967.1ms rd=67.15ms sd=900ms ipdv=134.2ms
seq=30 rtt=512.4ms rd=85.72ms sd=426.7ms ipdv=454.8ms
seq=31 rtt=655.4ms rd=92.73ms sd=562.7ms ipdv=143ms
seq=32 rtt=884.3ms rd=74.55ms sd=809.8ms ipdv=228.9ms
seq=33 rtt=400.1ms rd=52.06ms sd=348ms ipdv=484.3ms
seq=34 rtt=574.1ms rd=53.73ms sd=520.4ms ipdv=174.1ms
seq=35 rtt=755ms rd=98.67ms sd=656.4ms ipdv=180.9ms
seq=36 rtt=980.2ms rd=110.4ms sd=869.8ms ipdv=225.2ms
seq=37 rtt=500.7ms rd=75.79ms sd=424.9ms ipdv=479.5ms
seq=38 rtt=621.3ms rd=74.99ms sd=546.3ms ipdv=120.6ms
seq=39 rtt=839.2ms rd=91.08ms sd=748.1ms ipdv=217.9ms
seq=40 rtt=374.1ms rd=69.66ms sd=304.5ms ipdv=465.1ms
seq=41 rtt=513.9ms rd=88.12ms sd=425.7ms ipdv=139.8ms
seq=42 rtt=733.3ms rd=120.2ms sd=613ms ipdv=219.4ms
seq=43 rtt=874.6ms rd=53.22ms sd=821.4ms ipdv=141.4ms
seq=44 rtt=414ms rd=82.56ms sd=331.5ms ipdv=460.6ms
seq=45 rtt=595.8ms rd=80.25ms sd=515.5ms ipdv=181.8ms
seq=46 rtt=791.2ms rd=62.74ms sd=728.4ms ipdv=195.4ms
seq=47 rtt=1.02s rd=93.59ms sd=929.6ms ipdv=232ms
seq=48 rtt=523.6ms rd=93.63ms sd=430ms ipdv=499.5ms
seq=49 rtt=690.9ms rd=78.82ms sd=612.1ms ipdv=167.3ms
seq=50 rtt=899.3ms rd=85.83ms sd=813.5ms ipdv=208.4ms
seq=51 rtt=434ms rd=76.31ms sd=357.7ms ipdv=465.3ms
seq=52 rtt=572.9ms rd=86.32ms sd=486.6ms ipdv=138.9ms
seq=53 rtt=844ms rd=28.97ms sd=815.1ms ipdv=271.1ms
seq=54 rtt=943.6ms rd=54.03ms sd=889.6ms ipdv=99.6ms
seq=55 rtt=482.2ms rd=79.1ms sd=403.1ms ipdv=461.5ms
seq=56 rtt=660.6ms rd=86.19ms sd=574.4ms ipdv=178.5ms
seq=57 rtt=897.1ms rd=130.2ms sd=766.9ms ipdv=236.5ms
seq=58 rtt=446.2ms rd=139.3ms sd=306.9ms ipdv=451ms
seq=59 rtt=639.4ms rd=132.6ms sd=506.8ms ipdv=193.2ms
seq=60 rtt=765.9ms rd=68.66ms sd=697.2ms ipdv=126.5ms
seq=61 rtt=994.2ms rd=164.5ms sd=829.7ms ipdv=228.3ms
seq=62 rtt=515.4ms rd=139.9ms sd=375.5ms ipdv=478.8ms
seq=63 rtt=684.5ms rd=114.9ms sd=569.5ms ipdv=169.1ms
seq=64 rtt=856.6ms rd=90.51ms sd=766.1ms ipdv=172.2ms
seq=65 rtt=392.1ms rd=78.25ms sd=313.8ms ipdv=464.6ms
seq=66 rtt=529.1ms rd=47.41ms sd=481.7ms ipdv=137.1ms
seq=67 rtt=829.7ms rd=138.9ms sd=690.8ms ipdv=300.6ms
seq=68 rtt=961.5ms rd=98.85ms sd=862.7ms ipdv=131.8ms
seq=69 rtt=505.8ms rd=98.92ms sd=406.9ms ipdv=455.7ms
seq=70 rtt=680.1ms rd=76.09ms sd=604ms ipdv=174.3ms
seq=71 rtt=863.8ms rd=77.7ms sd=786.1ms ipdv=183.7ms
seq=72 rtt=403.5ms rd=109.1ms sd=294.4ms ipdv=460.3ms
seq=73 rtt=572ms rd=107.1ms sd=464.9ms ipdv=168.5ms
seq=74 rtt=735.8ms rd=67.7ms sd=668.1ms ipdv=163.9ms
seq=75 rtt=932.7ms rd=90.02ms sd=842.7ms ipdv=196.9ms
seq=76 rtt=478ms rd=70.95ms sd=407ms ipdv=454.7ms
seq=77 rtt=626.8ms rd=84.73ms sd=542ms ipdv=148.8ms
seq=78 rtt=835.9ms rd=94.76ms sd=741.1ms ipdv=209.1ms
seq=79 rtt=361ms rd=72.39ms sd=288.6ms ipdv=474.9ms
seq=80 rtt=505ms rd=86.26ms sd=418.8ms ipdv=144.1ms
seq=81 rtt=721.2ms rd=88.64ms sd=632.5ms ipdv=216.2ms
seq=82 rtt=929ms rd=102.7ms sd=826.4ms ipdv=207.9ms
seq=83 rtt=473.1ms rd=106.6ms sd=366.5ms ipdv=456ms
seq=84 rtt=637.2ms rd=88.41ms sd=548.8ms ipdv=164.1ms
seq=85 rtt=799.9ms rd=57.5ms sd=742.4ms ipdv=162.8ms
seq=86 rtt=338ms rd=64.01ms sd=273.9ms ipdv=462ms
seq=87 rtt=533.2ms rd=88.74ms sd=444.4ms ipdv=195.2ms
seq=88 rtt=663.4ms rd=63.55ms sd=599.9ms ipdv=130.3ms
seq=89 rtt=900.2ms rd=94.05ms sd=806.2ms ipdv=236.8ms
seq=90 rtt=442.5ms rd=84.32ms sd=358.1ms ipdv=457.8ms
seq=91 rtt=617.7ms rd=91.76ms sd=526ms ipdv=175.3ms
seq=92 rtt=825.9ms rd=93.01ms sd=732.9ms ipdv=208.2ms
seq=93 rtt=993.7ms rd=54.58ms sd=939.2ms ipdv=167.9ms
seq=94 rtt=519.8ms rd=77.29ms sd=442.5ms ipdv=474ms
seq=95 rtt=693.6ms rd=91.57ms sd=602ms ipdv=173.8ms
seq=96 rtt=853.5ms rd=83.35ms sd=770.2ms ipdv=160ms
seq=97 rtt=393.5ms rd=86.38ms sd=307.1ms ipdv=460.1ms
seq=98 rtt=573.4ms rd=95.07ms sd=478.3ms ipdv=180ms
seq=99 rtt=713.7ms rd=66.52ms sd=647.2ms ipdv=140.3ms
seq=100 rtt=932.1ms rd=76.01ms sd=856.1ms ipdv=218.4ms
seq=101 rtt=476.1ms rd=97.87ms sd=378.2ms ipdv=456ms
seq=102 rtt=621.3ms rd=71.9ms sd=549.4ms ipdv=145.2ms
seq=103 rtt=886.7ms rd=89.35ms sd=797.4ms ipdv=265.5ms
seq=104 rtt=413ms rd=105.8ms sd=307.2ms ipdv=473.7ms
