Data plane is up
Running irtt
UE IP is 10.45.0.2
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=428ms rd=19.63ms sd=408.3ms ipdv=n/a
seq=1 rtt=452.9ms rd=42.39ms sd=410.5ms ipdv=24.95ms
seq=2 rtt=447.4ms rd=50.83ms sd=396.6ms ipdv=5.5ms
seq=3 rtt=486.5ms rd=69.61ms sd=416.9ms ipdv=39.05ms
seq=4 rtt=461.6ms rd=49.79ms sd=411.8ms ipdv=24.85ms
seq=5 rtt=535.8ms rd=62.33ms sd=473.5ms ipdv=74.2ms
seq=6 rtt=533.5ms rd=46.99ms sd=486.5ms ipdv=2.3ms
seq=7 rtt=615.1ms rd=37.96ms sd=577.1ms ipdv=81.55ms
seq=8 rtt=602.4ms rd=56.72ms sd=545.7ms ipdv=12.65ms
seq=9 rtt=642ms rd=44.37ms sd=597.6ms ipdv=39.55ms
seq=10 rtt=685.6ms rd=69.08ms sd=616.5ms ipdv=43.65ms
seq=11 rtt=792.5ms rd=136ms sd=656.5ms ipdv=106.9ms
seq=12 rtt=723.3ms rd=45.03ms sd=678.2ms ipdv=69.2ms
seq=13 rtt=247.5ms rd=43.24ms sd=204.3ms ipdv=475.7ms
seq=14 rtt=314.9ms rd=49.87ms sd=265ms ipdv=67.3ms
seq=15 rtt=304ms rd=37.85ms sd=266.2ms ipdv=10.85ms
seq=16 rtt=357.6ms rd=79.32ms sd=278.3ms ipdv=53.6ms
seq=17 rtt=370.5ms rd=49.01ms sd=321.5ms ipdv=12.9ms
seq=18 rtt=455.7ms rd=51.59ms sd=404.1ms ipdv=85.15ms
seq=19 rtt=487.8ms rd=64.63ms sd=423.2ms ipdv=32.16ms
seq=20 rtt=586.7ms rd=87.43ms sd=499.2ms ipdv=98.85ms
seq=21 rtt=645.1ms rd=71.65ms sd=573.5ms ipdv=58.45ms
seq=22 rtt=805.6ms rd=112ms sd=693.6ms ipdv=160.5ms
seq=23 rtt=860ms rd=54.93ms sd=805ms ipdv=54.35ms
seq=24 rtt=391.5ms rd=57.62ms sd=333.9ms ipdv=468.5ms
seq=25 rtt=526ms rd=104.5ms sd=421.5ms ipdv=134.5ms
seq=26 rtt=535.5ms rd=57.79ms sd=477.7ms ipdv=9.46ms
seq=27 rtt=678.4ms rd=70.68ms sd=607.7ms ipdv=142.9ms
seq=28 rtt=740.3ms rd=48.21ms sd=692.1ms ipdv=61.96ms
seq=29 rtt=313ms rd=69.67ms sd=243.3ms ipdv=427.3ms
seq=30 rtt=393.3ms rd=107.9ms sd=285.4ms ipdv=80.25ms
seq=31 rtt=432.6ms rd=54.89ms sd=377.7ms ipdv=39.3ms
seq=32 rtt=549.2ms rd=77.27ms sd=471.9ms ipdv=116.7ms
seq=33 rtt=678ms rd=106.8ms sd=571.2ms ipdv=128.8ms
seq=34 rtt=741.3ms rd=58.2ms sd=683.1ms ipdv=63.25ms
seq=35 rtt=851.7ms rd=71.07ms sd=780.6ms ipdv=110.4ms
seq=36 rtt=382.2ms rd=41.08ms sd=341.1ms ipdv=469.5ms
seq=37 rtt=474.3ms rd=74.58ms sd=399.7ms ipdv=92.05ms
seq=38 rtt=585.4ms rd=58.63ms sd=526.7ms ipdv=111.1ms
seq=39 rtt=3.35s rd=84.67ms sd=3.26s ipdv=2.76s
seq=40 rtt=2.85s rd=84.67ms sd=2.76s ipdv=500.2ms
seq=41 rtt=2.35s rd=84.66ms sd=2.26s ipdv=499.6ms
seq=42 rtt=1.85s rd=84.64ms sd=1.76s ipdv=499.6ms
seq=43 rtt=1.35s rd=84.62ms sd=1.26s ipdv=500.7ms
seq=44 rtt=880.5ms rd=71.09ms sd=809.4ms ipdv=467.4ms
seq=45 rtt=941.2ms rd=70.03ms sd=871.2ms ipdv=60.75ms
seq=46 rtt=489ms rd=83.45ms sd=405.6ms ipdv=452.2ms
seq=47 rtt=626.2ms rd=89.78ms sd=536.4ms ipdv=137.2ms
seq=48 rtt=732.5ms rd=83.59ms sd=648.9ms ipdv=106.3ms
seq=49 rtt=909.3ms rd=72.36ms sd=837ms ipdv=176.8ms
seq=50 rtt=437.5ms rd=63.88ms sd=373.6ms ipdv=471.8ms
seq=51 rtt=524.8ms rd=80.15ms sd=444.7ms ipdv=87.31ms
seq=52 rtt=721.8ms rd=61.48ms sd=660.4ms ipdv=197ms
seq=53 rtt=815.9ms rd=71.11ms sd=744.8ms ipdv=94.1ms
seq=54 rtt=356.6ms rd=76.12ms sd=280.5ms ipdv=459.3ms
seq=55 rtt=496.5ms rd=76.29ms sd=420.2ms ipdv=139.9ms
seq=56 rtt=604.9ms rd=70.78ms sd=534.2ms ipdv=108.4ms
seq=57 rtt=767.3ms rd=89.15ms sd=678.1ms ipdv=162.4ms
seq=58 rtt=899.5ms rd=70.46ms sd=829.1ms ipdv=132.3ms
seq=59 rtt=430.4ms rd=54.9ms sd=375.5ms ipdv=469.2ms
seq=60 rtt=607.9ms rd=92.14ms sd=515.8ms ipdv=177.6ms
seq=61 rtt=760.1ms rd=44.9ms sd=715.2ms ipdv=152.2ms
seq=62 rtt=969.9ms rd=87.68ms sd=882.2ms ipdv=209.8ms
seq=63 rtt=505.4ms rd=79.47ms sd=425.9ms ipdv=464.5ms
seq=64 rtt=659.4ms rd=81.03ms sd=578.4ms ipdv=154.1ms
seq=65 rtt=875.4ms rd=126.2ms sd=749.2ms ipdv=216ms
seq=66 rtt=406.3ms rd=128.1ms sd=278.2ms ipdv=469.2ms
seq=67 rtt=496.7ms rd=76.54ms sd=420.1ms ipdv=90.4ms
seq=68 rtt=710ms rd=86.22ms sd=623.8ms ipdv=213.4ms
seq=69 rtt=873.5ms rd=82.52ms sd=791ms ipdv=163.5ms
seq=70 rtt=409.4ms rd=73.13ms sd=336.3ms ipdv=464.1ms
seq=71 rtt=595.6ms rd=85.69ms sd=509.9ms ipdv=186.2ms
seq=72 rtt=752.6ms rd=73.62ms sd=679ms ipdv=157ms
seq=73 rtt=974.2ms rd=93.15ms sd=881.1ms ipdv=221.7ms
seq=74 rtt=508.6ms rd=86.24ms sd=422.3ms ipdv=465.7ms
seq=75 rtt=641.7ms rd=84.6ms sd=557.1ms ipdv=133.1ms
seq=76 rtt=852.4ms rd=106.8ms sd=745.6ms ipdv=210.8ms
seq=77 rtt=378.6ms rd=89.32ms sd=289.3ms ipdv=473.8ms
seq=78 rtt=580.9ms rd=153.1ms sd=427.8ms ipdv=202.3ms
seq=79 rtt=765.6ms rd=122.5ms sd=643.1ms ipdv=184.7ms
