Data plane is up
Running irtt
UE IP is 10.45.0.13
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=3.07s rd=50.52ms sd=3.02s ipdv=n/a
seq=1 rtt=2.57s rd=50.62ms sd=2.51s ipdv=500.7ms
seq=2 rtt=2.07s rd=50.61ms sd=2.02s ipdv=499.7ms
seq=3 rtt=1.57s rd=50.6ms sd=1.52s ipdv=499.5ms
seq=4 rtt=1.07s rd=50.58ms sd=1.01s ipdv=500.7ms
seq=5 rtt=1.17s rd=70.66ms sd=1.1s ipdv=104.1ms
seq=6 rtt=712.7ms rd=75.97ms sd=636.8ms ipdv=457ms
seq=7 rtt=872.5ms rd=73.84ms sd=798.6ms ipdv=159.8ms
seq=8 rtt=417.6ms rd=83.81ms sd=333.7ms ipdv=454.9ms
seq=9 rtt=510.1ms rd=77.59ms sd=432.5ms ipdv=92.5ms
seq=10 rtt=692.1ms rd=83.88ms sd=608.2ms ipdv=182ms
seq=11 rtt=805.5ms rd=77.92ms sd=727.6ms ipdv=113.5ms
seq=12 rtt=335.8ms rd=46.8ms sd=289ms ipdv=469.7ms
seq=13 rtt=2.63s rd=52.74ms sd=2.58s ipdv=2.3s
seq=14 rtt=2.13s rd=52.74ms sd=2.08s ipdv=500.6ms
seq=15 rtt=1.63s rd=52.73ms sd=1.58s ipdv=499.6ms
seq=16 rtt=1.13s rd=52.72ms sd=1.08s ipdv=499.5ms
seq=17 rtt=1.04s rd=78.68ms sd=959.8ms ipdv=94.9ms
seq=18 rtt=537.8ms rd=78.66ms sd=459.1ms ipdv=500.7ms
seq=19 rtt=658.8ms rd=73.06ms sd=585.7ms ipdv=121ms
seq=20 rtt=838.6ms rd=94.35ms sd=744.3ms ipdv=179.9ms
seq=21 rtt=368ms rd=73.97ms sd=294ms ipdv=470.7ms
seq=22 rtt=471ms rd=94.55ms sd=376.5ms ipdv=103.1ms
seq=23 rtt=609.3ms rd=66.33ms sd=542.9ms ipdv=138.3ms
seq=24 rtt=741.5ms rd=69.55ms sd=672ms ipdv=132.3ms
seq=25 rtt=928.5ms rd=70.48ms sd=858ms ipdv=187ms
seq=26 rtt=472.9ms rd=77.48ms sd=395.4ms ipdv=455.6ms
seq=27 rtt=601.6ms rd=79.1ms sd=522.5ms ipdv=128.7ms
seq=28 rtt=811.7ms rd=88.73ms sd=723ms ipdv=210.1ms
seq=29 rtt=944.2ms rd=66.78ms sd=877.5ms ipdv=132.5ms
seq=30 rtt=491.3ms rd=87.85ms sd=403.5ms ipdv=452.9ms
seq=31 rtt=689.1ms rd=123.7ms sd=565.4ms ipdv=197.8ms
seq=32 rtt=837.8ms rd=76.47ms sd=761.4ms ipdv=148.8ms
seq=33 rtt=371.7ms rd=71ms sd=300.7ms ipdv=466.2ms
seq=34 rtt=564.6ms rd=99.69ms sd=464.9ms ipdv=193ms
seq=35 rtt=717ms rd=81.51ms sd=635.5ms ipdv=152.4ms
seq=36 rtt=946.3ms rd=105.3ms sd=841ms ipdv=229.3ms
seq=37 rtt=472.9ms rd=87.86ms sd=385.1ms ipdv=473.4ms
seq=38 rtt=593.3ms rd=69.61ms sd=523.7ms ipdv=120.4ms
seq=39 rtt=817.9ms rd=95.05ms sd=722.9ms ipdv=224.6ms
seq=40 rtt=934ms rd=70.86ms sd=863.2ms ipdv=116.1ms
seq=41 rtt=490.7ms rd=89.47ms sd=401.2ms ipdv=443.4ms
seq=42 rtt=683.5ms rd=75.59ms sd=607.9ms ipdv=192.8ms
seq=43 rtt=849.2ms rd=80.31ms sd=768.9ms ipdv=165.8ms
seq=44 rtt=386.8ms rd=76.45ms sd=310.4ms ipdv=462.5ms
seq=45 rtt=571.8ms rd=85.05ms sd=486.7ms ipdv=185ms
seq=46 rtt=762.8ms rd=85.33ms sd=677.5ms ipdv=191.1ms
seq=47 rtt=1s rd=94.43ms sd=906.8ms ipdv=238.4ms
seq=48 rtt=533ms rd=83.09ms sd=449.9ms ipdv=468.3ms
seq=49 rtt=662.9ms rd=78.41ms sd=584.5ms ipdv=129.9ms
seq=50 rtt=911ms rd=119.6ms sd=791.4ms ipdv=248.1ms
seq=51 rtt=438.1ms rd=58.32ms sd=379.8ms ipdv=472.9ms
seq=52 rtt=550.7ms rd=82.44ms sd=468.2ms ipdv=112.6ms
seq=53 rtt=752.2ms rd=106.8ms sd=645.4ms ipdv=201.5ms
seq=54 rtt=972.6ms rd=137.3ms sd=835.3ms ipdv=220.4ms
seq=55 rtt=486.9ms rd=58.48ms sd=428.5ms ipdv=485.7ms
seq=56 rtt=724.1ms rd=149ms sd=575.1ms ipdv=237.2ms
seq=57 rtt=825.4ms rd=75.59ms sd=749.8ms ipdv=101.4ms
seq=58 rtt=392ms rd=108.3ms sd=283.8ms ipdv=433.4ms
seq=59 rtt=580.1ms rd=94.15ms sd=485.9ms ipdv=188.1ms
seq=60 rtt=744.6ms rd=75.8ms sd=668.8ms ipdv=164.5ms
seq=61 rtt=964.1ms rd=106.1ms sd=858ms ipdv=219.6ms
seq=62 rtt=524.5ms rd=107.8ms sd=416.7ms ipdv=439.7ms
seq=63 rtt=629.7ms rd=86.52ms sd=543.2ms ipdv=105.2ms
seq=64 rtt=823.2ms rd=83.59ms sd=739.6ms ipdv=193.6ms
seq=65 rtt=366.8ms rd=74.63ms sd=292.1ms ipdv=456.5ms
seq=66 rtt=529.8ms rd=106.8ms sd=423ms ipdv=163.1ms
seq=67 rtt=714.9ms rd=74.83ms sd=640.1ms ipdv=185.1ms
seq=68 rtt=976.7ms rd=110.5ms sd=866.2ms ipdv=261.8ms
seq=69 rtt=504.5ms rd=115.2ms sd=389.3ms ipdv=472.2ms
seq=70 rtt=658.3ms rd=80.29ms sd=578ms ipdv=153.8ms
seq=71 rtt=830.2ms rd=90.96ms sd=739.2ms ipdv=171.9ms
seq=72 rtt=369.2ms rd=96.32ms sd=272.8ms ipdv=461ms
seq=73 rtt=550.1ms rd=108.1ms sd=442ms ipdv=180.9ms
seq=74 rtt=713.1ms rd=56ms sd=657.1ms ipdv=163.1ms
seq=75 rtt=2.98s rd=86.1ms sd=2.9s ipdv=2.27s
seq=76 rtt=2.48s rd=86.13ms sd=2.4s ipdv=500.5ms
seq=77 rtt=1.98s rd=86.11ms sd=1.9s ipdv=499.8ms
seq=78 rtt=1.48s rd=86.1ms sd=1.4s ipdv=499.7ms
seq=79 rtt=1.03s rd=75.44ms sd=952.8ms ipdv=453.9ms
seq=80 rtt=1.2s rd=88.85ms sd=1.11s ipdv=170.6ms
seq=81 rtt=774.4ms rd=66.54ms sd=707.9ms ipdv=424.3ms
seq=82 rtt=925.5ms rd=110ms sd=815.5ms ipdv=151.1ms
seq=83 rtt=482.7ms rd=47.7ms sd=435ms ipdv=442.9ms
seq=84 rtt=645.8ms rd=119.5ms sd=526.3ms ipdv=163.2ms
seq=85 rtt=815.7ms rd=74.52ms sd=741.2ms ipdv=169.9ms
