Data plane is up
Running irtt
UE IP is 10.45.0.24
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=673.4ms rd=102.5ms sd=570.9ms ipdv=n/a
seq=1 rtt=855.6ms rd=103.3ms sd=752.3ms ipdv=182.2ms
seq=2 rtt=387.5ms rd=95.46ms sd=292ms ipdv=468.1ms
seq=3 rtt=575.4ms rd=83.48ms sd=491.9ms ipdv=187.9ms
seq=4 rtt=771.5ms rd=111.8ms sd=659.7ms ipdv=196.1ms
seq=5 rtt=983.8ms rd=93.66ms sd=890.2ms ipdv=212.4ms
seq=6 rtt=515.3ms rd=81.04ms sd=434.3ms ipdv=468.5ms
seq=7 rtt=647.7ms rd=80ms sd=567.7ms ipdv=132.4ms
seq=8 rtt=880.7ms rd=108.5ms sd=772.2ms ipdv=233ms
seq=9 rtt=444.3ms rd=124.3ms sd=320ms ipdv=436.5ms
seq=10 rtt=534.8ms rd=82.69ms sd=452.1ms ipdv=90.51ms
seq=11 rtt=733ms rd=103.7ms sd=629.3ms ipdv=198.2ms
seq=12 rtt=902.4ms rd=82.34ms sd=820ms ipdv=169.4ms
seq=13 rtt=444.1ms rd=80.05ms sd=364.1ms ipdv=458.3ms
seq=14 rtt=621.4ms rd=87.26ms sd=534.2ms ipdv=177.3ms
seq=15 rtt=858.4ms rd=127.6ms sd=730.8ms ipdv=237ms
seq=16 rtt=384.6ms rd=112.4ms sd=272.2ms ipdv=473.8ms
seq=17 rtt=600.3ms rd=100.1ms sd=500.2ms ipdv=215.7ms
seq=18 rtt=754ms rd=102.4ms sd=651.6ms ipdv=153.7ms
seq=19 rtt=946.5ms rd=107.2ms sd=839.3ms ipdv=192.5ms
seq=20 rtt=754.1ms rd=48.18ms sd=705.9ms ipdv=192.4ms
seq=21 rtt=616.4ms rd=83.63ms sd=532.8ms ipdv=137.7ms
seq=22 rtt=808.8ms rd=84.27ms sd=724.6ms ipdv=192.4ms
seq=23 rtt=943.8ms rd=58.78ms sd=885.1ms ipdv=135ms
seq=24 rtt=490.1ms rd=52.36ms sd=437.7ms ipdv=453.8ms
seq=25 rtt=712.7ms rd=60.59ms sd=652.1ms ipdv=222.6ms
seq=26 rtt=907.4ms rd=85.41ms sd=822ms ipdv=194.7ms
seq=27 rtt=447.9ms rd=57.09ms sd=390.8ms ipdv=459.5ms
seq=28 rtt=3.36s rd=103.7ms sd=3.25s ipdv=2.91s
seq=29 rtt=2.86s rd=103.7ms sd=2.75s ipdv=499.6ms
seq=30 rtt=2.36s rd=103.7ms sd=2.25s ipdv=500.5ms
seq=31 rtt=1.86s rd=103.7ms sd=1.75s ipdv=499.7ms
seq=32 rtt=1.36s rd=103.7ms sd=1.25s ipdv=499.7ms
seq=33 rtt=896.1ms rd=85.06ms sd=811.1ms ipdv=461.2ms
seq=34 rtt=1.04s rd=66.23ms sd=972.9ms ipdv=143.1ms
seq=35 rtt=586.1ms rd=81.1ms sd=505ms ipdv=453.1ms
seq=36 rtt=796.3ms rd=96.01ms sd=700.3ms ipdv=210.2ms
seq=37 rtt=964.6ms rd=87.06ms sd=877.5ms ipdv=168.3ms
seq=38 rtt=497.9ms rd=79.35ms sd=418.6ms ipdv=466.7ms
seq=39 rtt=682.3ms rd=71.06ms sd=611.2ms ipdv=184.4ms
seq=40 rtt=892.7ms rd=110.3ms sd=782.5ms ipdv=210.5ms
seq=41 rtt=416ms rd=38.53ms sd=377.5ms ipdv=476.7ms
seq=42 rtt=630.1ms rd=78.78ms sd=551.3ms ipdv=214.1ms
seq=43 rtt=760.7ms rd=53.4ms sd=707.3ms ipdv=130.6ms
seq=44 rtt=969.6ms rd=138ms sd=831.7ms ipdv=209ms
seq=45 rtt=487.7ms rd=97.04ms sd=390.7ms ipdv=481.9ms
seq=46 rtt=669.9ms rd=111.2ms sd=558.6ms ipdv=182.2ms
seq=47 rtt=856.7ms rd=90.85ms sd=765.8ms ipdv=186.8ms
seq=48 rtt=403.3ms rd=84.62ms sd=318.6ms ipdv=453.4ms
seq=49 rtt=559ms rd=68.48ms sd=490.5ms ipdv=155.8ms
seq=50 rtt=785.5ms rd=92.1ms sd=693.4ms ipdv=226.5ms
seq=51 rtt=946.6ms rd=84.13ms sd=862.5ms ipdv=161.1ms
seq=52 rtt=481.3ms rd=37.06ms sd=444.2ms ipdv=465.3ms
seq=53 rtt=649.9ms rd=92.8ms sd=557.1ms ipdv=168.6ms
seq=54 rtt=809.1ms rd=81ms sd=728.1ms ipdv=159.3ms
seq=55 rtt=353.3ms rd=88.41ms sd=264.8ms ipdv=455.9ms
seq=56 rtt=540.2ms rd=72.33ms sd=467.9ms ipdv=187ms
seq=57 rtt=676.3ms rd=85.75ms sd=590.5ms ipdv=136.1ms
seq=58 rtt=888.3ms rd=92.61ms sd=795.7ms ipdv=212ms
seq=59 rtt=425.7ms rd=92.1ms sd=333.6ms ipdv=462.6ms
seq=60 rtt=596.2ms rd=77.69ms sd=518.5ms ipdv=170.5ms
seq=61 rtt=799ms rd=90.38ms sd=708.6ms ipdv=202.8ms
seq=62 rtt=991.5ms rd=117.1ms sd=874.4ms ipdv=192.6ms
seq=63 rtt=517.7ms rd=87.74ms sd=429.6ms ipdv=473.9ms
seq=64 rtt=683.2ms rd=92.15ms sd=591ms ipdv=165.5ms
seq=65 rtt=862.3ms rd=96.43ms sd=765.9ms ipdv=179.1ms
seq=66 rtt=412.7ms rd=65.8ms sd=346.9ms ipdv=449.6ms
seq=67 rtt=560.5ms rd=48.96ms sd=511.6ms ipdv=147.8ms
seq=68 rtt=699.4ms rd=66.96ms sd=632.5ms ipdv=138.9ms
seq=69 rtt=901.7ms rd=86.58ms sd=815.2ms ipdv=202.3ms
seq=70 rtt=435.3ms rd=70.22ms sd=365.1ms ipdv=466.5ms
seq=71 rtt=610.9ms rd=100.5ms sd=510.4ms ipdv=175.7ms
seq=72 rtt=817.4ms rd=80.89ms sd=736.5ms ipdv=206.5ms
seq=73 rtt=978.5ms rd=83.72ms sd=894.8ms ipdv=161.2ms
seq=74 rtt=499.3ms rd=76.55ms sd=422.8ms ipdv=479.2ms
seq=75 rtt=666.8ms rd=91.47ms sd=575.3ms ipdv=167.5ms
seq=76 rtt=845.3ms rd=96.86ms sd=748.5ms ipdv=178.6ms
seq=77 rtt=379.8ms rd=53.04ms sd=326.8ms ipdv=465.5ms
seq=78 rtt=542.4ms rd=84.6ms sd=457.8ms ipdv=162.6ms
seq=79 rtt=3.44s rd=60.28ms sd=3.38s ipdv=2.9s
seq=80 rtt=2.94s rd=60.23ms sd=2.88s ipdv=500.4ms
seq=81 rtt=2.44s rd=60.22ms sd=2.38s ipdv=499.6ms
seq=82 rtt=1.94s rd=60.21ms sd=1.88s ipdv=500.6ms
seq=83 rtt=1.44s rd=60.2ms sd=1.38s ipdv=499.8ms
seq=84 rtt=1.01s rd=103.5ms sd=902.8ms ipdv=432.1ms
seq=85 rtt=1.16s rd=106.2ms sd=1.05s ipdv=152.7ms
seq=86 rtt=697.5ms rd=77.55ms sd=619.9ms ipdv=461.6ms
seq=87 rtt=898.4ms rd=107.6ms sd=790.7ms ipdv=200.9ms
seq=88 rtt=465ms rd=130.8ms sd=334.1ms ipdv=433.4ms
seq=89 rtt=635.6ms rd=89.3ms sd=546.3ms ipdv=170.7ms
seq=90 rtt=761.6ms rd=89.03ms sd=672.5ms ipdv=126ms
seq=91 rtt=953.9ms rd=79.06ms sd=874.9ms ipdv=192.4ms
seq=92 rtt=496.1ms rd=78.16ms sd=418ms ipdv=457.8ms
seq=93 rtt=642ms rd=81.03ms sd=561ms ipdv=145.9ms
seq=94 rtt=860.4ms rd=91.17ms sd=769.3ms ipdv=218.4ms
seq=95 rtt=398.8ms rd=82.46ms sd=316.3ms ipdv=461.7ms
seq=96 rtt=561.4ms rd=95.96ms sd=465.5ms ipdv=162.7ms
seq=97 rtt=754ms rd=108.3ms sd=645.7ms ipdv=192.6ms
seq=98 rtt=930.6ms rd=91.32ms sd=839.3ms ipdv=176.6ms
seq=99 rtt=461.6ms rd=81.9ms sd=379.7ms ipdv=469ms
seq=100 rtt=637.5ms rd=68.93ms sd=568.6ms ipdv=176ms
seq=101 rtt=819.5ms rd=73.43ms sd=746ms ipdv=182ms
seq=102 rtt=368.3ms rd=84.51ms sd=283.7ms ipdv=451.2ms
seq=103 rtt=553.1ms rd=85.44ms sd=467.7ms ipdv=184.8ms
seq=104 rtt=731.9ms rd=76.33ms sd=655.6ms ipdv=178.8ms
