minute,x2ap,s1ap,rrc
0,6,4,14
1,15,10,35
2,6,4,14
3,0,0,0
4,9,6,21
5,6,4,14
6,0,0,0
7,6,4,14
8,6,4,14
9,6,4,14
10,6,4,14
11,3,2,7
12,3,2,7
13,3,2,7
14,9,6,21
