NAME     READY   STATUS    RESTARTS   AGE     IP                NODE      NOMINATED NODE   READINESS GATES
core-0   2/2     Running   0          2m47s   128.110.219.125   proxy-0   <none>           <none>
gnb-0    1/1     Running   0          2m35s   10.2.2.2          ins1vm    <none>           <none>
gnb-1    1/1     Running   0          2m35s   10.2.3.2          ins2vm    <none>           <none>
gnb-2    1/1     Running   0          2m35s   10.2.4.2          ins3vm    <none>           <none>
gnb-3    1/1     Running   0          2m35s   10.2.5.2          ins4vm    <none>           <none>
gnb-4    1/1     Running   0          2m35s   10.2.6.2          ins5vm    <none>           <none>
gnb-5    1/1     Running   0          2m35s   10.2.7.2          ins6vm    <none>           <none>
gnb-6    1/1     Running   0          2m35s   10.2.8.2          ins7vm    <none>           <none>
gnb-7    1/1     Running   0          2m35s   10.2.9.2          ins8vm    <none>           <none>
gnb-8    1/1     Running   0          2m35s   10.2.10.2         ins9vm    <none>           <none>
gnb-9    1/1     Running   0          2m35s   10.2.11.2         ins10vm   <none>           <none>
ue-0     2/2     Running   0          2m46s   10.244.7.6        ins52vm   <none>           <none>
ue-1     2/2     Running   0          2m46s   10.244.113.5      ins8vm    <none>           <none>
ue-2     2/2     Running   0          2m46s   10.244.74.6       ins54vm   <none>           <none>
ue-3     2/2     Running   0          2m46s   10.244.65.5       ins29vm   <none>           <none>
ue-4     2/2     Running   0          2m46s   10.244.21.6       ins46vm   <none>           <none>
ue-5     2/2     Running   0          2m46s   10.244.76.6       ins50vm   <none>           <none>
ue-6     2/2     Running   0          2m46s   10.244.4.6        ins34vm   <none>           <none>
ue-7     2/2     Running   0          2m46s   10.244.61.5       ins20vm   <none>           <none>
ue-8     2/2     Running   0          2m46s   10.244.68.6       ins25vm   <none>           <none>
ue-9     2/2     Running   0          2m46s   10.244.72.5       ins19vm   <none>           <none>
