22, 0
979, 6
311, 62
609, 100
888, 124
983, 138
888, 150
537, 173
121, 196
537, 216
888, 232
182, 243
983, 260
400, 302
85, 351
414, 368
136, 380
703, 410
334, 432
703, 527
136, 557
414, 580
206, 597
488, 686
206, 696
488, 711
85, 717
488, 734
85, 749
400, 755
983, 774
182, 796
616, 839
182, 882
983, 898
983, 10000
