minute,x2ap,s1ap,rrc
0,3,2,7
1,9,6,21
2,0,0,0
3,3,2,7
4,3,2,7
5,6,4,14
6,3,2,7
7,6,4,14
8,6,4,14
9,3,2,7
10,9,6,21
11,0,0,0
12,3,2,7
13,6,4,14
14,3,2,7
