Data plane is up
Running irtt
UE IP is 10.45.0.10
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=542.1ms rd=120.2ms sd=421.9ms ipdv=n/a
seq=1 rtt=366.5ms rd=126ms sd=240.4ms ipdv=175.7ms
seq=2 rtt=636.7ms rd=93.02ms sd=543.6ms ipdv=270.2ms
seq=3 rtt=479.1ms rd=105.2ms sd=373.9ms ipdv=157.6ms
seq=4 rtt=811.1ms rd=82.81ms sd=728.3ms ipdv=332ms
seq=5 rtt=669.1ms rd=105.4ms sd=563.6ms ipdv=142.1ms
seq=6 rtt=978.3ms rd=100ms sd=878.3ms ipdv=309.3ms
seq=7 rtt=808.5ms rd=103.8ms sd=704.7ms ipdv=169.8ms
seq=8 rtt=1.1s rd=82.9ms sd=1.02s ipdv=291ms
seq=9 rtt=986.2ms rd=117.4ms sd=868.8ms ipdv=113.3ms
seq=10 rtt=1.27s rd=62.75ms sd=1.2s ipdv=278.9ms
seq=11 rtt=1.13s rd=93.39ms sd=1.04s ipdv=133.4ms
seq=12 rtt=1.16s rd=85.07ms sd=1.08s ipdv=31.45ms
seq=13 rtt=1.27s rd=101.6ms sd=1.17s ipdv=104.6ms
seq=14 rtt=1.13s rd=133.3ms sd=1s ipdv=133.8ms
seq=15 rtt=2.63s rd=129ms sd=2.5s ipdv=1.5s
seq=16 rtt=2.43s rd=129.1ms sd=2.3s ipdv=200.3ms
seq=17 rtt=2.23s rd=129.1ms sd=2.1s ipdv=199.8ms
seq=18 rtt=2.03s rd=129ms sd=1.9s ipdv=200ms
seq=19 rtt=1.85s rd=120.8ms sd=1.73s ipdv=180.4ms
seq=20 rtt=1.65s rd=120.8ms sd=1.53s ipdv=200.5ms
seq=21 rtt=1.65s rd=63.83ms sd=1.58s ipdv=3.35ms
seq=22 rtt=1.45s rd=63.81ms sd=1.39s ipdv=199.3ms
seq=23 rtt=1.25s rd=63.79ms sd=1.18s ipdv=200.4ms
seq=24 rtt=1.38s rd=81.61ms sd=1.29s ipdv=126.8ms
seq=25 rtt=1.22s rd=94.33ms sd=1.13s ipdv=154.5ms
seq=26 rtt=1.5s rd=66.54ms sd=1.43s ipdv=280.5ms
seq=27 rtt=1.34s rd=76.54ms sd=1.27s ipdv=158.1ms
seq=28 rtt=1.71s rd=91.46ms sd=1.62s ipdv=364.7ms
seq=29 rtt=1.51s rd=91.42ms sd=1.42s ipdv=199.2ms
seq=30 rtt=1.36s rd=127.5ms sd=1.24s ipdv=144.9ms
seq=31 rtt=1.68s rd=121.5ms sd=1.56s ipdv=319.4ms
seq=32 rtt=1.54s rd=135.6ms sd=1.41s ipdv=142.5ms
seq=33 rtt=1.88s rd=150.6ms sd=1.73s ipdv=343.7ms
seq=34 rtt=1.7s rd=148ms sd=1.55s ipdv=181.6ms
seq=35 rtt=1.5s rd=148ms sd=1.35s ipdv=200.3ms
seq=36 rtt=1.48s rd=44.12ms sd=1.44s ipdv=20.85ms
seq=37 rtt=1.76s rd=226.4ms sd=1.54s ipdv=281.1ms
seq=38 rtt=1.56s rd=196.5ms sd=1.37s ipdv=200.2ms
seq=39 rtt=1.59s rd=114.3ms sd=1.48s ipdv=29.75ms
seq=40 rtt=1.69s rd=114.4ms sd=1.57s ipdv=95.75ms
seq=41 rtt=1.55s rd=144ms sd=1.41s ipdv=133.3ms
seq=42 rtt=1.61s rd=81.18ms sd=1.53s ipdv=51.9ms
seq=43 rtt=1.65s rd=97.23ms sd=1.55s ipdv=43.15ms
seq=44 rtt=1.48s rd=82.15ms sd=1.39s ipdv=173ms
seq=45 rtt=1.86s rd=110.8ms sd=1.75s ipdv=385.1ms
seq=46 rtt=1.69s rd=86.88ms sd=1.6s ipdv=171.2ms
seq=47 rtt=1.7s rd=76.9ms sd=1.63s ipdv=13.75ms
seq=48 rtt=1.78s rd=63.81ms sd=1.72s ipdv=79.2ms
seq=49 rtt=1.64s rd=87.82ms sd=1.55s ipdv=141.9ms
seq=50 rtt=1.44s rd=87.8ms sd=1.35s ipdv=200.4ms
seq=51 rtt=1.8s rd=120.7ms sd=1.68s ipdv=354.3ms
seq=52 rtt=1.63s rd=118.4ms sd=1.51s ipdv=166.8ms
seq=53 rtt=1.43s rd=118.5ms sd=1.31s ipdv=199.4ms
seq=54 rtt=1.41s rd=31.9ms sd=1.38s ipdv=19.95ms
seq=55 rtt=1.61s rd=85.96ms sd=1.52s ipdv=199.4ms
seq=56 rtt=1.46s rd=91.97ms sd=1.37s ipdv=149.3ms
seq=57 rtt=2.53s rd=60.62ms sd=2.47s ipdv=1.07s
seq=58 rtt=2.33s rd=60.6ms sd=2.27s ipdv=199.9ms
seq=59 rtt=2.13s rd=60.59ms sd=2.07s ipdv=200.4ms
seq=60 rtt=1.93s rd=60.58ms sd=1.87s ipdv=199.8ms
seq=61 rtt=1.73s rd=60.57ms sd=1.67s ipdv=199.6ms
seq=63 rtt=1.65s rd=105.2ms sd=1.55s ipdv=n/a
seq=64 rtt=1.51s rd=123.7ms sd=1.39s ipdv=144.9ms
seq=65 rtt=1.85s rd=94.77ms sd=1.75s ipdv=336.4ms
seq=66 rtt=1.69s rd=108.4ms sd=1.58s ipdv=156.6ms
seq=67 rtt=2.03s rd=69.94ms sd=1.96s ipdv=342.9ms
seq=68 rtt=1.88s rd=83.7ms sd=1.79s ipdv=156.5ms
seq=69 rtt=2.2s rd=59.07ms sd=2.15s ipdv=329.8ms
seq=70 rtt=2.04s rd=75.35ms sd=1.96s ipdv=165.3ms
seq=71 rtt=2.05s rd=39.94ms sd=2.01s ipdv=12.1ms
seq=72 rtt=2.23s rd=124.2ms sd=2.1s ipdv=175.7ms
seq=73 rtt=2.07s rd=117.3ms sd=1.96s ipdv=153.6ms
seq=74 rtt=2.38s rd=86.14ms sd=2.29s ipdv=301.8ms
seq=75 rtt=2.2s rd=88.23ms sd=2.12s ipdv=170.7ms
seq=76 rtt=2.55s rd=112.6ms sd=2.44s ipdv=345.3ms
seq=77 rtt=2.38s rd=94.01ms sd=2.29s ipdv=169ms
seq=78 rtt=2.73s rd=90.52ms sd=2.64s ipdv=344.5ms
seq=79 rtt=2.61s rd=143.4ms sd=2.46s ipdv=118.8ms
seq=80 rtt=2.41s rd=143.4ms sd=2.26s ipdv=200.4ms
seq=81 rtt=2.37s rd=40.61ms sd=2.32s ipdv=41.2ms
seq=82 rtt=2.16s rd=40.63ms sd=2.12s ipdv=200.5ms
seq=83 rtt=2.35s rd=109.8ms sd=2.24s ipdv=182.3ms
seq=84 rtt=2.23s rd=175.6ms sd=2.06s ipdv=113.7ms
seq=85 rtt=2.52s rd=105.7ms sd=2.41s ipdv=282.1ms
seq=86 rtt=2.34s rd=107ms sd=2.24s ipdv=171.5ms
seq=87 rtt=2.7s rd=90.66ms sd=2.61s ipdv=360.2ms
seq=88 rtt=2.55s rd=121.4ms sd=2.43s ipdv=149.9ms
seq=89 rtt=2.93s rd=134.8ms sd=2.79s ipdv=373.7ms
seq=90 rtt=2.76s rd=133ms sd=2.62s ipdv=172ms
seq=91 rtt=2.87s rd=94.95ms sd=2.77s ipdv=110.2ms
seq=92 rtt=2.94s rd=96.45ms sd=2.85s ipdv=76.96ms
seq=93 rtt=2.77s rd=92.88ms sd=2.68s ipdv=170.8ms
seq=94 rtt=2.57s rd=92.9ms sd=2.48s ipdv=199.3ms
seq=95 rtt=2.88s rd=90.36ms sd=2.79s ipdv=302.4ms
seq=96 rtt=2.71s rd=91.73ms sd=2.62s ipdv=160.9ms
seq=97 rtt=3.03s rd=74.46ms sd=2.96s ipdv=316.5ms
seq=98 rtt=2.87s rd=72.08ms sd=2.8s ipdv=158.3ms
seq=99 rtt=3.19s rd=62.01ms sd=3.13s ipdv=315.9ms
seq=100 rtt=3.02s rd=72.96ms sd=2.95s ipdv=167.8ms
seq=101 rtt=3.4s rd=103.3ms sd=3.3s ipdv=379.2ms
seq=102 rtt=3.24s rd=102.7ms sd=3.13s ipdv=163.3ms
seq=103 rtt=3.28s rd=84.83ms sd=3.2s ipdv=44.35ms
seq=104 rtt=3.38s rd=68ms sd=3.31s ipdv=94.71ms
seq=105 rtt=3.22s rd=84.72ms sd=3.14s ipdv=152.3ms
seq=106 rtt=3.6s rd=113.1ms sd=3.49s ipdv=380.4ms
seq=107 rtt=3.43s rd=107.8ms sd=3.33s ipdv=170ms
seq=108 rtt=3.45s rd=74.66ms sd=3.38s ipdv=16.3ms
seq=109 rtt=3.25s rd=74.68ms sd=3.18s ipdv=200.4ms
seq=110 rtt=3.33s rd=58.81ms sd=3.27s ipdv=75.9ms
seq=111 rtt=3.2s rd=97.21ms sd=3.1s ipdv=129.4ms
seq=112 rtt=3.19s rd=54.57ms sd=3.13s ipdv=10.6ms
seq=113 rtt=3.35s rd=99.11ms sd=3.25s ipdv=162.1ms
seq=114 rtt=3.18s rd=96.56ms sd=3.09s ipdv=165.7ms
seq=115 rtt=3.51s rd=74.83ms sd=3.44s ipdv=329.4ms
seq=116 rtt=3.36s rd=87.45ms sd=3.27s ipdv=156.6ms
seq=117 rtt=3.37s rd=47.92ms sd=3.32s ipdv=13ms
seq=118 rtt=3.17s rd=47.89ms sd=3.12s ipdv=200.3ms
seq=119 rtt=3.35s rd=87.63ms sd=3.26s ipdv=183.8ms
