Data plane is up
Running irtt
UE IP is 10.45.0.2
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=462.8ms rd=34.43ms sd=428.4ms ipdv=n/a
seq=1 rtt=319.1ms rd=71.1ms sd=247.9ms ipdv=143.8ms
seq=2 rtt=588.9ms rd=38.49ms sd=550.4ms ipdv=269.8ms
seq=3 rtt=433.2ms rd=54.21ms sd=379ms ipdv=155.7ms
seq=4 rtt=1.36s rd=50.14ms sd=1.31s ipdv=927.7ms
seq=5 rtt=1.65s rd=53.42ms sd=1.6s ipdv=292.7ms
seq=6 rtt=1.45s rd=53.39ms sd=1.4s ipdv=199.3ms
seq=7 rtt=1.29s rd=63.21ms sd=1.22s ipdv=166.9ms
seq=8 rtt=1.09s rd=63.18ms sd=1.02s ipdv=200.3ms
seq=9 rtt=946.1ms rd=69.4ms sd=876.7ms ipdv=141ms
seq=10 rtt=1.25s rd=43.56ms sd=1.21s ipdv=306.4ms
seq=11 rtt=1.08s rd=39.08ms sd=1.05s ipdv=167.8ms
seq=12 rtt=1.11s rd=19.87ms sd=1.09s ipdv=21.85ms
seq=13 rtt=906.2ms rd=19.86ms sd=886.4ms ipdv=200.4ms
seq=14 rtt=737.3ms rd=24.4ms sd=712.9ms ipdv=168.9ms
seq=15 rtt=767ms rd=30.38ms sd=736.6ms ipdv=29.65ms
seq=16 rtt=636.1ms rd=63.51ms sd=572.6ms ipdv=130.8ms
seq=17 rtt=485.5ms rd=62.01ms sd=423.5ms ipdv=150.6ms
seq=18 rtt=772.1ms rd=13.19ms sd=758.9ms ipdv=286.6ms
seq=19 rtt=843.2ms rd=12.18ms sd=831ms ipdv=71.15ms
seq=20 rtt=991.4ms rd=54.96ms sd=936.5ms ipdv=148.2ms
seq=21 rtt=820.1ms rd=47.91ms sd=772.2ms ipdv=171.3ms
seq=22 rtt=844ms rd=36.32ms sd=807.6ms ipdv=23.85ms
seq=23 rtt=943.2ms rd=32.88ms sd=910.3ms ipdv=99.25ms
seq=24 rtt=774.1ms rd=36.55ms sd=737.6ms ipdv=169.1ms
seq=25 rtt=759.6ms rd=-14.19ms sd=773.7ms ipdv=14.55ms
seq=26 rtt=945.5ms rd=82.11ms sd=863.4ms ipdv=186ms
seq=27 rtt=777.1ms rd=76.54ms sd=700.6ms ipdv=168.4ms
seq=28 rtt=2.24s rd=69.01ms sd=2.17s ipdv=1.46s
seq=29 rtt=2.04s rd=69ms sd=1.97s ipdv=199.5ms
seq=30 rtt=1.84s rd=68.98ms sd=1.77s ipdv=200.4ms
seq=31 rtt=1.64s rd=68.94ms sd=1.57s ipdv=200.2ms
seq=32 rtt=1.44s rd=68.97ms sd=1.37s ipdv=200.3ms
seq=34 rtt=1.07s rd=70.61ms sd=996.6ms ipdv=n/a
seq=35 rtt=1.1s rd=31.04ms sd=1.07s ipdv=33.25ms
seq=36 rtt=1.29s rd=182.2ms sd=1.1s ipdv=186.4ms
seq=37 rtt=1.09s rd=182.2ms sd=904.2ms ipdv=200.3ms
seq=38 rtt=886.1ms rd=145.5ms sd=740.6ms ipdv=200.4ms
seq=39 rtt=686.9ms rd=126.2ms sd=560.6ms ipdv=199.3ms
seq=40 rtt=635.2ms rd=-9.43ms sd=644.6ms ipdv=51.65ms
seq=41 rtt=834.6ms rd=93.74ms sd=740.8ms ipdv=199.4ms
seq=42 rtt=662.9ms rd=91.12ms sd=571.8ms ipdv=171.7ms
seq=43 rtt=1.01s rd=49.86ms sd=961.2ms ipdv=348.2ms
seq=44 rtt=870.7ms rd=90.19ms sd=780.5ms ipdv=140.4ms
seq=45 rtt=907.4ms rd=35.61ms sd=871.7ms ipdv=36.65ms
seq=46 rtt=708.3ms rd=35.6ms sd=672.7ms ipdv=199.1ms
seq=47 rtt=940.7ms rd=183.5ms sd=757.2ms ipdv=232.5ms
