Data plane is up
Running irtt
UE IP is 10.45.0.16
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=495.4ms rd=108.4ms sd=387ms ipdv=n/a
seq=1 rtt=319.7ms rd=113ms sd=206.7ms ipdv=175.7ms
seq=2 rtt=590ms rd=82.28ms sd=507.7ms ipdv=270.3ms
seq=3 rtt=435.2ms rd=95.38ms sd=339.8ms ipdv=154.8ms
seq=4 rtt=782.6ms rd=88.86ms sd=693.7ms ipdv=347.4ms
seq=5 rtt=639.1ms rd=111.8ms sd=527.3ms ipdv=143.5ms
seq=6 rtt=932.1ms rd=87.22ms sd=844.8ms ipdv=293ms
seq=7 rtt=763.5ms rd=93.18ms sd=670.3ms ipdv=168.6ms
seq=8 rtt=1.09s rd=104.9ms sd=983.6ms ipdv=325ms
seq=9 rtt=939.8ms rd=103.9ms sd=835.9ms ipdv=148.8ms
seq=10 rtt=1.25s rd=84.95ms sd=1.17s ipdv=313.2ms
seq=11 rtt=1.09s rd=70.75ms sd=1.02s ipdv=165.7ms
seq=12 rtt=1.42s rd=91.82ms sd=1.33s ipdv=335.6ms
seq=13 rtt=1.22s rd=91.86ms sd=1.13s ipdv=200.4ms
seq=14 rtt=1.06s rd=90.36ms sd=966.4ms ipdv=165.6ms
seq=15 rtt=1.4s rd=86.68ms sd=1.32s ipdv=348ms
seq=16 rtt=1.24s rd=74.68ms sd=1.16s ipdv=168.6ms
seq=17 rtt=1.29s rd=74.26ms sd=1.22s ipdv=53.95ms
seq=18 rtt=1.39s rd=133.1ms sd=1.26s ipdv=102.2ms
seq=19 rtt=1.19s rd=133.1ms sd=1.06s ipdv=199.4ms
seq=20 rtt=1.02s rd=88.48ms sd=932.5ms ipdv=172ms
seq=21 rtt=820.6ms rd=88.47ms sd=732.1ms ipdv=200.5ms
seq=22 rtt=1.11s rd=45.54ms sd=1.07s ipdv=293.4ms
seq=23 rtt=985ms rd=86.87ms sd=898.1ms ipdv=128.9ms
seq=24 rtt=1.31s rd=93.09ms sd=1.22s ipdv=329.8ms
seq=25 rtt=1.18s rd=117.9ms sd=1.06s ipdv=137.5ms
seq=26 rtt=2.59s rd=62.22ms sd=2.53s ipdv=1.41s
seq=27 rtt=2.39s rd=62.18ms sd=2.33s ipdv=199.5ms
seq=28 rtt=2.19s rd=62.21ms sd=2.13s ipdv=199.5ms
seq=29 rtt=1.99s rd=62.2ms sd=1.93s ipdv=200.4ms
seq=30 rtt=1.79s rd=62.18ms sd=1.73s ipdv=200.4ms
seq=31 rtt=1.64s rd=84.61ms sd=1.55s ipdv=149.4ms
seq=32 rtt=1.44s rd=84.58ms sd=1.35s ipdv=199.4ms
seq=33 rtt=1.92s rd=215.3ms sd=1.7s ipdv=476.7ms
seq=34 rtt=1.73s rd=207.7ms sd=1.52s ipdv=188.8ms
seq=35 rtt=2.07s rd=133ms sd=1.93s ipdv=339ms
seq=36 rtt=1.9s rd=138.3ms sd=1.76s ipdv=165.9ms
seq=37 rtt=3.39s rd=69.27ms sd=3.32s ipdv=1.49s
seq=38 rtt=3.24s rd=91.26ms sd=3.15s ipdv=141.7ms
seq=39 rtt=3.04s rd=91.24ms sd=2.95s ipdv=200.3ms
seq=40 rtt=3.37s rd=48.9ms sd=3.32s ipdv=323.1ms
seq=41 rtt=3.17s rd=48.89ms sd=3.12s ipdv=200.4ms
seq=42 rtt=2.97s rd=48.86ms sd=2.92s ipdv=200.4ms
seq=43 rtt=2.77s rd=48.84ms sd=2.72s ipdv=199.9ms
seq=44 rtt=3.18s rd=142.4ms sd=3.04s ipdv=417.6ms
seq=45 rtt=3.02s rd=139.4ms sd=2.88s ipdv=167.9ms
seq=46 rtt=2.82s rd=139.4ms sd=2.68s ipdv=200.1ms
seq=47 rtt=3.07s rd=50.02ms sd=3.02s ipdv=258.1ms
seq=48 rtt=2.91s rd=46.59ms sd=2.86s ipdv=167.4ms
seq=49 rtt=4.46s rd=148.2ms sd=4.31s ipdv=1.56s
seq=50 rtt=4.26s rd=148.2ms sd=4.11s ipdv=199.5ms
seq=51 rtt=4.06s rd=148.2ms sd=3.91s ipdv=200.4ms
seq=52 rtt=3.86s rd=148.2ms sd=3.71s ipdv=199.5ms
seq=53 rtt=3.66s rd=148.2ms sd=3.51s ipdv=200.5ms
seq=54 rtt=3.49s rd=137.6ms sd=3.35s ipdv=174.3ms
seq=55 rtt=3.52s rd=83.58ms sd=3.44s ipdv=31.25ms
seq=56 rtt=3.32s rd=83.59ms sd=3.24s ipdv=199.4ms
seq=57 rtt=3.4s rd=116.6ms sd=3.28s ipdv=78.8ms
seq=58 rtt=3.2s rd=116.6ms sd=3.08s ipdv=199.3ms
seq=59 rtt=3s rd=82.43ms sd=2.92s ipdv=200.4ms
seq=60 rtt=2.8s rd=82.41ms sd=2.72s ipdv=200ms
seq=61 rtt=2.6s rd=82.39ms sd=2.52s ipdv=199.8ms
seq=62 rtt=2.4s rd=82.38ms sd=2.32s ipdv=200.5ms
seq=63 rtt=2.24s rd=97.4ms sd=2.15s ipdv=154.7ms
seq=64 rtt=2.63s rd=74.21ms sd=2.55s ipdv=384.7ms
seq=65 rtt=2.96s rd=59.73ms sd=2.9s ipdv=331.5ms
seq=66 rtt=2.82s rd=90.01ms sd=2.73s ipdv=139.5ms
seq=67 rtt=2.62s rd=90ms sd=2.53s ipdv=199.5ms
seq=68 rtt=2.97s rd=100.6ms sd=2.87s ipdv=347.2ms
seq=69 rtt=2.83s rd=106.3ms sd=2.72s ipdv=141.2ms
seq=70 rtt=2.84s rd=56.14ms sd=2.78s ipdv=10.5ms
seq=71 rtt=2.92s rd=60.1ms sd=2.86s ipdv=77.4ms
seq=72 rtt=2.76s rd=76.59ms sd=2.68s ipdv=157ms
seq=73 rtt=2.74s rd=27.02ms sd=2.72s ipdv=15.75ms
seq=74 rtt=2.57s rd=43.1ms sd=2.53s ipdv=169.6ms
seq=75 rtt=2.7s rd=100.8ms sd=2.6s ipdv=130.9ms
seq=76 rtt=2.57s rd=115.8ms sd=2.46s ipdv=132.8ms
seq=77 rtt=2.88s rd=78.34ms sd=2.8s ipdv=308.6ms
seq=78 rtt=2.74s rd=117.3ms sd=2.63s ipdv=135.2ms
seq=79 rtt=2.81s rd=106.1ms sd=2.71s ipdv=67.35ms
seq=80 rtt=2.9s rd=95.7ms sd=2.81s ipdv=88.9ms
seq=81 rtt=4.45s rd=93.03ms sd=4.36s ipdv=1.55s
seq=82 rtt=4.25s rd=93.06ms sd=4.16s ipdv=200.3ms
seq=83 rtt=4.05s rd=93.05ms sd=3.96s ipdv=200.2ms
seq=84 rtt=3.85s rd=93.02ms sd=3.76s ipdv=200.2ms
seq=85 rtt=3.65s rd=93ms sd=3.56s ipdv=199.9ms
seq=86 rtt=3.5s rd=108.2ms sd=3.39s ipdv=156.1ms
seq=87 rtt=3.87s rd=90.1ms sd=3.78s ipdv=371.3ms
seq=88 rtt=3.7s rd=85.03ms sd=3.61s ipdv=168.4ms
seq=89 rtt=3.7s rd=48.68ms sd=3.65s ipdv=2ms
seq=90 rtt=3.5s rd=48.71ms sd=3.45s ipdv=199.2ms
seq=91 rtt=3.3s rd=48.7ms sd=3.25s ipdv=200.4ms
seq=92 rtt=3.43s rd=78.48ms sd=3.35s ipdv=130.4ms
seq=93 rtt=3.27s rd=78.33ms sd=3.19s ipdv=162ms
seq=94 rtt=3.3s rd=71.27ms sd=3.23s ipdv=35.4ms
seq=95 rtt=3.39s rd=108.1ms sd=3.28s ipdv=82.2ms
seq=96 rtt=3.23s rd=103.3ms sd=3.12s ipdv=160.2ms
seq=97 rtt=3.06s rd=89.3ms sd=2.97s ipdv=169.8ms
seq=98 rtt=3.1s rd=72.97ms sd=3.03s ipdv=47.4ms
seq=99 rtt=3.17s rd=85.47ms sd=3.09s ipdv=69.9ms
seq=100 rtt=3.06s rd=98.57ms sd=2.96s ipdv=118.2ms
seq=101 rtt=3.36s rd=91.87ms sd=3.26s ipdv=300.4ms
seq=102 rtt=3.19s rd=93.03ms sd=3.1s ipdv=164.3ms
seq=103 rtt=2.99s rd=93.06ms sd=2.9s ipdv=199.3ms
seq=104 rtt=4.48s rd=46.38ms sd=4.43s ipdv=1.49s
seq=105 rtt=4.28s rd=46.35ms sd=4.23s ipdv=199.3ms
seq=106 rtt=4.08s rd=46.34ms sd=4.03s ipdv=200.4ms
seq=107 rtt=3.88s rd=46.33ms sd=3.83s ipdv=200.3ms
seq=108 rtt=3.68s rd=46.31ms sd=3.63s ipdv=199.5ms
seq=109 rtt=3.55s rd=87.5ms sd=3.47s ipdv=126.7ms
seq=110 rtt=3.55s rd=57.45ms sd=3.5s ipdv=1.65ms
seq=111 rtt=3.35s rd=57.44ms sd=3.3s ipdv=199.9ms
seq=112 rtt=3.2s rd=80.3ms sd=3.12s ipdv=150.5ms
seq=113 rtt=3s rd=80.33ms sd=2.92s ipdv=199.7ms
seq=114 rtt=2.8s rd=80.32ms sd=2.72s ipdv=199.6ms
seq=115 rtt=2.6s rd=80.31ms sd=2.52s ipdv=200.3ms
seq=116 rtt=2.7s rd=88.84ms sd=2.61s ipdv=98.15ms
seq=117 rtt=2.54s rd=85.29ms sd=2.45s ipdv=165.7ms
seq=118 rtt=2.91s rd=109.3ms sd=2.8s ipdv=373ms
seq=119 rtt=2.74s rd=107ms sd=2.63s ipdv=169.7ms
seq=120 rtt=2.72s rd=38.38ms sd=2.68s ipdv=17.8ms
seq=121 rtt=2.91s rd=78.57ms sd=2.83s ipdv=183.7ms
seq=122 rtt=2.77s rd=107.4ms sd=2.66s ipdv=140.5ms
seq=123 rtt=2.8s rd=73.42ms sd=2.73s ipdv=34.05ms
seq=124 rtt=2.9s rd=103.4ms sd=2.8s ipdv=101.1ms
seq=125 rtt=2.74s rd=88.09ms sd=2.65s ipdv=158ms
seq=126 rtt=2.78s rd=70.2ms sd=2.71s ipdv=34.85ms
seq=127 rtt=2.89s rd=104.5ms sd=2.79s ipdv=113ms
seq=128 rtt=2.69s rd=104.4ms sd=2.59s ipdv=199.7ms
seq=129 rtt=2.52s rd=101ms sd=2.42s ipdv=168.2ms
seq=130 rtt=2.87s rd=71.84ms sd=2.8s ipdv=350.4ms
seq=131 rtt=2.72s rd=89.66ms sd=2.63s ipdv=157.9ms
seq=132 rtt=2.77s rd=90.92ms sd=2.68s ipdv=59.45ms
seq=133 rtt=2.84s rd=53ms sd=2.78s ipdv=62.1ms
seq=134 rtt=2.7s rd=78.82ms sd=2.62s ipdv=141ms
seq=135 rtt=2.5s rd=78.8ms sd=2.42s ipdv=200.4ms
seq=136 rtt=2.81s rd=72.54ms sd=2.74s ipdv=319ms
seq=137 rtt=2.65s rd=81.67ms sd=2.56s ipdv=168.3ms
seq=138 rtt=3.03s rd=139.7ms sd=2.89s ipdv=385.3ms
seq=139 rtt=2.88s rd=149.4ms sd=2.73s ipdv=154.3ms
seq=140 rtt=2.9s rd=73.23ms sd=2.83s ipdv=21.1ms
seq=141 rtt=2.97s rd=113ms sd=2.86s ipdv=75.45ms
seq=142 rtt=2.77s rd=91.11ms sd=2.68s ipdv=200.6ms
seq=143 rtt=2.61s rd=88.14ms sd=2.52s ipdv=167.7ms
seq=144 rtt=2.66s rd=73.57ms sd=2.59s ipdv=54.2ms
seq=145 rtt=2.78s rd=106.2ms sd=2.67s ipdv=116.5ms
seq=146 rtt=2.65s rd=156.8ms sd=2.49s ipdv=130.8ms
seq=147 rtt=2.92s rd=73.87ms sd=2.85s ipdv=275ms
seq=148 rtt=2.78s rd=112.9ms sd=2.67s ipdv=137.8ms
seq=149 rtt=2.58s rd=112.9ms sd=2.47s ipdv=200.5ms
seq=150 rtt=4.08s rd=73.41ms sd=4.01s ipdv=1.5s
seq=151 rtt=3.88s rd=73.4ms sd=3.81s ipdv=200.8ms
seq=152 rtt=3.68s rd=73.39ms sd=3.61s ipdv=199.4ms
seq=153 rtt=3.48s rd=73.29ms sd=3.41s ipdv=200.4ms
seq=154 rtt=3.32s rd=81.4ms sd=3.24s ipdv=157.9ms
seq=155 rtt=3.12s rd=81.44ms sd=3.04s ipdv=199.3ms
seq=156 rtt=3.41s rd=53.14ms sd=3.36s ipdv=288.2ms
seq=157 rtt=3.25s rd=51.72ms sd=3.2s ipdv=163.9ms
seq=158 rtt=3.29s rd=69.77ms sd=3.22s ipdv=40.2ms
seq=159 rtt=3.42s rd=117.1ms sd=3.3s ipdv=132.2ms
seq=160 rtt=3.25s rd=107.1ms sd=3.14s ipdv=174ms
seq=161 rtt=4.66s rd=43.74ms sd=4.62s ipdv=1.42s
seq=162 rtt=4.46s rd=43.73ms sd=4.42s ipdv=200ms
seq=163 rtt=4.26s rd=43.72ms sd=4.22s ipdv=200.5ms
seq=164 rtt=4.06s rd=43.71ms sd=4.02s ipdv=200.4ms
seq=165 rtt=3.86s rd=43.7ms sd=3.82s ipdv=199.3ms
seq=168 rtt=3.29s rd=51.9ms sd=3.24s ipdv=n/a
seq=169 rtt=3.31s rd=37.82ms sd=3.27s ipdv=13.75ms
seq=170 rtt=3.47s rd=84.76ms sd=3.38s ipdv=160.6ms
seq=171 rtt=3.3s rd=83.31ms sd=3.21s ipdv=167.6ms
seq=172 rtt=3.67s rd=92.68ms sd=3.57s ipdv=367.1ms
seq=173 rtt=3.5s rd=79.84ms sd=3.42s ipdv=168.8ms
seq=174 rtt=3.87s rd=90.91ms sd=3.78s ipdv=374.7ms
seq=175 rtt=3.67s rd=90.89ms sd=3.58s ipdv=199.7ms
seq=176 rtt=3.51s rd=76.74ms sd=3.43s ipdv=163.6ms
