Data plane is up
Running irtt
UE IP is 10.45.0.21
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=549.2ms rd=85.02ms sd=464.1ms ipdv=n/a
seq=1 rtt=379.6ms rd=87.95ms sd=291.6ms ipdv=169.6ms
seq=2 rtt=669.1ms rd=67.42ms sd=601.6ms ipdv=289.5ms
seq=3 rtt=567.5ms rd=113ms sd=454.4ms ipdv=101.6ms
seq=4 rtt=867.9ms rd=80.31ms sd=787.6ms ipdv=300.5ms
seq=5 rtt=700.4ms rd=76.56ms sd=623.8ms ipdv=167.5ms
seq=6 rtt=1s rd=50.26ms sd=950.5ms ipdv=300.4ms
seq=7 rtt=835.2ms rd=49.78ms sd=785.4ms ipdv=165.6ms
seq=8 rtt=1.22s rd=81.06ms sd=1.14s ipdv=384.2ms
seq=9 rtt=1.05s rd=69.45ms sd=980.8ms ipdv=169.1ms
seq=10 rtt=1.04s rd=31.6ms sd=1.01s ipdv=7.2ms
seq=11 rtt=1.21s rd=91.92ms sd=1.11s ipdv=163.8ms
seq=12 rtt=1.04s rd=67.87ms sd=967.8ms ipdv=171.2ms
seq=13 rtt=1.34s rd=54.6ms sd=1.29s ipdv=306.1ms
seq=14 rtt=1.2s rd=70.12ms sd=1.13s ipdv=142.7ms
seq=15 rtt=1.53s rd=87.32ms sd=1.44s ipdv=329.3ms
seq=16 rtt=1.36s rd=65.79ms sd=1.29s ipdv=167.7ms
seq=17 rtt=1.37s rd=38.19ms sd=1.33s ipdv=8.15ms
seq=18 rtt=1.47s rd=45.37ms sd=1.43s ipdv=102.2ms
seq=19 rtt=1.31s rd=63.93ms sd=1.25s ipdv=158.4ms
seq=20 rtt=1.33s rd=60.98ms sd=1.27s ipdv=20.2ms
seq=21 rtt=1.19s rd=89.27ms sd=1.1s ipdv=140.6ms
seq=22 rtt=1.28s rd=92.22ms sd=1.18s ipdv=84.5ms
seq=23 rtt=1.62s rd=74.24ms sd=1.55s ipdv=343.6ms
seq=24 rtt=1.45s rd=64.84ms sd=1.39s ipdv=168.2ms
seq=25 rtt=1.84s rd=117.6ms sd=1.72s ipdv=384ms
seq=26 rtt=1.67s rd=132.2ms sd=1.54s ipdv=164.8ms
seq=27 rtt=1.47s rd=132.2ms sd=1.34s ipdv=199.6ms
seq=28 rtt=1.52s rd=71.99ms sd=1.45s ipdv=48.6ms
seq=29 rtt=1.65s rd=158.8ms sd=1.49s ipdv=127.7ms
seq=30 rtt=1.45s rd=158.8ms sd=1.29s ipdv=199.3ms
seq=31 rtt=1.25s rd=129.6ms sd=1.12s ipdv=200.3ms
seq=32 rtt=1.08s rd=129.9ms sd=950.4ms ipdv=168.2ms
seq=33 rtt=1.43s rd=88.22ms sd=1.34s ipdv=347ms
seq=34 rtt=1.26s rd=99.11ms sd=1.16s ipdv=169.6ms
seq=35 rtt=1.44s rd=201.4ms sd=1.23s ipdv=178ms
seq=36 rtt=1.54s rd=135.4ms sd=1.41s ipdv=107.8ms
seq=37 rtt=3.52s rd=74.7ms sd=3.45s ipdv=1.98s
seq=38 rtt=3.35s rd=68.95ms sd=3.28s ipdv=170.7ms
seq=39 rtt=4.22s rd=56.8ms sd=4.16s ipdv=870.8ms
seq=40 rtt=4.02s rd=56.84ms sd=3.97s ipdv=199.2ms
seq=41 rtt=3.82s rd=56.82ms sd=3.76s ipdv=200.6ms
seq=42 rtt=3.62s rd=56.81ms sd=3.56s ipdv=200.4ms
seq=43 rtt=3.42s rd=56.73ms sd=3.36s ipdv=200.1ms
seq=48 rtt=2.44s rd=42.85ms sd=2.4s ipdv=n/a
seq=49 rtt=3.41s rd=62.69ms sd=3.35s ipdv=971.7ms
seq=50 rtt=3.26s rd=80.6ms sd=3.18s ipdv=154.7ms
seq=51 rtt=3.24s rd=22.75ms sd=3.22s ipdv=15.55ms
seq=52 rtt=3.04s rd=22.77ms sd=3.02s ipdv=199.2ms
seq=53 rtt=2.9s rd=65.05ms sd=2.84s ipdv=143.1ms
seq=54 rtt=2.7s rd=65.03ms sd=2.64s ipdv=200.4ms
seq=55 rtt=2.5s rd=65.02ms sd=2.44s ipdv=200ms
seq=56 rtt=2.6s rd=102.4ms sd=2.5s ipdv=100.3ms
seq=57 rtt=2.4s rd=102.3ms sd=2.3s ipdv=200.4ms
seq=58 rtt=2.26s rd=114.6ms sd=2.14s ipdv=141.1ms
seq=59 rtt=2.07s rd=95.54ms sd=1.98s ipdv=188.5ms
seq=60 rtt=2.05s rd=36.52ms sd=2.01s ipdv=23.5ms
seq=61 rtt=2.17s rd=52.62ms sd=2.12s ipdv=125.7ms
seq=62 rtt=2.04s rd=87.22ms sd=1.95s ipdv=134.3ms
seq=63 rtt=2.06s rd=64.54ms sd=2s ipdv=22.6ms
seq=64 rtt=2.15s rd=44.09ms sd=2.11s ipdv=89.1ms
seq=65 rtt=2.04s rd=86.55ms sd=1.95s ipdv=109ms
seq=66 rtt=2.01s rd=30.52ms sd=1.98s ipdv=35.65ms
seq=67 rtt=2.15s rd=69.94ms sd=2.08s ipdv=139.5ms
seq=68 rtt=2s rd=98.83ms sd=1.9s ipdv=144.7ms
seq=69 rtt=2.35s rd=130.1ms sd=2.22s ipdv=350.9ms
seq=70 rtt=2.19s rd=112.8ms sd=2.07s ipdv=165.5ms
seq=71 rtt=2.15s rd=34.36ms sd=2.11s ipdv=40.25ms
seq=72 rtt=1.99s rd=49.4ms sd=1.94s ipdv=159.9ms
seq=73 rtt=2.13s rd=109.8ms sd=2.02s ipdv=143.2ms
seq=74 rtt=1.96s rd=112.7ms sd=1.85s ipdv=168.9ms
