minute,x2ap,s1ap,rrc
1,6,4,14
2,0,0,0
3,6,4,14
4,0,0,0
5,0,0,0
6,9,6,21
7,18,12,42
8,3,2,7
9,6,4,14
10,6,4,14
11,3,2,7
12,3,2,7
13,5,4,13
