minute,x2ap,s1ap,rrc
0,3,2,7
1,0,0,0
2,3,2,7
3,3,2,7
4,3,2,7
5,9,6,21
6,6,4,14
7,0,0,0
8,0,0,0
9,9,6,21
10,3,2,7
11,9,6,21
12,6,4,14
13,3,2,7
