[ec2-user@ip-172-31-40-4 ~]$ cat m7i-flex.2xlarge.log
# RTLA osnoise histogram
# Time unit is microseconds (us)
# Duration:   0 01:00:00
Index   CPU-001   CPU-002   CPU-003   CPU-004   CPU-005   CPU-006   CPU-007
9000          0         0         0         1         0         0         0
9050          0         0         0         1         0         0         0
9070          0         0         0         1         0         0         0
9110          0         0         0         1         0         0         0
9190          0         0         0         1         0         0         0
9200          0         0         0         1         0         0         0
9210          0         0         0         1         0         0         0
9350          0         0         0         1         0         0         0
9410          0         0         0         1         0         0         0
9420          0         0         0         1         0         0         0
9450          0         0         0         2         0         0         0
9470          0         0         0         1         0         0         0
9480          0         0         0         1         0         0         0
9510          0         0         0         2         0         0         0
9520          0         0         0         1         0         0         0
9590          0         0         0         1         0         0         0
9600          0         0         0         1         0         0         0
9630          0         0         0         1         0         0         0
9670          0         0         0         2         0         0         0
9720          0         0         0         1         0         0         0
9900          0         0         0         1         0         0         0
9980          0         0         0         1         0         0         0
over:         0         1         1        62         0         1         1
count:  4193732   4113391   4104447   5712267   4106105   4100959   4066310
min:          0         0         0         0         0         0         0
avg:       0.21      0.21      0.20     20.98      0.22      0.21      0.22
max:       8030     11590     12050     21130      8030     11600     12050
