minute,x2ap,s1ap,rrc
0,3,2,7
1,3,2,7
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,6,4,14
7,0,0,0
8,0,0,0
9,0,0,0
10,3,2,7
11,0,0,0
12,0,0,0
13,0,0,0
14,3,2,7
