Data plane is up
Running irtt
UE IP is 10.45.0.21
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.1s rd=110ms sd=991.9ms ipdv=n/a
seq=1 rtt=712.9ms rd=153.7ms sd=559.2ms ipdv=389ms
seq=2 rtt=1.14s rd=99.73ms sd=1.04s ipdv=427.3ms
seq=3 rtt=709.5ms rd=109.9ms sd=599.6ms ipdv=430.7ms
seq=4 rtt=1.35s rd=127.1ms sd=1.22s ipdv=636.7ms
seq=5 rtt=1.3s rd=51.79ms sd=1.25s ipdv=43.65ms
seq=6 rtt=1.38s rd=125.2ms sd=1.25s ipdv=75.1ms
seq=7 rtt=878.1ms rd=125.2ms sd=752.8ms ipdv=499.6ms
seq=8 rtt=1.54s rd=136.5ms sd=1.4s ipdv=657.6ms
seq=9 rtt=1.07s rd=105ms sd=962.3ms ipdv=468.4ms
seq=10 rtt=1.1s rd=160.3ms sd=944.7ms ipdv=37.65ms
seq=11 rtt=1.15s rd=142.9ms sd=1.01s ipdv=45.65ms
seq=12 rtt=651.2ms rd=142.9ms sd=508.3ms ipdv=499.4ms
seq=13 rtt=1.41s rd=173.6ms sd=1.23s ipdv=755.9ms
seq=14 rtt=982.1ms rd=128.6ms sd=853.6ms ipdv=425ms
seq=15 rtt=1.57s rd=205.7ms sd=1.37s ipdv=591.1ms
seq=16 rtt=1.08s rd=138.6ms sd=941.9ms ipdv=492.7ms
seq=17 rtt=1.07s rd=180.1ms sd=892.6ms ipdv=7.75ms
seq=18 rtt=1.22s rd=156.5ms sd=1.06s ipdv=142.4ms
seq=19 rtt=796.9ms rd=144.7ms sd=652.3ms ipdv=418.2ms
seq=20 rtt=1.28s rd=132.8ms sd=1.15s ipdv=484.2ms
seq=21 rtt=822ms rd=115.2ms sd=706.8ms ipdv=459.1ms
seq=22 rtt=1.48s rd=109.4ms sd=1.37s ipdv=655.6ms
seq=23 rtt=1.03s rd=96.1ms sd=933.9ms ipdv=447.6ms
seq=24 rtt=1.63s rd=137.8ms sd=1.49s ipdv=600.2ms
seq=25 rtt=1.19s rd=115.1ms sd=1.07s ipdv=443.2ms
