Data plane is up
Running irtt
UE IP is 10.45.0.13
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=981.8ms rd=117.5ms sd=864.3ms ipdv=n/a
seq=1 rtt=1.36s rd=131.1ms sd=1.23s ipdv=378.9ms
seq=2 rtt=925.3ms rd=152.2ms sd=773.1ms ipdv=435.3ms
seq=3 rtt=1.39s rd=214.1ms sd=1.18s ipdv=467.7ms
seq=4 rtt=946.2ms rd=84.65ms sd=861.5ms ipdv=446.9ms
seq=5 rtt=1.35s rd=104.5ms sd=1.24s ipdv=401.5ms
seq=6 rtt=899.7ms rd=84.68ms sd=815ms ipdv=448ms
seq=7 rtt=1.38s rd=108.1ms sd=1.27s ipdv=482.8ms
seq=8 rtt=944.7ms rd=97.14ms sd=847.6ms ipdv=437.8ms
seq=9 rtt=1.41s rd=111.1ms sd=1.3s ipdv=462.5ms
seq=10 rtt=967.6ms rd=106.9ms sd=860.6ms ipdv=439.6ms
seq=11 rtt=1.54s rd=143.8ms sd=1.4s ipdv=574.7ms
seq=12 rtt=1.09s rd=106.9ms sd=978.4ms ipdv=456.8ms
seq=13 rtt=1.02s rd=64.3ms sd=952.9ms ipdv=68.15ms
seq=14 rtt=1.05s rd=113.8ms sd=938.9ms ipdv=35.45ms
seq=15 rtt=553.1ms rd=113.7ms sd=439.4ms ipdv=499.6ms
seq=16 rtt=1.18s rd=123.6ms sd=1.05s ipdv=624.6ms
seq=17 rtt=743.8ms rd=121.7ms sd=622.1ms ipdv=433.9ms
seq=18 rtt=1.14s rd=65.19ms sd=1.08s ipdv=397.2ms
seq=19 rtt=1.12s rd=89.94ms sd=1.03s ipdv=24.64ms
seq=20 rtt=1.24s rd=114.1ms sd=1.13s ipdv=127.1ms
seq=21 rtt=744.3ms rd=114.1ms sd=630.2ms ipdv=499.1ms
seq=22 rtt=1.31s rd=149.9ms sd=1.16s ipdv=564.5ms
seq=23 rtt=868.6ms rd=137.6ms sd=731ms ipdv=440.2ms
seq=24 rtt=1.36s rd=130.2ms sd=1.23s ipdv=488.4ms
seq=25 rtt=931.4ms rd=115.3ms sd=816.1ms ipdv=425.7ms
seq=26 rtt=1.32s rd=66.31ms sd=1.26s ipdv=390.6ms
seq=27 rtt=876ms rd=85.75ms sd=790.3ms ipdv=445.9ms
seq=28 rtt=1.43s rd=156.6ms sd=1.28s ipdv=558.4ms
seq=29 rtt=985.9ms rd=135.8ms sd=850.1ms ipdv=448.5ms
seq=30 rtt=1.5s rd=170.2ms sd=1.33s ipdv=512.6ms
seq=31 rtt=1.04s rd=152ms sd=886.6ms ipdv=460ms
seq=32 rtt=1.55s rd=102.8ms sd=1.45s ipdv=512ms
seq=33 rtt=1.05s rd=102.7ms sd=947.2ms ipdv=500.6ms
seq=34 rtt=661.5ms rd=147.4ms sd=514.1ms ipdv=388.4ms
seq=35 rtt=1.1s rd=108.9ms sd=987.2ms ipdv=434.6ms
seq=36 rtt=669.2ms rd=125.6ms sd=543.6ms ipdv=426.8ms
seq=37 rtt=1.23s rd=103.4ms sd=1.13s ipdv=563ms
seq=38 rtt=780ms rd=99ms sd=681.1ms ipdv=452.2ms
seq=39 rtt=1.34s rd=107.6ms sd=1.23s ipdv=559.1ms
seq=40 rtt=898.5ms rd=103.5ms sd=795ms ipdv=440.6ms
seq=41 rtt=4.93s rd=119.7ms sd=4.81s ipdv=4.04s
seq=42 rtt=4.43s rd=119.7ms sd=4.31s ipdv=500.1ms
seq=43 rtt=3.93s rd=119.7ms sd=3.81s ipdv=499.6ms
seq=44 rtt=3.43s rd=119.7ms sd=3.31s ipdv=500.7ms
