Data plane is up
Running irtt
UE IP is 10.45.0.43
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.29s rd=188.9ms sd=1.1s ipdv=n/a
seq=1 rtt=827.2ms rd=114.1ms sd=713.2ms ipdv=462.5ms
seq=2 rtt=1.37s rd=110.9ms sd=1.26s ipdv=546.8ms
seq=3 rtt=943.2ms rd=115.7ms sd=827.6ms ipdv=430.8ms
seq=4 rtt=1.65s rd=141.9ms sd=1.51s ipdv=707.1ms
seq=5 rtt=1.21s rd=125.5ms sd=1.08s ipdv=440.3ms
seq=6 rtt=1.19s rd=74.23ms sd=1.11s ipdv=21.5ms
seq=7 rtt=1.35s rd=168.5ms sd=1.18s ipdv=158.5ms
seq=8 rtt=847.3ms rd=168.5ms sd=678.7ms ipdv=499.8ms
seq=9 rtt=1.54s rd=157.2ms sd=1.38s ipdv=690.7ms
seq=10 rtt=1.1s rd=108.5ms sd=992.4ms ipdv=437.1ms
seq=11 rtt=1.7s rd=137.6ms sd=1.56s ipdv=597.7ms
seq=12 rtt=1.26s rd=62.15ms sd=1.19s ipdv=443.5ms
seq=13 rtt=1.22s rd=87.77ms sd=1.13s ipdv=32.3ms
seq=14 rtt=1.41s rd=147.6ms sd=1.27s ipdv=191.9ms
seq=15 rtt=914.8ms rd=147.6ms sd=767.2ms ipdv=499.8ms
seq=16 rtt=1.66s rd=162.8ms sd=1.49s ipdv=741ms
seq=17 rtt=1.23s rd=146.8ms sd=1.08s ipdv=424.2ms
seq=18 rtt=1.23s rd=168.8ms sd=1.06s ipdv=4.4ms
seq=19 rtt=727.7ms rd=168.8ms sd=558.9ms ipdv=499.6ms
seq=20 rtt=842.4ms rd=141.1ms sd=701.3ms ipdv=114.7ms
seq=21 rtt=1.48s rd=137.9ms sd=1.35s ipdv=641.6ms
seq=22 rtt=1.04s rd=103.4ms sd=937ms ipdv=443.6ms
seq=23 rtt=1.61s rd=174.5ms sd=1.44s ipdv=571ms
seq=24 rtt=1.21s rd=145ms sd=1.06s ipdv=404.9ms
seq=25 rtt=736.9ms rd=103.9ms sd=633ms ipdv=469.6ms
seq=26 rtt=1.34s rd=122.2ms sd=1.22s ipdv=603.5ms
seq=27 rtt=892.9ms rd=125.2ms sd=767.7ms ipdv=447.5ms
seq=28 rtt=1.56s rd=145.1ms sd=1.42s ipdv=671.6ms
seq=29 rtt=1.13s rd=122.5ms sd=1s ipdv=438.6ms
seq=30 rtt=1.73s rd=182.5ms sd=1.54s ipdv=600.8ms
seq=31 rtt=1.3s rd=202ms sd=1.1s ipdv=425.2ms
seq=32 rtt=847.1ms rd=216.8ms sd=630.3ms ipdv=454.3ms
seq=33 rtt=1.47s rd=143.1ms sd=1.33s ipdv=625.7ms
seq=34 rtt=1.09s rd=94.76ms sd=994.2ms ipdv=383.8ms
seq=35 rtt=1.69s rd=112.9ms sd=1.57s ipdv=597.8ms
seq=36 rtt=1.26s rd=127.4ms sd=1.13s ipdv=425.2ms
seq=37 rtt=1.24s rd=100.4ms sd=1.14s ipdv=22.1ms
seq=38 rtt=1.42s rd=147.7ms sd=1.27s ipdv=177.2ms
seq=39 rtt=916.7ms rd=147.7ms sd=769ms ipdv=500ms
seq=40 rtt=1.61s rd=108.3ms sd=1.51s ipdv=697.4ms
seq=41 rtt=1.54s rd=93.08ms sd=1.45s ipdv=72.5ms
seq=42 rtt=1.04s rd=93.08ms sd=947.9ms ipdv=500.6ms
seq=43 rtt=1.33s rd=214.9ms sd=1.12s ipdv=293.2ms
seq=44 rtt=874.1ms rd=103.4ms sd=770.7ms ipdv=460.1ms
seq=45 rtt=1.4s rd=119.7ms sd=1.28s ipdv=527ms
seq=46 rtt=970.1ms rd=110.5ms sd=859.6ms ipdv=430.9ms
seq=47 rtt=1.62s rd=123.6ms sd=1.5s ipdv=652.3ms
seq=48 rtt=1.19s rd=107.1ms sd=1.08s ipdv=436.8ms
seq=49 rtt=5.5s rd=173.3ms sd=5.32s ipdv=4.31s
seq=50 rtt=5s rd=173.3ms sd=4.82s ipdv=499.6ms
seq=51 rtt=4.5s rd=173.3ms sd=4.32s ipdv=500.8ms
seq=52 rtt=4s rd=173.3ms sd=3.82s ipdv=499.6ms
seq=53 rtt=3.5s rd=173.3ms sd=3.32s ipdv=500.7ms
seq=56 rtt=2.06s rd=120.5ms sd=1.94s ipdv=n/a
seq=57 rtt=1.97s rd=39.32ms sd=1.93s ipdv=95.75ms
seq=58 rtt=1.55s rd=112.4ms sd=1.44s ipdv=414ms
seq=59 rtt=1.6s rd=110.9ms sd=1.49s ipdv=49.85ms
seq=60 rtt=1.19s rd=134.6ms sd=1.05s ipdv=418.3ms
seq=61 rtt=766.1ms rd=140.4ms sd=625.7ms ipdv=419ms
seq=62 rtt=1.42s rd=133.7ms sd=1.29s ipdv=653.4ms
seq=63 rtt=1s rd=133.2ms sd=867.4ms ipdv=418.8ms
seq=64 rtt=1.69s rd=183.6ms sd=1.5s ipdv=687ms
seq=65 rtt=1.21s rd=99.54ms sd=1.11s ipdv=474.1ms
seq=66 rtt=1.21s rd=163.2ms sd=1.05s ipdv=5.3ms
seq=67 rtt=1.32s rd=117.2ms sd=1.2s ipdv=108.3ms
seq=68 rtt=816.3ms rd=117.3ms sd=699ms ipdv=500.3ms
seq=69 rtt=1.5s rd=141.7ms sd=1.36s ipdv=687.4ms
seq=70 rtt=1.06s rd=109.8ms sd=951.3ms ipdv=442.7ms
seq=71 rtt=1.64s rd=168.3ms sd=1.48s ipdv=583.3ms
seq=72 rtt=1.22s rd=139.5ms sd=1.08s ipdv=422.4ms
seq=73 rtt=787.8ms rd=120.7ms sd=667.2ms ipdv=434ms
seq=74 rtt=1.43s rd=135.7ms sd=1.29s ipdv=638ms
seq=75 rtt=977.2ms rd=106.6ms sd=870.6ms ipdv=448.6ms
seq=76 rtt=1.65s rd=57.39ms sd=1.59s ipdv=669.7ms
seq=77 rtt=1.23s rd=128.6ms sd=1.1s ipdv=420.9ms
seq=78 rtt=1.2s rd=102.7ms sd=1.1s ipdv=26.75ms
seq=79 rtt=1.33s rd=125.5ms sd=1.2s ipdv=127.9ms
seq=80 rtt=827.1ms rd=125.4ms sd=701.7ms ipdv=500ms
seq=81 rtt=1.57s rd=142.6ms sd=1.43s ipdv=741.2ms
seq=82 rtt=1.12s rd=109.5ms sd=1.01s ipdv=445.3ms
seq=83 rtt=1.65s rd=124ms sd=1.53s ipdv=531.1ms
seq=84 rtt=1.2s rd=105.1ms sd=1.1s ipdv=449.5ms
seq=85 rtt=789.5ms rd=112.9ms sd=676.6ms ipdv=415.1ms
seq=86 rtt=1.43s rd=131.7ms sd=1.3s ipdv=638.2ms
seq=87 rtt=1.02s rd=157.1ms sd=865.1ms ipdv=405.5ms
seq=88 rtt=1.65s rd=197.3ms sd=1.45s ipdv=629.2ms
seq=89 rtt=1.16s rd=119.6ms sd=1.04s ipdv=493.5ms
seq=90 rtt=1.12s rd=99.13ms sd=1.02s ipdv=34.3ms
seq=91 rtt=1.29s rd=114ms sd=1.18s ipdv=170.4ms
seq=92 rtt=793.6ms rd=113.9ms sd=679.7ms ipdv=500.4ms
seq=93 rtt=1.47s rd=94.85ms sd=1.38s ipdv=678.2ms
seq=94 rtt=1.05s rd=97.21ms sd=950.5ms ipdv=424.1ms
seq=95 rtt=1.67s rd=197.4ms sd=1.47s ipdv=619.4ms
seq=96 rtt=1.28s rd=191.5ms sd=1.09s ipdv=390ms
seq=97 rtt=818.9ms rd=127.8ms sd=691.1ms ipdv=458.3ms
seq=98 rtt=1.35s rd=118.7ms sd=1.23s ipdv=533.8ms
seq=99 rtt=963.3ms rd=152.2ms sd=811.1ms ipdv=389.4ms
seq=100 rtt=1.59s rd=135.2ms sd=1.45s ipdv=626.9ms
seq=101 rtt=1.16s rd=117.3ms sd=1.04s ipdv=434ms
seq=102 rtt=1.16s rd=129.5ms sd=1.03s ipdv=194µs
seq=103 rtt=1.24s rd=106.6ms sd=1.13s ipdv=82.35ms
seq=104 rtt=739.4ms rd=106.6ms sd=632.8ms ipdv=499.3ms
