201, 0
211, 64
356, 70
607, 79
356, 135
607, 157
211, 193
536, 217
781, 232
260, 256
781, 280
207, 305
316, 332
207, 340
316, 375
207, 417
316, 425
301, 495
316, 514
301, 552
316, 606
207, 623
316, 656
301, 665
985, 678
182, 686
983, 764
400, 773
983, 815
888, 834
121, 848
537, 872
985, 888
985, 10000
