minute,x2ap,s1ap,rrc
0,3,2,7
1,9,6,21
2,3,2,7
3,3,2,7
4,0,0,0
5,3,2,7
6,0,0,0
7,6,4,14
8,3,2,7
9,6,4,14
10,9,6,21
11,9,6,21
12,6,4,14
13,3,2,7
14,6,4,14
