minute,x2ap,s1ap,rrc
0,6,4,14
1,9,6,21
2,9,6,21
3,3,2,7
4,0,0,0
5,6,4,14
6,3,2,7
7,0,0,0
8,3,2,7
9,3,2,7
10,6,4,14
11,3,2,7
12,3,2,7
13,3,2,7
14,3,2,7
