Data plane is up
Running irtt
UE IP is 10.45.0.5
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=464.4ms rd=83.38ms sd=381ms ipdv=n/a
seq=1 rtt=321.1ms rd=120.6ms sd=200.5ms ipdv=143.3ms
seq=2 rtt=590ms rd=79.5ms sd=510.6ms ipdv=269ms
seq=3 rtt=434.9ms rd=88.09ms sd=346.8ms ipdv=155.1ms
seq=4 rtt=782.7ms rd=79.28ms sd=703.4ms ipdv=347.7ms
seq=5 rtt=647.7ms rd=126.5ms sd=521.2ms ipdv=135ms
seq=6 rtt=641.1ms rd=72.25ms sd=568.8ms ipdv=6.6ms
seq=7 rtt=733.2ms rd=94.41ms sd=638.7ms ipdv=92.05ms
seq=8 rtt=532.4ms rd=94.37ms sd=438ms ipdv=200.8ms
seq=9 rtt=363.9ms rd=98.49ms sd=265.4ms ipdv=168.5ms
seq=10 rtt=742.7ms rd=165.8ms sd=576.8ms ipdv=378.8ms
seq=11 rtt=565.6ms rd=137ms sd=428.5ms ipdv=177.1ms
seq=12 rtt=545.3ms rd=38.26ms sd=507ms ipdv=20.35ms
seq=13 rtt=686.5ms rd=153.5ms sd=533ms ipdv=141.2ms
seq=14 rtt=486.2ms rd=112.1ms sd=374.1ms ipdv=200.2ms
seq=15 rtt=317.5ms rd=121.2ms sd=196.4ms ipdv=168.7ms
seq=16 rtt=622.5ms rd=97.12ms sd=525.3ms ipdv=304.9ms
seq=17 rtt=725.3ms rd=63.53ms sd=661.8ms ipdv=102.8ms
seq=18 rtt=746.2ms rd=61.63ms sd=684.6ms ipdv=20.9ms
seq=19 rtt=605.6ms rd=92.87ms sd=512.6ms ipdv=140.6ms
seq=20 rtt=435.1ms rd=81.17ms sd=353.9ms ipdv=170.5ms
seq=21 rtt=822.6ms rd=133.3ms sd=689.2ms ipdv=387.5ms
seq=22 rtt=670.3ms rd=145.2ms sd=525ms ipdv=152.3ms
seq=23 rtt=706.5ms rd=93.28ms sd=613.2ms ipdv=36.25ms
seq=24 rtt=507.2ms rd=93.3ms sd=413.9ms ipdv=199.3ms
seq=25 rtt=584.9ms rd=123.3ms sd=461.5ms ipdv=77.75ms
seq=26 rtt=915.6ms rd=120.1ms sd=795.5ms ipdv=330.8ms
seq=27 rtt=762.5ms rd=146.5ms sd=615.9ms ipdv=153.2ms
