Data plane is up
Running irtt
UE IP is 10.45.0.15
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=516.7ms rd=117.7ms sd=398.9ms ipdv=n/a
seq=1 rtt=341.8ms rd=123.1ms sd=218.6ms ipdv=174.9ms
seq=2 rtt=611.6ms rd=90.3ms sd=521.3ms ipdv=269.8ms
seq=3 rtt=456.7ms rd=106.9ms sd=349.8ms ipdv=154.9ms
seq=4 rtt=2.17s rd=65.41ms sd=2.1s ipdv=1.71s
seq=5 rtt=1.97s rd=65.43ms sd=1.9s ipdv=199.2ms
seq=6 rtt=1.83s rd=99.85ms sd=1.73s ipdv=141.6ms
seq=7 rtt=1.63s rd=99.84ms sd=1.53s ipdv=200.3ms
seq=8 rtt=2.24s rd=102.6ms sd=2.14s ipdv=618.7ms
seq=9 rtt=2.04s rd=102.6ms sd=1.94s ipdv=199.3ms
seq=10 rtt=1.84s rd=102.6ms sd=1.74s ipdv=200.4ms
seq=11 rtt=1.71s rd=132.8ms sd=1.58s ipdv=134ms
seq=12 rtt=1.75s rd=77.33ms sd=1.67s ipdv=36.5ms
seq=13 rtt=1.55s rd=77.31ms sd=1.47s ipdv=200.3ms
seq=14 rtt=1.6s rd=64.9ms sd=1.53s ipdv=49.65ms
seq=15 rtt=1.4s rd=64.88ms sd=1.33s ipdv=199.2ms
seq=16 rtt=1.26s rd=88.4ms sd=1.17s ipdv=138.4ms
seq=17 rtt=1.6s rd=127.1ms sd=1.47s ipdv=338.8ms
seq=18 rtt=1.41s rd=106.2ms sd=1.31s ipdv=182.8ms
seq=19 rtt=1.28s rd=135.2ms sd=1.14s ipdv=137.4ms
seq=20 rtt=1.23s rd=47.34ms sd=1.18s ipdv=51.95ms
seq=21 rtt=1.41s rd=97.36ms sd=1.31s ipdv=183.1ms
seq=22 rtt=1.23s rd=89.4ms sd=1.14s ipdv=178.5ms
seq=23 rtt=1.25s rd=93.11ms sd=1.16s ipdv=24ms
