minute,x2ap,s1ap,rrc
0,3,2,7
1,6,4,14
2,9,6,21
3,3,2,7
4,0,0,0
5,3,2,7
6,6,4,14
7,9,6,21
8,3,2,7
9,3,2,7
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,6,4,14
