Data plane is up
Running irtt
UE IP is 10.45.0.57
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=23.79ms rd=-14m26s sd=14m26s ipdv=n/a
seq=1 rtt=21.8ms rd=-15m24s sd=15m24s ipdv=1.99ms
seq=2 rtt=21.17ms rd=-16m22s sd=16m22s ipdv=630µs
seq=3 rtt=20.41ms rd=-17m19s sd=17m19s ipdv=765µs
seq=4 rtt=19.23ms rd=-18m17s sd=18m17s ipdv=1.17ms
seq=5 rtt=17.72ms rd=-19m14s sd=19m14s ipdv=1.52ms
seq=6 rtt=15.97ms rd=-20m11s sd=20m11s ipdv=1.75ms
seq=7 rtt=13.76ms rd=-21m8s sd=21m8s ipdv=2.2ms
seq=8 rtt=11.59ms rd=-22m5s sd=22m5s ipdv=2.17ms
seq=9 rtt=9.47ms rd=-23m2s sd=23m2s ipdv=2.12ms
seq=10 rtt=30.05ms rd=-24m1s sd=24m1s ipdv=20.58ms
seq=11 rtt=29.63ms rd=-24m58s sd=24m58s ipdv=419µs
seq=12 rtt=26.83ms rd=-25m55s sd=25m55s ipdv=2.8ms
seq=13 rtt=24.93ms rd=-26m52s sd=26m52s ipdv=1.9ms
seq=14 rtt=23.61ms rd=-27m49s sd=27m49s ipdv=1.32ms
seq=15 rtt=21.51ms rd=-28m46s sd=28m46s ipdv=2.11ms
seq=16 rtt=19.01ms rd=-29m43s sd=29m43s ipdv=2.5ms
seq=17 rtt=18.51ms rd=-30m41s sd=30m41s ipdv=495µs
seq=18 rtt=17.81ms rd=-31m39s sd=31m39s ipdv=699µs
seq=19 rtt=17.29ms rd=-32m37s sd=32m37s ipdv=528µs
seq=20 rtt=16.76ms rd=-33m35s sd=33m35s ipdv=522µs
seq=21 rtt=15.14ms rd=-34m34s sd=34m34s ipdv=1.62ms
seq=22 rtt=14.74ms rd=-35m32s sd=35m32s ipdv=409µs
seq=23 rtt=13.9ms rd=-36m30s sd=36m30s ipdv=838µs
seq=24 rtt=15.36ms rd=-37m29s sd=37m29s ipdv=1.47ms
seq=25 rtt=14.5ms rd=-38m27s sd=38m27s ipdv=864µs
seq=26 rtt=14.36ms rd=-39m26s sd=39m26s ipdv=136µs
seq=27 rtt=13.44ms rd=-40m24s sd=40m24s ipdv=920µs
seq=28 rtt=13.08ms rd=-41m22s sd=41m22s ipdv=367µs
seq=29 rtt=12.22ms rd=-42m21s sd=42m21s ipdv=854µs
seq=30 rtt=11.93ms rd=-43m20s sd=43m20s ipdv=294µs
seq=31 rtt=12.61ms rd=-44m18s sd=44m18s ipdv=676µs
seq=32 rtt=11.73ms rd=-45m17s sd=45m17s ipdv=880µs
seq=33 rtt=12.35ms rd=-46m16s sd=46m16s ipdv=623µs
seq=34 rtt=11.37ms rd=-47m15s sd=47m15s ipdv=982µs
seq=35 rtt=11.79ms rd=-48m14s sd=48m14s ipdv=425µs
seq=36 rtt=11.61ms rd=-49m13s sd=49m13s ipdv=177µs
seq=37 rtt=11.69ms rd=-50m11s sd=50m11s ipdv=76.7µs
seq=38 rtt=11.78ms rd=-51m10s sd=51m10s ipdv=88.6µs
seq=39 rtt=11.35ms rd=-52m9s sd=52m9s ipdv=425µs
seq=40 rtt=11.07ms rd=-53m8s sd=53m8s ipdv=283µs
seq=41 rtt=11.48ms rd=-54m6s sd=54m7s ipdv=414µs
seq=42 rtt=10.57ms rd=-55m5s sd=55m5s ipdv=911µs
seq=43 rtt=11.24ms rd=-56m4s sd=56m4s ipdv=663µs
seq=44 rtt=10.65ms rd=-57m3s sd=57m3s ipdv=583µs
seq=45 rtt=9.69ms rd=-58m1s sd=58m1s ipdv=961µs
seq=46 rtt=9.56ms rd=-59m0s sd=59m0s ipdv=136µs
seq=47 rtt=9.64ms rd=-59m59s sd=59m59s ipdv=85.6µs
seq=48 rtt=9.46ms rd=-1h0m57s sd=1h0m57s ipdv=177µs
seq=49 rtt=9.58ms rd=-1h1m56s sd=1h1m56s ipdv=117µs
seq=50 rtt=9.43ms rd=-1h2m55s sd=1h2m55s ipdv=151µs
seq=51 rtt=9.71ms rd=-1h3m54s sd=1h3m54s ipdv=281µs
seq=52 rtt=9.46ms rd=-1h4m52s sd=1h4m52s ipdv=250µs
seq=53 rtt=9.66ms rd=-1h5m51s sd=1h5m51s ipdv=201µs
seq=54 rtt=9.46ms rd=-1h6m50s sd=1h6m50s ipdv=200µs
