Data plane is up
Running irtt
UE IP is 10.45.0.14
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=23.68ms rd=-13m35s sd=13m35s ipdv=n/a
seq=1 rtt=22.55ms rd=-14m34s sd=14m34s ipdv=1.13ms
seq=2 rtt=21.27ms rd=-15m31s sd=15m31s ipdv=1.28ms
seq=3 rtt=20.38ms rd=-16m29s sd=16m29s ipdv=887µs
seq=4 rtt=19.38ms rd=-17m27s sd=17m27s ipdv=1ms
seq=5 rtt=17.91ms rd=-18m24s sd=18m24s ipdv=1.46ms
seq=6 rtt=15.9ms rd=-19m21s sd=19m21s ipdv=2.01ms
seq=7 rtt=13.79ms rd=-20m18s sd=20m18s ipdv=2.11ms
seq=8 rtt=11.64ms rd=-21m15s sd=21m15s ipdv=2.16ms
seq=9 rtt=9.59ms rd=-22m12s sd=22m12s ipdv=2.04ms
seq=10 rtt=29.94ms rd=-23m12s sd=23m12s ipdv=20.35ms
seq=11 rtt=29.57ms rd=-24m8s sd=24m8s ipdv=368µs
seq=12 rtt=27.76ms rd=-25m5s sd=25m5s ipdv=1.81ms
seq=13 rtt=24.91ms rd=-26m2s sd=26m2s ipdv=2.85ms
seq=14 rtt=22.97ms rd=-26m59s sd=26m59s ipdv=1.93ms
seq=15 rtt=21.38ms rd=-27m56s sd=27m56s ipdv=1.59ms
seq=16 rtt=19.91ms rd=-28m53s sd=28m53s ipdv=1.48ms
seq=17 rtt=17.79ms rd=-29m50s sd=29m50s ipdv=2.12ms
seq=18 rtt=16.63ms rd=-30m48s sd=30m48s ipdv=1.16ms
seq=19 rtt=15.79ms rd=-31m46s sd=31m46s ipdv=832µs
seq=20 rtt=15.51ms rd=-32m45s sd=32m45s ipdv=287µs
seq=21 rtt=14.8ms rd=-33m42s sd=33m42s ipdv=707µs
seq=22 rtt=14.41ms rd=-34m41s sd=34m41s ipdv=395µs
seq=23 rtt=13.21ms rd=-35m39s sd=35m39s ipdv=1.2ms
seq=24 rtt=13.18ms rd=-36m38s sd=36m38s ipdv=26.6µs
seq=25 rtt=12.12ms rd=-37m36s sd=37m36s ipdv=1.06ms
seq=26 rtt=12.06ms rd=-38m35s sd=38m35s ipdv=58.7µs
seq=27 rtt=10.89ms rd=-39m33s sd=39m33s ipdv=1.17ms
seq=28 rtt=10.19ms rd=-40m31s sd=40m31s ipdv=699µs
seq=29 rtt=9.71ms rd=-41m29s sd=41m29s ipdv=489µs
seq=30 rtt=9.54ms rd=-42m28s sd=42m28s ipdv=162µs
seq=31 rtt=10.33ms rd=-43m27s sd=43m27s ipdv=790µs
seq=32 rtt=9.6ms rd=-44m26s sd=44m26s ipdv=734µs
seq=33 rtt=9.68ms rd=-45m24s sd=45m24s ipdv=80.3µs
seq=34 rtt=9.61ms rd=-46m24s sd=46m24s ipdv=67.9µs
seq=35 rtt=9.76ms rd=-47m22s sd=47m22s ipdv=148µs
seq=36 rtt=10ms rd=-48m21s sd=48m21s ipdv=240µs
seq=37 rtt=10.12ms rd=-49m20s sd=49m20s ipdv=122µs
seq=38 rtt=9.62ms rd=-50m19s sd=50m19s ipdv=506µs
seq=39 rtt=9.71ms rd=-51m18s sd=51m18s ipdv=90.6µs
seq=40 rtt=9.65ms rd=-52m17s sd=52m17s ipdv=58.8µs
seq=41 rtt=10.2ms rd=-53m15s sd=53m15s ipdv=551µs
seq=42 rtt=9.6ms rd=-54m14s sd=54m14s ipdv=602µs
seq=43 rtt=9.68ms rd=-55m13s sd=55m13s ipdv=84µs
seq=44 rtt=9.71ms rd=-56m12s sd=56m12s ipdv=24µs
seq=45 rtt=31.01ms rd=-57m13s sd=57m13s ipdv=21.3ms
seq=46 rtt=31.42ms rd=-58m11s sd=58m11s ipdv=407µs
seq=47 rtt=30.11ms rd=-59m10s sd=59m10s ipdv=1.31ms
seq=48 rtt=30.4ms rd=-1h0m9s sd=1h0m9s ipdv=294µs
seq=49 rtt=30.25ms rd=-1h1m7s sd=1h1m8s ipdv=159µs
seq=50 rtt=30.18ms rd=-1h2m6s sd=1h2m6s ipdv=64.4µs
seq=51 rtt=30.95ms rd=-1h3m5s sd=1h3m5s ipdv=766µs
seq=52 rtt=30.22ms rd=-1h4m3s sd=1h4m3s ipdv=724µs
seq=53 rtt=30.83ms rd=-1h5m2s sd=1h5m2s ipdv=611µs
seq=54 rtt=30.41ms rd=-1h6m1s sd=1h6m1s ipdv=425µs
seq=55 rtt=30.43ms rd=-1h7m0s sd=1h7m0s ipdv=22µs
