Data plane is up
Running irtt
UE IP is 10.45.0.28
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=23.73ms rd=-13m41s sd=13m41s ipdv=n/a
seq=1 rtt=24.01ms rd=-14m40s sd=14m40s ipdv=281µs
seq=2 rtt=23.3ms rd=-15m38s sd=15m38s ipdv=713µs
seq=3 rtt=21.41ms rd=-16m35s sd=16m35s ipdv=1.89ms
seq=4 rtt=20.28ms rd=-17m33s sd=17m33s ipdv=1.13ms
seq=5 rtt=18.1ms rd=-18m30s sd=18m30s ipdv=2.18ms
seq=6 rtt=16.83ms rd=-19m27s sd=19m27s ipdv=1.27ms
seq=7 rtt=14.85ms rd=-20m24s sd=20m24s ipdv=1.98ms
seq=8 rtt=12.78ms rd=-21m21s sd=21m21s ipdv=2.07ms
seq=9 rtt=10.76ms rd=-22m18s sd=22m18s ipdv=2.02ms
seq=10 rtt=31.01ms rd=-23m18s sd=23m18s ipdv=20.25ms
seq=11 rtt=138.8ms rd=-24m14s sd=24m14s ipdv=107.8ms
seq=12 rtt=28.56ms rd=-25m11s sd=25m11s ipdv=110.3ms
seq=13 rtt=26.81ms rd=-26m8s sd=26m9s ipdv=1.75ms
seq=14 rtt=24.82ms rd=-27m5s sd=27m5s ipdv=1.99ms
seq=15 rtt=22.55ms rd=-28m2s sd=28m2s ipdv=2.27ms
seq=16 rtt=20.49ms rd=-28m59s sd=28m59s ipdv=2.06ms
seq=17 rtt=19.02ms rd=-29m56s sd=29m56s ipdv=1.46ms
seq=18 rtt=21.25ms rd=-30m54s sd=30m54s ipdv=2.23ms
seq=19 rtt=20.53ms rd=-31m53s sd=31m53s ipdv=726µs
seq=20 rtt=20.05ms rd=-32m51s sd=32m51s ipdv=473µs
seq=21 rtt=18.75ms rd=-33m49s sd=33m50s ipdv=1.31ms
seq=22 rtt=18.25ms rd=-34m48s sd=34m48s ipdv=494µs
seq=23 rtt=18.13ms rd=-35m46s sd=35m46s ipdv=123µs
seq=24 rtt=17.16ms rd=-36m45s sd=36m45s ipdv=972µs
seq=25 rtt=16.91ms rd=-37m43s sd=37m43s ipdv=245µs
seq=26 rtt=16.11ms rd=-38m41s sd=38m41s ipdv=802µs
seq=27 rtt=16.13ms rd=-39m40s sd=39m40s ipdv=24.3µs
seq=28 rtt=14.93ms rd=-40m38s sd=40m38s ipdv=1.2ms
seq=29 rtt=14.87ms rd=-41m36s sd=41m36s ipdv=60.9µs
seq=30 rtt=14.38ms rd=-42m35s sd=42m35s ipdv=490µs
seq=31 rtt=14.54ms rd=-43m34s sd=43m34s ipdv=158µs
seq=32 rtt=14.66ms rd=-44m33s sd=44m33s ipdv=122µs
seq=33 rtt=14.59ms rd=-45m31s sd=45m31s ipdv=70.8µs
seq=34 rtt=14.33ms rd=-46m30s sd=46m30s ipdv=261µs
seq=35 rtt=13.43ms rd=-47m29s sd=47m29s ipdv=898µs
seq=36 rtt=13.26ms rd=-48m28s sd=48m28s ipdv=172µs
seq=37 rtt=13.43ms rd=-49m27s sd=49m27s ipdv=167µs
seq=38 rtt=13.12ms rd=-50m25s sd=50m25s ipdv=302µs
seq=39 rtt=13.78ms rd=-51m24s sd=51m24s ipdv=655µs
seq=40 rtt=13.76ms rd=-52m23s sd=52m23s ipdv=17.2µs
seq=41 rtt=13.34ms rd=-53m22s sd=53m22s ipdv=420µs
seq=42 rtt=12.49ms rd=-54m21s sd=54m21s ipdv=854µs
seq=43 rtt=12.58ms rd=-55m19s sd=55m19s ipdv=87.1µs
seq=44 rtt=12.51ms rd=-56m18s sd=56m18s ipdv=61.2µs
seq=45 rtt=12.42ms rd=-57m17s sd=57m17s ipdv=89.8µs
seq=46 rtt=12.57ms rd=-58m15s sd=58m16s ipdv=141µs
seq=47 rtt=12.24ms rd=-59m14s sd=59m14s ipdv=330µs
seq=48 rtt=11.52ms rd=-1h0m13s sd=1h0m13s ipdv=714µs
seq=49 rtt=11.52ms rd=-1h1m11s sd=1h1m11s ipdv=521ns
seq=50 rtt=10.58ms rd=-1h2m10s sd=1h2m10s ipdv=944µs
seq=51 rtt=10.82ms rd=-1h3m9s sd=1h3m9s ipdv=244µs
seq=52 rtt=10.45ms rd=-1h4m8s sd=1h4m8s ipdv=375µs
seq=53 rtt=10.83ms rd=-1h5m6s sd=1h5m6s ipdv=382µs
seq=54 rtt=10.21ms rd=-1h6m5s sd=1h6m5s ipdv=621µs
seq=55 rtt=9.67ms rd=-1h7m4s sd=1h7m4s ipdv=538µs
