Data plane is up
Running irtt
UE IP is 10.45.0.9
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=394.8ms rd=37.36ms sd=357.4ms ipdv=n/a
seq=1 rtt=323.9ms rd=46.98ms sd=276.9ms ipdv=70.9ms
seq=2 rtt=252.1ms rd=44.19ms sd=207.9ms ipdv=71.85ms
seq=3 rtt=610.8ms rd=41.31ms sd=569.4ms ipdv=358.7ms
seq=4 rtt=577.8ms rd=53.81ms sd=524ms ipdv=33.01ms
seq=5 rtt=499.3ms rd=36.79ms sd=462.5ms ipdv=78.5ms
seq=6 rtt=477.2ms rd=59.53ms sd=417.7ms ipdv=22.05ms
seq=7 rtt=388.1ms rd=42.78ms sd=345.3ms ipdv=89.1ms
seq=8 rtt=358.5ms rd=23.33ms sd=335.2ms ipdv=29.61ms
seq=9 rtt=292.9ms rd=37.92ms sd=254.9ms ipdv=65.65ms
seq=10 rtt=238.8ms rd=34.1ms sd=204.7ms ipdv=54.05ms
seq=11 rtt=615.9ms rd=29.05ms sd=586.8ms ipdv=377.1ms
seq=12 rtt=563.9ms rd=60.1ms sd=503.8ms ipdv=52ms
seq=13 rtt=503.5ms rd=47.24ms sd=456.3ms ipdv=60.35ms
seq=14 rtt=438.9ms rd=36.3ms sd=402.6ms ipdv=64.66ms
seq=15 rtt=388.7ms rd=39.21ms sd=349.5ms ipdv=50.15ms
seq=16 rtt=340.1ms rd=45.82ms sd=294.2ms ipdv=48.65ms
seq=17 rtt=295.2ms rd=33.74ms sd=261.4ms ipdv=44.9ms
seq=18 rtt=224.9ms rd=39.79ms sd=185.1ms ipdv=70.3ms
seq=19 rtt=605.5ms rd=28.95ms sd=576.6ms ipdv=380.7ms
seq=20 rtt=571.2ms rd=42.48ms sd=528.7ms ipdv=34.36ms
seq=21 rtt=505.7ms rd=34.96ms sd=470.8ms ipdv=65.45ms
seq=22 rtt=461.4ms rd=36.62ms sd=424.7ms ipdv=44.36ms
seq=23 rtt=411.6ms rd=39.3ms sd=372.3ms ipdv=49.75ms
seq=24 rtt=384.1ms rd=12.38ms sd=371.7ms ipdv=27.56ms
seq=25 rtt=297.3ms rd=36.79ms sd=260.5ms ipdv=86.75ms
seq=26 rtt=268.3ms rd=46.46ms sd=221.8ms ipdv=29ms
seq=27 rtt=233.9ms rd=32.17ms sd=201.7ms ipdv=34.4ms
seq=28 rtt=611.7ms rd=44.03ms sd=567.7ms ipdv=377.8ms
seq=29 rtt=566ms rd=35.38ms sd=530.6ms ipdv=45.75ms
seq=30 rtt=526.4ms rd=43.43ms sd=483ms ipdv=39.54ms
