minute,x2ap,s1ap,rrc
0,6,4,14
1,6,4,14
2,6,4,14
3,6,4,14
4,3,2,7
5,6,4,14
6,6,4,14
7,3,2,7
8,6,4,14
9,6,4,14
10,3,2,7
11,6,4,14
12,3,2,7
13,3,2,7
14,6,4,14
