Data plane is up
Running irtt
UE IP is 10.45.0.4
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=42.6ms rd=5.81ms sd=36.79ms ipdv=n/a
seq=1 rtt=30.65ms rd=3.78ms sd=26.86ms ipdv=11.95ms
seq=2 rtt=60.25ms rd=2.24ms sd=58ms ipdv=29.6ms
seq=3 rtt=51.55ms rd=8.91ms sd=42.64ms ipdv=8.7ms
seq=4 rtt=45.1ms rd=4.89ms sd=40.21ms ipdv=6.45ms
seq=5 rtt=39.35ms rd=8ms sd=31.35ms ipdv=5.75ms
seq=6 rtt=24.95ms rd=3.92ms sd=21.03ms ipdv=14.4ms
seq=7 rtt=51.4ms rd=3.43ms sd=48.01ms ipdv=26.45ms
seq=8 rtt=39.15ms rd=4.68ms sd=34.47ms ipdv=12.25ms
seq=9 rtt=23.35ms rd=3.35ms sd=20ms ipdv=15.8ms
seq=10 rtt=50.25ms rd=4.73ms sd=45.52ms ipdv=26.9ms
seq=11 rtt=38.9ms rd=6.5ms sd=32.39ms ipdv=11.35ms
seq=12 rtt=28.4ms rd=5.26ms sd=23.14ms ipdv=10.5ms
seq=13 rtt=49.5ms rd=4.46ms sd=45.04ms ipdv=21.1ms
seq=14 rtt=39.75ms rd=7.51ms sd=32.24ms ipdv=9.75ms
seq=15 rtt=23.95ms rd=4.77ms sd=19.17ms ipdv=15.8ms
seq=16 rtt=50.6ms rd=5.05ms sd=45.55ms ipdv=26.65ms
seq=17 rtt=37.6ms rd=4.72ms sd=32.88ms ipdv=13ms
seq=18 rtt=24.55ms rd=3.54ms sd=21.01ms ipdv=13.05ms
seq=19 rtt=51.8ms rd=3.79ms sd=48.01ms ipdv=27.25ms
seq=20 rtt=41ms rd=5.31ms sd=35.69ms ipdv=10.8ms
seq=21 rtt=30.3ms rd=4.77ms sd=25.53ms ipdv=10.7ms
seq=22 rtt=55.75ms rd=3.31ms sd=52.44ms ipdv=25.45ms
seq=23 rtt=43.9ms rd=5.18ms sd=38.72ms ipdv=11.85ms
seq=24 rtt=31.25ms rd=4.02ms sd=27.28ms ipdv=12.65ms
seq=25 rtt=30.6ms rd=5.96ms sd=24.64ms ipdv=650µs
seq=26 rtt=53.35ms rd=3.51ms sd=49.84ms ipdv=22.75ms
seq=27 rtt=45.75ms rd=5.21ms sd=40.54ms ipdv=7.6ms
seq=28 rtt=34.9ms rd=7.99ms sd=26.91ms ipdv=10.85ms
seq=29 rtt=24.15ms rd=4.46ms sd=19.69ms ipdv=10.75ms
seq=30 rtt=46.5ms rd=2.91ms sd=43.59ms ipdv=22.35ms
seq=31 rtt=42ms rd=8.93ms sd=33.07ms ipdv=4.5ms
seq=32 rtt=23.85ms rd=3.22ms sd=20.63ms ipdv=18.15ms
seq=33 rtt=52.75ms rd=5.1ms sd=47.65ms ipdv=28.9ms
seq=34 rtt=42.45ms rd=7.76ms sd=34.68ms ipdv=10.3ms
seq=35 rtt=23.4ms rd=1.27ms sd=22.12ms ipdv=19.05ms
seq=36 rtt=58.95ms rd=5.8ms sd=53.15ms ipdv=35.55ms
seq=37 rtt=50.85ms rd=6.62ms sd=44.23ms ipdv=8.1ms
seq=38 rtt=37.25ms rd=3.96ms sd=33.28ms ipdv=13.6ms
seq=39 rtt=31.75ms rd=7.42ms sd=24.33ms ipdv=5.5ms
seq=40 rtt=59.55ms rd=4.15ms sd=55.4ms ipdv=27.8ms
seq=41 rtt=40.7ms rd=3.32ms sd=37.38ms ipdv=18.85ms
seq=42 rtt=34.25ms rd=8.25ms sd=26ms ipdv=6.45ms
seq=43 rtt=21.85ms rd=3.29ms sd=18.56ms ipdv=12.4ms
seq=44 rtt=48.05ms rd=2.95ms sd=45.09ms ipdv=26.2ms
seq=45 rtt=38ms rd=6.52ms sd=31.48ms ipdv=10.05ms
seq=46 rtt=26.45ms rd=3.67ms sd=22.78ms ipdv=11.55ms
seq=47 rtt=57.5ms rd=3.16ms sd=54.34ms ipdv=31.05ms
seq=48 rtt=47.55ms rd=4.83ms sd=42.71ms ipdv=9.95ms
seq=49 rtt=32.25ms rd=3.08ms sd=29.17ms ipdv=15.3ms
seq=50 rtt=56.2ms rd=1.11ms sd=55.09ms ipdv=23.95ms
seq=51 rtt=44.7ms rd=6.67ms sd=38.03ms ipdv=11.5ms
seq=52 rtt=28.5ms rd=2.93ms sd=25.56ms ipdv=16.2ms
seq=53 rtt=28.05ms rd=6.73ms sd=21.32ms ipdv=448µs
seq=54 rtt=50.55ms rd=5.52ms sd=45.02ms ipdv=22.5ms
seq=55 rtt=40.35ms rd=3.49ms sd=36.86ms ipdv=10.2ms
seq=56 rtt=29.65ms rd=5.9ms sd=23.75ms ipdv=10.7ms
seq=57 rtt=55.95ms rd=4.99ms sd=50.96ms ipdv=26.3ms
