minute,x2ap,s1ap,rrc
2,6,4,14
3,0,0,0
4,3,2,7
5,3,2,7
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,6,4,14
11,0,0,0
12,0,0,0
13,0,0,0
14,6,4,14
