minute,x2ap,s1ap,rrc
0,6,4,14
1,3,2,7
2,3,2,7
3,6,4,14
4,6,4,14
5,9,6,21
6,6,4,14
7,3,2,7
8,6,4,14
9,12,8,28
10,3,2,7
11,9,6,21
12,3,2,7
13,0,0,0
14,6,4,14
