minute,x2ap,s1ap,rrc
0,6,4,14
1,6,4,14
2,6,4,14
3,0,0,0
4,6,4,14
5,3,2,7
6,6,4,14
7,12,8,28
8,9,6,21
9,6,4,14
10,9,6,21
11,3,2,7
12,6,4,14
13,9,6,21
14,6,4,14
