Data plane is up
Running irtt
UE IP is 10.45.0.2
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=942.4ms rd=68.18ms sd=874.3ms ipdv=n/a
seq=1 rtt=1.26s rd=122.5ms sd=1.14s ipdv=319.4ms
seq=2 rtt=805ms rd=104.6ms sd=700.4ms ipdv=456.9ms
seq=3 rtt=1.18s rd=70.67ms sd=1.11s ipdv=374.8ms
seq=4 rtt=1.19s rd=151.7ms sd=1.03s ipdv=6.7ms
seq=5 rtt=1s rd=73.34ms sd=930.6ms ipdv=182.6ms
seq=6 rtt=544.1ms rd=88.36ms sd=455.7ms ipdv=459.8ms
seq=7 rtt=992.3ms rd=87.12ms sd=905.2ms ipdv=448.3ms
seq=8 rtt=528.5ms rd=79.4ms sd=449.1ms ipdv=463.8ms
seq=9 rtt=989.1ms rd=134.4ms sd=854.7ms ipdv=460.6ms
seq=10 rtt=531.4ms rd=171.9ms sd=359.5ms ipdv=457.8ms
seq=11 rtt=896.8ms rd=97.04ms sd=799.8ms ipdv=365.5ms
seq=12 rtt=1.3s rd=85.25ms sd=1.22s ipdv=406.8ms
seq=13 rtt=893.3ms rd=120.9ms sd=772.5ms ipdv=410.3ms
seq=14 rtt=1.33s rd=91.73ms sd=1.23s ipdv=432.2ms
seq=15 rtt=873.3ms rd=87.32ms sd=786ms ipdv=452.2ms
seq=16 rtt=1.21s rd=70.35ms sd=1.14s ipdv=332.6ms
seq=17 rtt=755.2ms rd=76.14ms sd=679.1ms ipdv=450.8ms
seq=18 rtt=1.22s rd=99.46ms sd=1.12s ipdv=468.2ms
seq=19 rtt=805.8ms rd=114.9ms sd=690.9ms ipdv=417.6ms
seq=20 rtt=1.18s rd=142.1ms sd=1.04s ipdv=375ms
seq=21 rtt=1.09s rd=92.76ms sd=1s ipdv=85.8ms
seq=22 rtt=1.16s rd=128.1ms sd=1.04s ipdv=69.9ms
seq=23 rtt=664.8ms rd=128.1ms sd=536.7ms ipdv=500ms
seq=24 rtt=1.04s rd=80.79ms sd=960.4ms ipdv=376.4ms
seq=25 rtt=640.2ms rd=136.1ms sd=504.1ms ipdv=401ms
seq=26 rtt=1.04s rd=88.07ms sd=947.1ms ipdv=395ms
seq=27 rtt=580.9ms rd=49.56ms sd=531.4ms ipdv=454.2ms
seq=28 rtt=1s rd=122.3ms sd=880.8ms ipdv=422.1ms
seq=29 rtt=550.4ms rd=120ms sd=430.4ms ipdv=452.6ms
seq=30 rtt=1.01s rd=157.7ms sd=851.6ms ipdv=458.9ms
seq=31 rtt=549.9ms rd=132.3ms sd=417.6ms ipdv=459.5ms
seq=32 rtt=874.7ms rd=92.71ms sd=782ms ipdv=324.8ms
seq=33 rtt=1.33s rd=132.5ms sd=1.2s ipdv=454.8ms
seq=34 rtt=895.8ms rd=100.3ms sd=795.5ms ipdv=433.7ms
seq=35 rtt=1.36s rd=117.4ms sd=1.25s ipdv=467ms
seq=36 rtt=911.4ms rd=68.75ms sd=842.6ms ipdv=451.4ms
seq=37 rtt=1.39s rd=103.7ms sd=1.29s ipdv=483.3ms
seq=38 rtt=944.9ms rd=80.42ms sd=864.5ms ipdv=449.7ms
seq=39 rtt=3.57s rd=120.5ms sd=3.45s ipdv=2.62s
seq=40 rtt=3.07s rd=120.5ms sd=2.95s ipdv=500.6ms
seq=41 rtt=2.57s rd=120.5ms sd=2.45s ipdv=499.6ms
seq=42 rtt=2.07s rd=120.5ms sd=1.95s ipdv=499.6ms
seq=43 rtt=1.63s rd=94.74ms sd=1.53s ipdv=443.1ms
seq=44 rtt=1.55s rd=93.46ms sd=1.45s ipdv=79.1ms
seq=45 rtt=1.63s rd=169.8ms sd=1.46s ipdv=78.8ms
seq=46 rtt=1.19s rd=125.5ms sd=1.06s ipdv=436.4ms
seq=47 rtt=744.3ms rd=99.07ms sd=645.3ms ipdv=444.9ms
seq=48 rtt=1.15s rd=107.2ms sd=1.05s ipdv=409ms
seq=49 rtt=697ms rd=83.57ms sd=613.5ms ipdv=456.3ms
seq=50 rtt=1.25s rd=53.34ms sd=1.2s ipdv=553.3ms
seq=51 rtt=805.1ms rd=100.1ms sd=705ms ipdv=445.2ms
seq=52 rtt=1.27s rd=110.2ms sd=1.16s ipdv=467.7ms
seq=53 rtt=1.87s rd=132.9ms sd=1.74s ipdv=597.5ms
seq=54 rtt=1.47s rd=144.4ms sd=1.33s ipdv=399.4ms
seq=55 rtt=1.84s rd=84.31ms sd=1.76s ipdv=370.7ms
seq=56 rtt=1.43s rd=120.8ms sd=1.31s ipdv=414.4ms
seq=57 rtt=1.97s rd=179.5ms sd=1.79s ipdv=545.1ms
seq=58 rtt=1.47s rd=179.5ms sd=1.29s ipdv=499.6ms
seq=59 rtt=1.05s rd=171.4ms sd=876.9ms ipdv=424.4ms
seq=60 rtt=1.45s rd=112.2ms sd=1.34s ipdv=404.4ms
seq=61 rtt=1.02s rd=105.1ms sd=913.4ms ipdv=434.1ms
seq=62 rtt=1.66s rd=198.7ms sd=1.46s ipdv=636.6ms
seq=63 rtt=1.2s rd=165.4ms sd=1.03s ipdv=458.2ms
seq=64 rtt=1.61s rd=105.1ms sd=1.5s ipdv=409.9ms
seq=65 rtt=674.4ms rd=107.1ms sd=567.3ms ipdv=932.3ms
seq=66 rtt=1.24s rd=93.05ms sd=1.14s ipdv=562ms
seq=67 rtt=797.1ms rd=68.22ms sd=728.9ms ipdv=439.3ms
seq=68 rtt=1.35s rd=128.6ms sd=1.22s ipdv=555.2ms
seq=69 rtt=913.7ms rd=114.4ms sd=799.3ms ipdv=438.6ms
seq=70 rtt=1.47s rd=96.43ms sd=1.37s ipdv=555ms
seq=71 rtt=1.04s rd=114ms sd=921.2ms ipdv=433.5ms
seq=72 rtt=1.66s rd=170.2ms sd=1.49s ipdv=626.4ms
seq=73 rtt=1.2s rd=136.3ms sd=1.06s ipdv=464ms
seq=74 rtt=1.82s rd=133.7ms sd=1.69s ipdv=627.2ms
seq=75 rtt=1.38s rd=99.72ms sd=1.28s ipdv=447.7ms
seq=76 rtt=2.01s rd=168.9ms sd=1.84s ipdv=628.7ms
seq=77 rtt=1.59s rd=192.7ms sd=1.4s ipdv=416.9ms
seq=78 rtt=2.16s rd=130.9ms sd=2.03s ipdv=572.1ms
seq=79 rtt=1.75s rd=127.2ms sd=1.62s ipdv=411.3ms
seq=80 rtt=1.63s rd=67.47ms sd=1.56s ipdv=123.7ms
seq=81 rtt=1.75s rd=96.49ms sd=1.65s ipdv=119ms
seq=82 rtt=1.27s rd=115ms sd=1.16s ipdv=470.6ms
seq=83 rtt=1.93s rd=124ms sd=1.81s ipdv=660.3ms
seq=84 rtt=1.5s rd=113.4ms sd=1.39s ipdv=435.8ms
seq=85 rtt=2.12s rd=161.7ms sd=1.96s ipdv=619ms
seq=86 rtt=1.7s rd=162.4ms sd=1.54s ipdv=415.9ms
seq=87 rtt=2.29s rd=152.2ms sd=2.14s ipdv=590.7ms
seq=88 rtt=1.85s rd=127ms sd=1.73s ipdv=437.9ms
seq=89 rtt=2.41s rd=133.5ms sd=2.27s ipdv=550.5ms
seq=90 rtt=1.95s rd=111.9ms sd=1.84s ipdv=457ms
seq=91 rtt=1.45s rd=111.9ms sd=1.34s ipdv=499.2ms
seq=92 rtt=2.08s rd=136.3ms sd=1.94s ipdv=629.2ms
seq=93 rtt=1.65s rd=132.4ms sd=1.52s ipdv=423.9ms
seq=94 rtt=2.24s rd=97.62ms sd=2.14s ipdv=585.2ms
seq=95 rtt=1.8s rd=85.31ms sd=1.72s ipdv=435ms
seq=96 rtt=2.44s rd=146.4ms sd=2.3s ipdv=639.7ms
seq=97 rtt=2.01s rd=129ms sd=1.89s ipdv=429.6ms
