minute,x2ap,s1ap,rrc
0,3,2,7
1,6,4,14
2,3,2,7
3,12,8,28
4,0,0,0
5,12,8,28
6,3,2,7
7,3,2,7
8,3,2,7
9,3,2,7
10,9,6,21
11,3,2,7
12,8,4,18
