341, 0
545, 14
710, 22
128, 37
426, 69
128, 79
242, 89
154, 110
150, 175
154, 236
242, 256
154, 264
128, 287
242, 300
128, 356
426, 362
473, 400
906, 417
896, 449
473, 464
896, 488
739, 543
896, 555
426, 579
128, 587
154, 610
242, 623
154, 675
150, 690
154, 744
150, 752
154, 773
242, 803
154, 821
242, 833
128, 855
426, 895
426, 10000
