minute,x2ap,s1ap,rrc
0,3,2,7
1,9,6,21
2,6,4,14
3,6,4,14
4,6,4,14
5,0,0,0
6,3,2,7
7,9,6,21
8,9,6,21
9,3,2,7
10,6,4,14
11,3,2,7
12,3,2,7
13,6,4,14
14,6,4,14
