hecking tx_Data_request for 793365 times 
[44.0] Checking tx_Data_request for 837235 times 
[44.0] Checking tx_Data_request for 837236 times 
[44.0] Checking tx_Data_request for 837237 times 
[44.0] Checking tx_Data_request for 837238 times 
[44.0] Checking tx_Data_request for 837239 times 
[44.0] Checking tx_Data_request for 837240 times 
[44.0] Checking tx_Data_request for 837241 times 
[44.0] Checking tx_Data_request for 837242 times 
[44.0] Checking tx_Data_request for 837243 times 
[44.0] Checking tx_Data_request for 837244 times 
[44.0] Checking tx_Data_request for 837245 times 
[44.0] Checking tx_Data_request for 837246 times 
[44.0] Checking tx_Data_request for 837247 times 
[44.0] Checking tx_Data_request for 837248 times 
[44.0] Checking tx_Data_request for 837249 times 
[44.0] Checking tx_Data_request for 837250 times 
[44.0] Checking tx_Data_request for 837251 times 
[44.0] Checking tx_Data_request for 837252 times 
[44.0] Checking tx_Data_request for 837253 times 
[44.0] Checking tx_Data_request for 837254 times 
[44.0] Checking tx_Data_request for 837255 times 
[44.0] Checking tx_Data_request for 837256 times 
[44.0] Checking tx_Data_request for 837257 times 
[44.0] Checking tx_Data_request for 837258 times 
[44.0] Checking tx_Data_request for 837259 times 
[44.0] Checking tx_Data_request for 837260 times 
[44.0] Checking tx_Data_request for 837261 times 
[44.0] Checking tx_Data_request for 837262 times 
[44.0] Checking tx_Data_request for 837263 times 
[44.0] Checking tx_Data_request for 837264 times 
[44.0] Checking tx_Data_request for 837265 times 
[44.0] Checking tx_Data_request for 837266 times 
[44.0] Checking tx_Data_request for 837267 times 
[44.0] Checking tx_Data_request for 837268 times 
[44.0] Checking tx_Data_request for 837269 times 
[44.0] Checking tx_Data_request for 837270 times 
[44.0] Checking tx_Data_request for 837271 times 
[44.0] Checking tx_Data_request for 837272 times 
[44.0] Checking tx_Data_request for 837273 times 
[44.0] Checkin[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mg tx_Data_request for 837274 times 
[44.0] Checking tx_Data_request for 837275 times 
[44.0] Checking tx_Data_request for 837276 times 
[44.0] Checking tx_Data_request for 837277 times 
[44.0] Checking tx_Data_request for 837278 times 
[44.0] Checking tx_Data_request for 837279 times 
[44.0] Checking tx_Data_request for 837280 times 
[44.0] Checking tx_Data_request for 837281 times 
[44.0] Checking tx_Data_request for 837282 times 
[44.0] Checking tx_Data_request for 837283 times 
[44.0] Checking tx_Data_request for 837284 times 
[44.0] Checking tx_Data_request for 837285 times 
[44.0] Checking tx_Data_request for 837286 times 
[44.0] Checking tx_Data_request for 837287 times 
[44.0] Checking tx_Data_request for 837288 times 
[44.0] Checking tx_Data_request for 837289 times 
[44.0] Checking tx_Data_request for 837290 times 
[44.0] Checking tx_Data_request for 837291 times 
[44.0] Checking tx_Data_request for 837292 times 
[44.0] Checking tx_Data_request for 837293 times 
[44.0] Checking tx_Data_request for 837294 times 
[44.0] Checking tx_Data_request for 837295 times 
[44.0] Checking tx_Data_request for 837296 times 
[44.0] Checking tx_Data_request for 837297 times 
[44.0] Checking tx_Data_request for 837298 times 
[44.0] Checking tx_Data_request for 837299 times 
[44.0] Checking tx_Data_request for 837300 times 
[44.0] Checking tx_Data_request for 837301 times 
[44.0] Checking tx_Data_request for 837302 times 
[44.0] Checking tx_Data_request for 837303 times 
[44.0] Checking tx_Data_request for 837304 times 
[44.0] Checking tx_Data_request for 837305 times 
[44.0] Checking tx_Data_request for 837306 times 
[44.0] Checking tx_Data_request for 837307 times 
[44.0] Checking tx_Data_request for 837308 times 
[44.0] Checking tx_Data_request for 837309 times 
[44.0] Checking tx_Data_request for 837310 times 
[44.0] Checking tx_Data_request for 837311 times 
[44.0] Checking tx_Data_request for 837312 times 
[44.0] Checking tx_Data_request for 837313 times 
[44.0] Checking tx_Data_request for 837314 times 
[44.0] Checking tx_Data_request for 837315 times 
[44.0] Checking tx_Data_request for 837316 times 
[44.0] Checking tx_Data_request for 837317 times 
[44.0] Checking tx_Data_request for 837318 times 
[44.0] Checking tx_Data_request for 837319 times 
[44.0] Checking tx_Data_request for 837320 times 
[44.0] Checking tx_Data_request for 837321 times 
[44.0] Checking tx_Data_request for 837322 times 
[44.0] Checking tx_Data_request for 837323 times 
[44.0] Checking tx_Data_request for 837324 times 
[44.0] Checking tx_Data_request for 837325 times 
[44.0] Checking tx_Data_request for 837326 times 
[44.0] Checking tx_Data_request for 837327 times 
[44.0] Checking tx_Data_request for 837328 times 
[44.0] Checking tx_Data_request for 837329 times 
[44.0] Checking tx_Data_request for 837330 times 
[44.0] Checking tx_Data_request for 837331 times 
[44.0] Checking tx_Data_request for 837332 times 
[44.0] Checking tx_Data_request for 837333 times 
[44.0] Checking tx_Data_request for 837334 times 
[44.0] Checking tx_Data_request for 837335 times 
[44.0] Checking tx_Data_request for 837336 times 
[44.0] Checking tx_Data_request for 837337 times 
[44.0] Checking tx_Data_request for 837338 times 
[44.0] Checking tx_Data_request for 837339 times 
[44.0] Checking tx_Data_request for 837340 times 
[44.0] Checking tx_Data_request for 837341 times 
[44.0] Checking tx_Data_request for 837342 times 
[44.0] Checking tx_Data_request for 837343 times 
[44.0] Checking tx_Data_request for 837344 times 
[44.0] Checking tx_Data_request for 837345 times 
[44.0] Checking tx_Data_request for 837346 times 
[44.0] Checking tx_Data_request for 837347 times 
[44.0] Checking tx_Data_request for 837348 times 
[44.0] Checking tx_Data_request for 837349 times 
[44.0] Checking tx_Data_request for 837350 times 
[44.0] Checking tx_Data_request for 837351 times 
[44.0] Checking tx_Data_request for 837352 times 
[44.0] Checking tx_Data_request for 837353 times 
[44.0] Checking tx_Data_request for 837354 times 
[44.0] Checking tx_Data_request for 837355 times 
[44.0] Che[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mcking tx_Data_request for 837356 times 
[44.0] Checking tx_Data_request for 837357 times 
[44.0] Checking tx_Data_request for 837358 times 
[44.0] Checking tx_Data_request for 837359 times 
[44.0] Checking tx_Data_request for 837360 times 
[44.0] Checking tx_Data_request for 837361 times 
[44.0] Checking tx_Data_request for 837362 times 
[44.0] Checking tx_Data_request for 837363 times 
[44.0] Checking tx_Data_request for 837364 times 
[44.0] Checking tx_Data_request for 837365 times 
[44.0] Checking tx_Data_request for 837366 times 
[44.0] Checking tx_Data_request for 837367 times 
[44.0] Checking tx_Data_request for 837368 times 
[44.0] Checking tx_Data_request for 837369 times 
[44.0] Checking tx_Data_request for 837370 times 
[44.0] Checking tx_Data_request for 837371 times 
[44.0] Checking tx_Data_request for 837372 times 
[44.0] Checking tx_Data_request for 837373 times 
[44.0] Checking tx_Data_request for 837374 times 
[44.0] Checking tx_Data_request for 837375 times 
[44.0] Checking tx_Data_request for 837376 times 
[44.0] Checking tx_Data_request for 837377 times 
[44.0] Checking tx_Data_request for 837378 times 
[44.0] Checking tx_Data_request for 837379 times 
[44.0] Checking tx_Data_request for 837380 times 
[44.0] Checking tx_Data_request for 837381 times 
[44.0] Checking tx_Data_request for 837382 times 
[44.0] Checking tx_Data_request for 837383 times 
[44.0] Checking tx_Data_request for 837384 times 
[44.0] Checking tx_Data_request for 837385 times 
[44.0] Checking tx_Data_request for 837386 times 
[44.0] Checking tx_Data_request for 837387 times 
[44.0] Checking tx_Data_request for 837388 times 
[44.0] Checking tx_Data_request for 837389 times 
[44.0] Checking tx_Data_request for 837390 times 
[44.0] Checking tx_Data_request for 837391 times 
[44.0] Checking tx_Data_request for 837392 times 
[44.0] Checking tx_Data_request for 837393 times 
[44.0] Checking tx_Data_request for 837394 times 
[44.0] Checking tx_Data_request for 837395 times 
[44.0] Checking tx_Data_request for 837396 times 
[44.0] Checking tx_Data_request for 837397 times 
[44.0] Checking tx_Data_request for 837398 times 
[44.0] Checking tx_Data_request for 837399 times 
[44.0] Checking tx_Data_request for 837400 times 
[44.0] Checking tx_Data_request for 837401 times 
[44.0] Checking tx_Data_request for 837402 times 
[44.0] Checking tx_Data_request for 837403 times 
[44.0] Checking tx_Data_request for 837404 times 
[44.0] Checking tx_Data_request for 837405 times 
[44.0] Checking tx_Data_request for 837406 times 
[44.0] Checking tx_Data_request for 837407 times 
[44.0] Checking tx_Data_request for 837408 times 
[44.0] Checking tx_Data_request for 837409 times 
[44.0] Checking tx_Data_request for 837410 times 
[44.0] Checking tx_Data_request for 837411 times 
[44.0] Checking tx_Data_request for 837412 times 
[44.0] Checking tx_Data_request for 837413 times 
[44.0] Checking tx_Data_request for 837414 times 
[44.0] Checking tx_Data_request for 837415 times 
[44.0] Checking tx_Data_request for 837416 times 
[44.0] Checking tx_Data_request for 837417 times 
[44.0] Checking tx_Data_request for 837418 times 
[44.0] Checking tx_Data_request for 837419 times 
[44.0] Checking tx_Data_request for 837420 times 
[44.0] Checking tx_Data_request for 837421 times 
[44.0] Checking tx_Data_request for 837422 times 
[44.0] Checking tx_Data_request for 837423 times 
[44.0] Checking tx_Data_request for 837424 times 
[44.0] Checking tx_Data_request for 837425 times 
[44.0] Checking tx_Data_request for 837426 times 
[44.0] Checking tx_Data_request for 837427 times 
[44.0] Checking tx_Data_request for 837428 times 
[44.0] Checking tx_Data_request for 837429 times 
[44.0] Checking tx_Data_request for 837430 times 
[44.0] Checking tx_Data_request for 837431 times 
[44.0] Checking tx_Data_request for 837432 times 
[44.0] Checking tx_Data_request for 837433 times 
[44.0] Checking tx_Data_request for 837434 times 
[44.0] Checking tx_Data_request for 837435 times 
[44.0] Checking tx_Data_request for 837436 times 
[44.0] Checking tx_Data_request for 837437 times 
[44.0][1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m Checking tx_Data_request for 837438 times 
[44.0] Checking tx_Data_request for 837439 times 
[44.0] Checking tx_Data_request for 837440 times 
[44.0] Checking tx_Data_request for 837441 times 
[44.0] Checking tx_Data_request for 837442 times 
[44.0] Checking tx_Data_request for 837443 times 
[44.0] Checking tx_Data_request for 837444 times 
[44.0] Checking tx_Data_request for 837445 times 
[44.0] Checking tx_Data_request for 837446 times 
[44.0] Checking tx_Data_request for 837447 times 
[44.0] Checking tx_Data_request for 837448 times 
[44.0] Checking tx_Data_request for 837449 times 
[44.0] Checking tx_Data_request for 837450 times 
[44.0] Checking tx_Data_request for 837451 times 
[44.0] Checking tx_Data_request for 837452 times 
[44.0] Checking tx_Data_request for 837453 times 
[44.0] Checking tx_Data_request for 837454 times 
[44.0] Checking tx_Data_request for 837455 times 
[44.0] Checking tx_Data_request for 837456 times 
[44.0] Checking tx_Data_request for 837457 times 
[44.0] Checking tx_Data_request for 837458 times 
[44.0] Checking tx_Data_request for 837459 times 
[44.0] Checking tx_Data_request for 837460 times 
[44.0] Checking tx_Data_request for 837461 times 
[44.0] Checking tx_Data_request for 837462 times 
[44.0] Checking tx_Data_request for 837463 times 
[44.0] Checking tx_Data_request for 837464 times 
[44.0] Checking tx_Data_request for 837465 times 
[44.0] Checking tx_Data_request for 837466 times 
[44.0] Checking tx_Data_request for 837467 times 
[44.0] Checking tx_Data_request for 837468 times 
[44.0] Checking tx_Data_request for 837469 times 
[44.0] Checking tx_Data_request for 837470 times 
[44.0] Checking tx_Data_request for 837471 times 
[44.0] Checking tx_Data_request for 837472 times 
[44.0] Checking tx_Data_request for 837473 times 
[44.0] Checking tx_Data_request for 837474 times 
[44.0] Checking tx_Data_request for 837475 times 
[44.0] Checking tx_Data_request for 837476 times 
[44.0] Checking tx_Data_request for 837477 times 
[44.0] Checking tx_Data_request for 837478 times 
[44.0] Checking tx_Data_request for 837479 times 
[44.0] Checking tx_Data_request for 837480 times 
[44.0] Checking tx_Data_request for 837481 times 
[44.0] Checking tx_Data_request for 837482 times 
[44.0] Checking tx_Data_request for 837483 times 
[44.0] Checking tx_Data_request for 837484 times 
[44.0] Checking tx_Data_request for 837485 times 
[44.0] Checking tx_Data_request for 837486 times 
[44.0] Checking tx_Data_request for 837487 times 
[44.0] Checking tx_Data_request for 837488 times 
[44.0] Checking tx_Data_request for 837489 times 
[44.0] Checking tx_Data_request for 837490 times 
[44.0] Checking tx_Data_request for 837491 times 
[44.0] Checking tx_Data_request for 837492 times 
[44.0] Checking tx_Data_request for 837493 times 
[44.0] Checking tx_Data_request for 837494 times 
[44.0] Checking tx_Data_request for 837495 times 
[44.0] Checking tx_Data_request for 837496 times 
[44.0] Checking tx_Data_request for 837497 times 
[44.0] Checking tx_Data_request for 837498 times 
[44.0] Checking tx_Data_request for 837499 times 
[44.0] Checking tx_Data_request for 837500 times 
[44.0] Checking tx_Data_request for 837501 times 
[44.0] Checking tx_Data_request for 837502 times 
[44.0] Checking tx_Data_request for 837503 times 
[44.0] Checking tx_Data_request for 837504 times 
[44.0] Checking tx_Data_request for 837505 times 
[44.0] Checking tx_Data_request for 837506 times 
[44.0] Checking tx_Data_request for 837507 times 
[44.0] Checking tx_Data_request for 837508 times 
[44.0] Checking tx_Data_request for 837509 times 
[44.0] Checking tx_Data_request for 837510 times 
[44.0] Checking tx_Data_request for 837511 times 
[44.0] Checking tx_Data_request for 837512 times 
[44.0] Checking tx_Data_request for 837513 times 
[44.0] Checking tx_Data_request for 837514 times 
[44.0] Checking tx_Data_request for 837515 times 
[44.0] Checking tx_Data_request for 837516 times 
[44.0] Checking tx_Data_request for 837517 times 
[44.0] Checking tx_Data_request for 837518 times 
[44.0] Checking tx_Data_request for 837519 times 
[4[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m4.0] Checking tx_Data_request for 837520 times 
[44.0] Checking tx_Data_request for 837521 times 
[44.0] Checking tx_Data_request for 837522 times 
[44.0] Checking tx_Data_request for 837523 times 
[44.0] Checking tx_Data_request for 837524 times 
[44.0] Checking tx_Data_request for 837525 times 
[44.0] Checking tx_Data_request for 837526 times 
[44.0] Checking tx_Data_request for 837527 times 
[44.0] Checking tx_Data_request for 837528 times 
[44.0] Checking tx_Data_request for 837529 times 
[44.0] Checking tx_Data_request for 837530 times 
[44.0] Checking tx_Data_request for 837531 times 
[44.0] Checking tx_Data_request for 837532 times 
[44.0] Checking tx_Data_request for 837533 times 
[44.0] Checking tx_Data_request for 837534 times 
[44.0] Checking tx_Data_request for 837535 times 
[44.0] Checking tx_Data_request for 837536 times 
[44.0] Checking tx_Data_request for 837537 times 
[44.0] Checking tx_Data_request for 837538 times 
[44.0] Checking tx_Data_request for 837539 times 
[44.0] Checking tx_Data_request for 837540 times 
[44.0] Checking tx_Data_request for 837541 times 
[44.0] Checking tx_Data_request for 837542 times 
[44.0] Checking tx_Data_request for 837543 times 
[44.0] Checking tx_Data_request for 837544 times 
[44.0] Checking tx_Data_request for 837545 times 
[44.0] Checking tx_Data_request for 837546 times 
[44.0] Checking tx_Data_request for 837547 times 
[44.0] Checking tx_Data_request for 837548 times 
[44.0] Checking tx_Data_request for 837549 times 
[44.0] Checking tx_Data_request for 837550 times 
[44.0] Checking tx_Data_request for 837551 times 
[44.0] Checking tx_Data_request for 837552 times 
[44.0] Checking tx_Data_request for 837553 times 
[44.0] Checking tx_Data_request for 837554 times 
[44.0] Checking tx_Data_request for 837555 times 
[44.0] Checking tx_Data_request for 837556 times 
[44.0] Checking tx_Data_request for 837557 times 
[44.0] Checking tx_Data_request for 837558 times 
[44.0] Checking tx_Data_request for 837559 times 
[44.0] Checking tx_Data_request for 837560 times 
[44.0] Checking tx_Data_request for 837561 times 
[44.0] Checking tx_Data_request for 837562 times 
[44.0] Checking tx_Data_request for 837563 times 
[44.0] Checking tx_Data_request for 837564 times 
[44.0] Checking tx_Data_request for 837565 times 
[44.0] Checking tx_Data_request for 837566 times 
[44.0] Checking tx_Data_request for 837567 times 
[44.0] Checking tx_Data_request for 837568 times 
[44.0] Checking tx_Data_request for 837569 times 
[44.0] Checking tx_Data_request for 837570 times 
[44.0] Checking tx_Data_request for 837571 times 
[44.0] Checking tx_Data_request for 837572 times 
[44.0] Checking tx_Data_request for 837573 times 
[44.0] Checking tx_Data_request for 837574 times 
[44.0] Checking tx_Data_request for 837575 times 
[44.0] Checking tx_Data_request for 837576 times 
[44.0] Checking tx_Data_request for 837577 times 
[44.0] Checking tx_Data_request for 837578 times 
[44.0] Checking tx_Data_request for 837579 times 
[44.0] Checking tx_Data_request for 837580 times 
[44.0] Checking tx_Data_request for 837581 times 
[44.0] Checking tx_Data_request for 837582 times 
[44.0] Checking tx_Data_request for 837583 times 
[44.0] Checking tx_Data_request for 837584 times 
[44.0] Checking tx_Data_request for 837585 times 
[44.0] Checking tx_Data_request for 837586 times 
[44.0] Checking tx_Data_request for 837587 times 
[44.0] Checking tx_Data_request for 837588 times 
[44.0] Checking tx_Data_request for 837589 times 
[44.0] Checking tx_Data_request for 837590 times 
[44.0] Checking tx_Data_request for 837591 times 
[44.0] Checking tx_Data_request for 837592 times 
[44.0] Checking tx_Data_request for 837593 times 
[44.0] Checking tx_Data_request for 837594 times 
[44.0] Checking tx_Data_request for 837595 times 
[44.0] Checking tx_Data_request for 837596 times 
[44.0] Checking tx_Data_request for 837597 times 
[44.0] Checking tx_Data_request for 837598 times 
[44.0] Checking tx_Data_request for 837599 times 
[44.0] Checking tx_Data_request for 837600 times 
[44.0] Checking tx_Data_request for 837601 times[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m 
[44.0] Checking tx_Data_request for 837602 times 
[44.0] Checking tx_Data_request for 837603 times 
[44.0] Checking tx_Data_request for 837604 times 
[44.0] Checking tx_Data_request for 837605 times 
[44.0] Checking tx_Data_request for 837606 times 
[44.0] Checking tx_Data_request for 837607 times 
[44.0] Checking tx_Data_request for 837608 times 
[44.0] Checking tx_Data_request for 837609 times 
[44.0] Checking tx_Data_request for 837610 times 
[44.0] Checking tx_Data_request for 837611 times 
[44.0] Checking tx_Data_request for 837612 times 
[44.0] Checking tx_Data_request for 837613 times 
[44.0] Checking tx_Data_request for 837614 times 
[44.0] Checking tx_Data_request for 837615 times 
[44.0] Checking tx_Data_request for 837616 times 
[44.0] Checking tx_Data_request for 837617 times 
[44.0] Checking tx_Data_request for 837618 times 
[44.0] Checking tx_Data_request for 837619 times 
[44.0] Checking tx_Data_request for 837620 times 
[44.0] Checking tx_Data_request for 837621 times 
[44.0] Checking tx_Data_request for 837622 times 
[44.0] Checking tx_Data_request for 837623 times 
[44.0] Checking tx_Data_request for 837624 times 
[44.0] Checking tx_Data_request for 837625 times 
[44.0] Checking tx_Data_request for 837626 times 
[44.0] Checking tx_Data_request for 837627 times 
[44.0] Checking tx_Data_request for 837628 times 
[44.0] Checking tx_Data_request for 837629 times 
[44.0] Checking tx_Data_request for 837630 times 
[44.0] Checking tx_Data_request for 837631 times 
[44.0] Checking tx_Data_request for 837632 times 
[44.0] Checking tx_Data_request for 837633 times 
[44.0] Checking tx_Data_request for 837634 times 
[44.0] Checking tx_Data_request for 837635 times 
[44.0] Checking tx_Data_request for 837636 times 
[44.0] Checking tx_Data_request for 837637 times 
[44.0] Checking tx_Data_request for 837638 times 
[44.0] Checking tx_Data_request for 837639 times 
[44.0] Checking tx_Data_request for 837640 times 
[44.0] Checking tx_Data_request for 837641 times 
[44.0] Checking tx_Data_request for 837642 times 
[44.0] Checking tx_Data_request for 837643 times 
[44.0] Checking tx_Data_request for 837644 times 
[44.0] Checking tx_Data_request for 837645 times 
[44.0] Checking tx_Data_request for 837646 times 
[44.0] Checking tx_Data_request for 837647 times 
[44.0] Checking tx_Data_request for 837648 times 
[44.0] Checking tx_Data_request for 837649 times 
[44.0] Checking tx_Data_request for 837650 times 
[44.0] Checking tx_Data_request for 837651 times 
[44.0] Checking tx_Data_request for 837652 times 
[44.0] Checking tx_Data_request for 837653 times 
[44.0] Checking tx_Data_request for 837654 times 
[44.0] Checking tx_Data_request for 837655 times 
[44.0] Checking tx_Data_request for 837656 times 
[44.0] Checking tx_Data_request for 837657 times 
[44.0] Checking tx_Data_request for 837658 times 
[44.0] Checking tx_Data_request for 837659 times 
[44.0] Checking tx_Data_request for 837660 times 
[44.0] Checking tx_Data_request for 837661 times 
[44.0] Checking tx_Data_request for 837662 times 
[44.0] Checking tx_Data_request for 837663 times 
[44.0] Checking tx_Data_request for 837664 times 
[44.0] Checking tx_Data_request for 837665 times 
[44.0] Checking tx_Data_request for 837666 times 
[44.0] Checking tx_Data_request for 837667 times 
[44.0] Checking tx_Data_request for 837668 times 
[44.0] Checking tx_Data_request for 837669 times 
[44.0] Checking tx_Data_request for 837670 times 
[44.0] Checking tx_Data_request for 837671 times 
[44.0] Checking tx_Data_request for 837672 times 
[44.0] Checking tx_Data_request for 837673 times 
[44.0] Checking tx_Data_request for 837674 times 
[44.0] Checking tx_Data_request for 837675 times 
[44.0] Checking tx_Data_request for 837676 times 
[44.0] Checking tx_Data_request for 837677 times 
[44.0] Checking tx_Data_request for 837678 times 
[44.0] Checking tx_Data_request for 837679 times 
[44.0] Checking tx_Data_request for 837680 times 
[44.0] Checking tx_Data_request for 837681 times 
[44.0] Checking tx_Data_request for 837682 times 
[44.0] Checking tx_Data_request for 837683 t[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mimes 
[44.0] Checking tx_Data_request for 837684 times 
[44.0] Checking tx_Data_request for 837685 times 
[44.0] Checking tx_Data_request for 837686 times 
[44.0] Checking tx_Data_request for 837687 times 
[44.0] Checking tx_Data_request for 837688 times 
[44.0] Checking tx_Data_request for 837689 times 
[44.0] Checking tx_Data_request for 837690 times 
[44.0] Checking tx_Data_request for 837691 times 
[44.0] Checking tx_Data_request for 837692 times 
[44.0] Checking tx_Data_request for 837693 times 
[44.0] Checking tx_Data_request for 837694 times 
[44.0] Checking tx_Data_request for 837695 times 
[44.0] Checking tx_Data_request for 837696 times 
[44.0] Checking tx_Data_request for 837697 times 
[44.0] Checking tx_Data_request for 837698 times 
[44.0] Checking tx_Data_request for 837699 times 
[44.0] Checking tx_Data_request for 837700 times 
[44.0] Checking tx_Data_request for 837701 times 
[44.0] Checking tx_Data_request for 837702 times 
[44.0] Checking tx_Data_request for 837703 times 
[44.0] Checking tx_Data_request for 837704 times 
[44.0] Checking tx_Data_request for 837705 times 
[44.0] Checking tx_Data_request for 837706 times 
[44.0] Checking tx_Data_request for 837707 times 
[44.0] Checking tx_Data_request for 837708 times 
[44.0] Checking tx_Data_request for 837709 times 
[44.0] Checking tx_Data_request for 837710 times 
[44.0] Checking tx_Data_request for 837711 times 
[44.0] Checking tx_Data_request for 837712 times 
[44.0] Checking tx_Data_request for 837713 times 
[44.0] Checking tx_Data_request for 837714 times 
[44.0] Checking tx_Data_request for 837715 times 
[44.0] Checking tx_Data_request for 837716 times 
[44.0] Checking tx_Data_request for 837717 times 
[44.0] Checking tx_Data_request for 837718 times 
[44.0] Checking tx_Data_request for 837719 times 
[44.0] Checking tx_Data_request for 837720 times 
[44.0] Checking tx_Data_request for 837721 times 
[44.0] Checking tx_Data_request for 837722 times 
[44.0] Checking tx_Data_request for 837723 times 
[44.0] Checking tx_Data_request for 837724 times 
[44.0] Checking tx_Data_request for 837725 times 
[44.0] Checking tx_Data_request for 837726 times 
[44.0] Checking tx_Data_request for 837727 times 
[44.0] Checking tx_Data_request for 837728 times 
[44.0] Checking tx_Data_request for 837729 times 
[44.0] Checking tx_Data_request for 837730 times 
[44.0] Checking tx_Data_request for 837731 times 
[44.0] Checking tx_Data_request for 837732 times 
[44.0] Checking tx_Data_request for 837733 times 
[44.0] Checking tx_Data_request for 837734 times 
[44.0] Checking tx_Data_request for 837735 times 
[44.0] Checking tx_Data_request for 837736 times 
[44.0] Checking tx_Data_request for 837737 times 
[44.0] Checking tx_Data_request for 837738 times 
[44.0] Checking tx_Data_request for 837739 times 
[44.0] Checking tx_Data_request for 837740 times 
[44.0] Checking tx_Data_request for 837741 times 
[44.0] Checking tx_Data_request for 837742 times 
[44.0] Checking tx_Data_request for 837743 times 
[44.0] Checking tx_Data_request for 837744 times 
[44.0] Checking tx_Data_request for 837745 times 
[44.0] Checking tx_Data_request for 837746 times 
[44.0] Checking tx_Data_request for 837747 times 
[44.0] Checking tx_Data_request for 837748 times 
[44.0] Checking tx_Data_request for 837749 times 
[44.0] Checking tx_Data_request for 837750 times 
[44.0] Checking tx_Data_request for 837751 times 
[44.0] Checking tx_Data_request for 837752 times 
[44.0] Checking tx_Data_request for 837753 times 
[44.0] Checking tx_Data_request for 837754 times 
[44.0] Checking tx_Data_request for 837755 times 
[44.0] Checking tx_Data_request for 837756 times 
[44.0] Checking tx_Data_request for 837757 times 
[44.0] Checking tx_Data_request for 837758 times 
[44.0] Checking tx_Data_request for 837759 times 
[44.0] Checking tx_Data_request for 837760 times 
[44.0] Checking tx_Data_request for 837761 times 
[44.0] Checking tx_Data_request for 837762 times 
[44.0] Checking tx_Data_request for 837763 times 
[44.0] Checking tx_Data_request for 837764 times 
[44.0] Checking tx_Data_request for 8377[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m65 times 
[44.0] Checking tx_Data_request for 837766 times 
[44.0] Checking tx_Data_request for 837767 times 
[44.0] Checking tx_Data_request for 837768 times 
[44.0] Checking tx_Data_request for 837769 times 
[44.0] Checking tx_Data_request for 837770 times 
[44.0] Checking tx_Data_request for 837771 times 
[44.0] Checking tx_Data_request for 837772 times 
[44.0] Checking tx_Data_request for 837773 times 
[44.0] Checking tx_Data_request for 837774 times 
[44.0] Checking tx_Data_request for 837775 times 
[44.0] Checking tx_Data_request for 837776 times 
[44.0] Checking tx_Data_request for 837777 times 
[44.0] Checking tx_Data_request for 837778 times 
[44.0] Checking tx_Data_request for 837779 times 
[44.0] Checking tx_Data_request for 837780 times 
[44.0] Checking tx_Data_request for 837781 times 
[44.0] Checking tx_Data_request for 837782 times 
[44.0] Checking tx_Data_request for 837783 times 
[44.0] Checking tx_Data_request for 837784 times 
[44.0] Checking tx_Data_request for 837785 times 
[44.0] Checking tx_Data_request for 837786 times 
[44.0] Checking tx_Data_request for 837787 times 
[44.0] Checking tx_Data_request for 837788 times 
[44.0] Checking tx_Data_request for 837789 times 
[44.0] Checking tx_Data_request for 837790 times 
[44.0] Checking tx_Data_request for 837791 times 
[44.0] Checking tx_Data_request for 837792 times 
[44.0] Checking tx_Data_request for 837793 times 
[44.0] Checking tx_Data_request for 837794 times 
[44.0] Checking tx_Data_request for 837795 times 
[44.0] Checking tx_Data_request for 837796 times 
[44.0] Checking tx_Data_request for 837797 times 
[44.0] Checking tx_Data_request for 837798 times 
[44.0] Checking tx_Data_request for 837799 times 
[44.0] Checking tx_Data_request for 837800 times 
[44.0] Checking tx_Data_request for 837801 times 
[44.0] Checking tx_Data_request for 837802 times 
[44.0] Checking tx_Data_request for 837803 times 
[44.0] Checking tx_Data_request for 837804 times 
[44.0] Checking tx_Data_request for 837805 times 
[44.0] Checking tx_Data_request for 837806 times 
[44.0] Checking tx_Data_request for 837807 times 
[44.0] Checking tx_Data_request for 837808 times 
[44.0] Checking tx_Data_request for 837809 times 
[44.0] Checking tx_Data_request for 837810 times 
[44.0] Checking tx_Data_request for 837811 times 
[44.0] Checking tx_Data_request for 837812 times 
