hecking tx_Data_request for 793365 times 
[44.0] Checking tx_Data_request for 811495 times 
[44.0] Checking tx_Data_request for 811496 times 
[44.0] Checking tx_Data_request for 811497 times 
[44.0] Checking tx_Data_request for 811498 times 
[44.0] Checking tx_Data_request for 811499 times 
[44.0] Checking tx_Data_request for 811500 times 
[44.0] Checking tx_Data_request for 811501 times 
[44.0] Checking tx_Data_request for 811502 times 
[44.0] Checking tx_Data_request for 811503 times 
[44.0] Checking tx_Data_request for 811504 times 
[44.0] Checking tx_Data_request for 811505 times 
[44.0] Checking tx_Data_request for 811506 times 
[44.0] Checking tx_Data_request for 811507 times 
[44.0] Checking tx_Data_request for 811508 times 
[44.0] Checking tx_Data_request for 811509 times 
[44.0] Checking tx_Data_request for 811510 times 
[44.0] Checking tx_Data_request for 811511 times 
[44.0] Checking tx_Data_request for 811512 times 
[44.0] Checking tx_Data_request for 811513 times 
[44.0] Checking tx_Data_request for 811514 times 
[44.0] Checking tx_Data_request for 811515 times 
[44.0] Checking tx_Data_request for 811516 times 
[44.0] Checking tx_Data_request for 811517 times 
[44.0] Checking tx_Data_request for 811518 times 
[44.0] Checking tx_Data_request for 811519 times 
[44.0] Checking tx_Data_request for 811520 times 
[44.0] Checking tx_Data_request for 811521 times 
[44.0] Checking tx_Data_request for 811522 times 
[44.0] Checking tx_Data_request for 811523 times 
[44.0] Checking tx_Data_request for 811524 times 
[44.0] Checking tx_Data_request for 811525 times 
[44.0] Checking tx_Data_request for 811526 times 
[44.0] Checking tx_Data_request for 811527 times 
[44.0] Checking tx_Data_request for 811528 times 
[44.0] Checking tx_Data_request for 811529 times 
[44.0] Checking tx_Data_request for 811530 times 
[44.0] Checking tx_Data_request for 811531 times 
[44.0] Checking tx_Data_request for 811532 times 
[44.0] Checking tx_Data_request for 811533 times 
[44.0] Checking tx_Data_request for 811534 times 
[44.0] Checking tx_Data_request for 811535 times 
[44.0] Checking tx_Data_request for 811536 times 
[44.0] Checking tx_Data_request for 811537 times 
[44.0] Checking tx_Data_request for 811538 times 
[44.0] Checking tx_Data_request for 811539 times 
[44.0] Checking tx_Data_request for 811540 times 
[44.0] Checking tx_Data_request for 811541 times 
[44.0] Checking tx_Data_request for 811542 times 
[44.0] Checking tx_Data_request for 811543 times 
[44.0] Checking tx_Data_request for 811544 times 
[44.0] Checking tx_Data_request for 811545 times 
[44.0] Checking tx_Data_request for 811546 times 
[44.0] Checking tx_Data_request for 811547 times 
[44.0] Checking tx_Data_request for 811548 times 
[44.0] Checking tx_Data_request for 811549 times 
[44.0] Checking tx_Data_request for 811550 times 
[44.0] Checking tx_D[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mata_request for 811551 times 
[44.0] Checking tx_Data_request for 811552 times 
[44.0] Checking tx_Data_request for 811553 times 
[44.0] Checking tx_Data_request for 811554 times 
[44.0] Checking tx_Data_request for 811555 times 
[44.0] Checking tx_Data_request for 811556 times 
[44.0] Checking tx_Data_request for 811557 times 
[44.0] Checking tx_Data_request for 811558 times 
[44.0] Checking tx_Data_request for 811559 times 
[44.0] Checking tx_Data_request for 811560 times 
[44.0] Checking tx_Data_request for 811561 times 
[44.0] Checking tx_Data_request for 811562 times 
[44.0] Checking tx_Data_request for 811563 times 
[44.0] Checking tx_Data_request for 811564 times 
[44.0] Checking tx_Data_request for 811565 times 
[44.0] Checking tx_Data_request for 811566 times 
[44.0] Checking tx_Data_request for 811567 times 
[44.0] Checking tx_Data_request for 811568 times 
[44.0] Checking tx_Data_request for 811569 times 
[44.0] Checking tx_Data_request for 811570 times 
[44.0] Checking tx_Data_request for 811571 times 
[44.0] Checking tx_Data_request for 811572 times 
[44.0] Checking tx_Data_request for 811573 times 
[44.0] Checking tx_Data_request for 811574 times 
[44.0] Checking tx_Data_request for 811575 times 
[44.0] Checking tx_Data_request for 811576 times 
[44.0] Checking tx_Data_request for 811577 times 
[44.0] Checking tx_Data_request for 811578 times 
[44.0] Checking tx_Data_request for 811579 times 
[44.0] Checking tx_Data_request for 811580 times 
[44.0] Checking tx_Data_request for 811581 times 
[44.0] Checking tx_Data_request for 811582 times 
[44.0] Checking tx_Data_request for 811583 times 
[44.0] Checking tx_Data_request for 811584 times 
[44.0] Checking tx_Data_request for 811585 times 
[44.0] Checking tx_Data_request for 811586 times 
[44.0] Checking tx_Data_request for 811587 times 
[44.0] Checking tx_Data_request for 811588 times 
[44.0] Checking tx_Data_request for 811589 times 
[44.0] Checking tx_Data_request for 811590 times 
[44.0] Checking tx_Data_request for 811591 times 
[44.0] Checking tx_Data_request for 811592 times 
[44.0] Checking tx_Data_request for 811593 times 
[44.0] Checking tx_Data_request for 811594 times 
[44.0] Checking tx_Data_request for 811595 times 
[44.0] Checking tx_Data_request for 811596 times 
[44.0] Checking tx_Data_request for 811597 times 
[44.0] Checking tx_Data_request for 811598 times 
[44.0] Checking tx_Data_request for 811599 times 
[44.0] Checking tx_Data_request for 811600 times 
[44.0] Checking tx_Data_request for 811601 times 
[44.0] Checking tx_Data_request for 811602 times 
[44.0] Checking tx_Data_request for 811603 times 
[44.0] Checking tx_Data_request for 811604 times 
[44.0] Checking tx_Data_request for 811605 times 
[44.0] Checking tx_Data_request for 811606 times 
[44.0] Checking tx_Data_request for 811607 times 
[44.0] Checking tx_Data_request for 811608 times 
[44.0] Checking tx_Data_request for 811609 times 
[44.0] Checking tx_Data_request for 811610 times 
[44.0] Checking tx_Data_request for 811611 times 
[44.0] Checking tx_Data_request for 811612 times 
[44.0] Checking tx_Data_request for 811613 times 
[44.0] Checking tx_Data_request for 811614 times 
[44.0] Checking tx_Data_request for 811615 times 
[44.0] Checking tx_Data_request for 811616 times 
[44.0] Checking tx_Data_request for 811617 times 
[44.0] Checking tx_Data_request for 811618 times 
[44.0] Checking tx_Data_request for 811619 times 
[44.0] Checking tx_Data_request for 811620 times 
[44.0] Checking tx_Data_request for 811621 times 
[44.0] Checking tx_Data_request for 811622 times 
[44.0] Checking tx_Data_request for 811623 times 
[44.0] Checking tx_Data_request for 811624 times 
[44.0] Checking tx_Data_request for 811625 times 
[44.0] Checking tx_Data_request for 811626 times 
[44.0] Checking tx_Data_request for 811627 times 
[44.0] Checking tx_Data_request for 811628 times 
[44.0] Checking tx_Data_request for 811629 times 
[44.0] Checking tx_Data_request for 811630 times 
[44.0] Checking tx_Data_request for 811631 times 
[44.0] Checking tx_Data_request for 811632 times 
[44.0] Checking [1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mtx_Data_request for 811633 times 
[44.0] Checking tx_Data_request for 811634 times 
[44.0] Checking tx_Data_request for 811635 times 
[44.0] Checking tx_Data_request for 811636 times 
[44.0] Checking tx_Data_request for 811637 times 
[44.0] Checking tx_Data_request for 811638 times 
[44.0] Checking tx_Data_request for 811639 times 
[44.0] Checking tx_Data_request for 811640 times 
[44.0] Checking tx_Data_request for 811641 times 
[44.0] Checking tx_Data_request for 811642 times 
[44.0] Checking tx_Data_request for 811643 times 
[44.0] Checking tx_Data_request for 811644 times 
[44.0] Checking tx_Data_request for 811645 times 
[44.0] Checking tx_Data_request for 811646 times 
[44.0] Checking tx_Data_request for 811647 times 
[44.0] Checking tx_Data_request for 811648 times 
[44.0] Checking tx_Data_request for 811649 times 
[44.0] Checking tx_Data_request for 811650 times 
[44.0] Checking tx_Data_request for 811651 times 
[44.0] Checking tx_Data_request for 811652 times 
[44.0] Checking tx_Data_request for 811653 times 
[44.0] Checking tx_Data_request for 811654 times 
[44.0] Checking tx_Data_request for 811655 times 
[44.0] Checking tx_Data_request for 811656 times 
[44.0] Checking tx_Data_request for 811657 times 
[44.0] Checking tx_Data_request for 811658 times 
[44.0] Checking tx_Data_request for 811659 times 
[44.0] Checking tx_Data_request for 811660 times 
[44.0] Checking tx_Data_request for 811661 times 
[44.0] Checking tx_Data_request for 811662 times 
[44.0] Checking tx_Data_request for 811663 times 
[44.0] Checking tx_Data_request for 811664 times 
[44.0] Checking tx_Data_request for 811665 times 
[44.0] Checking tx_Data_request for 811666 times 
[44.0] Checking tx_Data_request for 811667 times 
[44.0] Checking tx_Data_request for 811668 times 
[44.0] Checking tx_Data_request for 811669 times 
[44.0] Checking tx_Data_request for 811670 times 
[44.0] Checking tx_Data_request for 811671 times 
[44.0] Checking tx_Data_request for 811672 times 
[44.0] Checking tx_Data_request for 811673 times 
[44.0] Checking tx_Data_request for 811674 times 
[44.0] Checking tx_Data_request for 811675 times 
[44.0] Checking tx_Data_request for 811676 times 
[44.0] Checking tx_Data_request for 811677 times 
[44.0] Checking tx_Data_request for 811678 times 
[44.0] Checking tx_Data_request for 811679 times 
[44.0] Checking tx_Data_request for 811680 times 
[44.0] Checking tx_Data_request for 811681 times 
[44.0] Checking tx_Data_request for 811682 times 
[44.0] Checking tx_Data_request for 811683 times 
[44.0] Checking tx_Data_request for 811684 times 
[44.0] Checking tx_Data_request for 811685 times 
[44.0] Checking tx_Data_request for 811686 times 
[44.0] Checking tx_Data_request for 811687 times 
[44.0] Checking tx_Data_request for 811688 times 
[44.0] Checking tx_Data_request for 811689 times 
[44.0] Checking tx_Data_request for 811690 times 
[44.0] Checking tx_Data_request for 811691 times 
[44.0] Checking tx_Data_request for 811692 times 
[44.0] Checking tx_Data_request for 811693 times 
[44.0] Checking tx_Data_request for 811694 times 
[44.0] Checking tx_Data_request for 811695 times 
[44.0] Checking tx_Data_request for 811696 times 
[44.0] Checking tx_Data_request for 811697 times 
[44.0] Checking tx_Data_request for 811698 times 
[44.0] Checking tx_Data_request for 811699 times 
[44.0] Checking tx_Data_request for 811700 times 
[44.0] Checking tx_Data_request for 811701 times 
[44.0] Checking tx_Data_request for 811702 times 
[44.0] Checking tx_Data_request for 811703 times 
[44.0] Checking tx_Data_request for 811704 times 
[44.0] Checking tx_Data_request for 811705 times 
[44.0] Checking tx_Data_request for 811706 times 
[44.0] Checking tx_Data_request for 811707 times 
[44.0] Checking tx_Data_request for 811708 times 
[44.0] Checking tx_Data_request for 811709 times 
[44.0] Checking tx_Data_request for 811710 times 
[44.0] Checking tx_Data_request for 811711 times 
[44.0] Checking tx_Data_request for 811712 times 
[44.0] Checking tx_Data_request for 811713 times 
[44.0] Checking tx_Data_request for 811714 times 
[44.0] Check[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0ming tx_Data_request for 811715 times 
[44.0] Checking tx_Data_request for 811716 times 
[44.0] Checking tx_Data_request for 811717 times 
[44.0] Checking tx_Data_request for 811718 times 
[44.0] Checking tx_Data_request for 811719 times 
[44.0] Checking tx_Data_request for 811720 times 
[44.0] Checking tx_Data_request for 811721 times 
[44.0] Checking tx_Data_request for 811722 times 
[44.0] Checking tx_Data_request for 811723 times 
[44.0] Checking tx_Data_request for 811724 times 
[44.0] Checking tx_Data_request for 811725 times 
[44.0] Checking tx_Data_request for 811726 times 
[44.0] Checking tx_Data_request for 811727 times 
[44.0] Checking tx_Data_request for 811728 times 
[44.0] Checking tx_Data_request for 811729 times 
[44.0] Checking tx_Data_request for 811730 times 
[44.0] Checking tx_Data_request for 811731 times 
[44.0] Checking tx_Data_request for 811732 times 
[44.0] Checking tx_Data_request for 811733 times 
[44.0] Checking tx_Data_request for 811734 times 
[44.0] Checking tx_Data_request for 811735 times 
[44.0] Checking tx_Data_request for 811736 times 
[44.0] Checking tx_Data_request for 811737 times 
[44.0] Checking tx_Data_request for 811738 times 
[44.0] Checking tx_Data_request for 811739 times 
[44.0] Checking tx_Data_request for 811740 times 
[44.0] Checking tx_Data_request for 811741 times 
[44.0] Checking tx_Data_request for 811742 times 
[44.0] Checking tx_Data_request for 811743 times 
[44.0] Checking tx_Data_request for 811744 times 
[44.0] Checking tx_Data_request for 811745 times 
[44.0] Checking tx_Data_request for 811746 times 
[44.0] Checking tx_Data_request for 811747 times 
[44.0] Checking tx_Data_request for 811748 times 
[44.0] Checking tx_Data_request for 811749 times 
[44.0] Checking tx_Data_request for 811750 times 
[44.0] Checking tx_Data_request for 811751 times 
[44.0] Checking tx_Data_request for 811752 times 
[44.0] Checking tx_Data_request for 811753 times 
[44.0] Checking tx_Data_request for 811754 times 
[44.0] Checking tx_Data_request for 811755 times 
[44.0] Checking tx_Data_request for 811756 times 
[44.0] Checking tx_Data_request for 811757 times 
[44.0] Checking tx_Data_request for 811758 times 
[44.0] Checking tx_Data_request for 811759 times 
[44.0] Checking tx_Data_request for 811760 times 
[44.0] Checking tx_Data_request for 811761 times 
[44.0] Checking tx_Data_request for 811762 times 
[44.0] Checking tx_Data_request for 811763 times 
[44.0] Checking tx_Data_request for 811764 times 
[44.0] Checking tx_Data_request for 811765 times 
[44.0] Checking tx_Data_request for 811766 times 
[44.0] Checking tx_Data_request for 811767 times 
[44.0] Checking tx_Data_request for 811768 times 
[44.0] Checking tx_Data_request for 811769 times 
[44.0] Checking tx_Data_request for 811770 times 
[44.0] Checking tx_Data_request for 811771 times 
[44.0] Checking tx_Data_request for 811772 times 
[44.0] Checking tx_Data_request for 811773 times 
[44.0] Checking tx_Data_request for 811774 times 
[44.0] Checking tx_Data_request for 811775 times 
[44.0] Checking tx_Data_request for 811776 times 
[44.0] Checking tx_Data_request for 811777 times 
[44.0] Checking tx_Data_request for 811778 times 
[44.0] Checking tx_Data_request for 811779 times 
[44.0] Checking tx_Data_request for 811780 times 
[44.0] Checking tx_Data_request for 811781 times 
[44.0] Checking tx_Data_request for 811782 times 
[44.0] Checking tx_Data_request for 811783 times 
[44.0] Checking tx_Data_request for 811784 times 
[44.0] Checking tx_Data_request for 811785 times 
[44.0] Checking tx_Data_request for 811786 times 
[44.0] Checking tx_Data_request for 811787 times 
[44.0] Checking tx_Data_request for 811788 times 
[44.0] Checking tx_Data_request for 811789 times 
[44.0] Checking tx_Data_request for 811790 times 
[44.0] Checking tx_Data_request for 811791 times 
[44.0] Checking tx_Data_request for 811792 times 
[44.0] Checking tx_Data_request for 811793 times 
[44.0] Checking tx_Data_request for 811794 times 
[44.0] Checking tx_Data_request for 811795 times 
[44.0] Checking tx_Data_request for 811796 times 
[44.0] C[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mhecking tx_Data_request for 811797 times 
[44.0] Checking tx_Data_request for 811798 times 
[44.0] Checking tx_Data_request for 811799 times 
[44.0] Checking tx_Data_request for 811800 times 
[44.0] Checking tx_Data_request for 811801 times 
[44.0] Checking tx_Data_request for 811802 times 
[44.0] Checking tx_Data_request for 811803 times 
[44.0] Checking tx_Data_request for 811804 times 
[44.0] Checking tx_Data_request for 811805 times 
[44.0] Checking tx_Data_request for 811806 times 
[44.0] Checking tx_Data_request for 811807 times 
[44.0] Checking tx_Data_request for 811808 times 
[44.0] Checking tx_Data_request for 811809 times 
[44.0] Checking tx_Data_request for 811810 times 
[44.0] Checking tx_Data_request for 811811 times 
[44.0] Checking tx_Data_request for 811812 times 
[44.0] Checking tx_Data_request for 811813 times 
[44.0] Checking tx_Data_request for 811814 times 
[44.0] Checking tx_Data_request for 811815 times 
[44.0] Checking tx_Data_request for 811816 times 
[44.0] Checking tx_Data_request for 811817 times 
[44.0] Checking tx_Data_request for 811818 times 
[44.0] Checking tx_Data_request for 811819 times 
[44.0] Checking tx_Data_request for 811820 times 
[44.0] Checking tx_Data_request for 811821 times 
[44.0] Checking tx_Data_request for 811822 times 
[44.0] Checking tx_Data_request for 811823 times 
[44.0] Checking tx_Data_request for 811824 times 
[44.0] Checking tx_Data_request for 811825 times 
[44.0] Checking tx_Data_request for 811826 times 
[44.0] Checking tx_Data_request for 811827 times 
[44.0] Checking tx_Data_request for 811828 times 
[44.0] Checking tx_Data_request for 811829 times 
[44.0] Checking tx_Data_request for 811830 times 
[44.0] Checking tx_Data_request for 811831 times 
[44.0] Checking tx_Data_request for 811832 times 
[44.0] Checking tx_Data_request for 811833 times 
[44.0] Checking tx_Data_request for 811834 times 
[44.0] Checking tx_Data_request for 811835 times 
[44.0] Checking tx_Data_request for 811836 times 
[44.0] Checking tx_Data_request for 811837 times 
[44.0] Checking tx_Data_request for 811838 times 
[44.0] Checking tx_Data_request for 811839 times 
[44.0] Checking tx_Data_request for 811840 times 
[44.0] Checking tx_Data_request for 811841 times 
[44.0] Checking tx_Data_request for 811842 times 
[44.0] Checking tx_Data_request for 811843 times 
[44.0] Checking tx_Data_request for 811844 times 
[44.0] Checking tx_Data_request for 811845 times 
[44.0] Checking tx_Data_request for 811846 times 
[44.0] Checking tx_Data_request for 811847 times 
[44.0] Checking tx_Data_request for 811848 times 
[44.0] Checking tx_Data_request for 811849 times 
[44.0] Checking tx_Data_request for 811850 times 
[44.0] Checking tx_Data_request for 811851 times 
[44.0] Checking tx_Data_request for 811852 times 
[44.0] Checking tx_Data_request for 811853 times 
[44.0] Checking tx_Data_request for 811854 times 
[44.0] Checking tx_Data_request for 811855 times 
[44.0] Checking tx_Data_request for 811856 times 
[44.0] Checking tx_Data_request for 811857 times 
[44.0] Checking tx_Data_request for 811858 times 
[44.0] Checking tx_Data_request for 811859 times 
[44.0] Checking tx_Data_request for 811860 times 
[44.0] Checking tx_Data_request for 811861 times 
[44.0] Checking tx_Data_request for 811862 times 
[44.0] Checking tx_Data_request for 811863 times 
[44.0] Checking tx_Data_request for 811864 times 
[44.0] Checking tx_Data_request for 811865 times 
[44.0] Checking tx_Data_request for 811866 times 
[44.0] Checking tx_Data_request for 811867 times 
[44.0] Checking tx_Data_request for 811868 times 
[44.0] Checking tx_Data_request for 811869 times 
[44.0] Checking tx_Data_request for 811870 times 
[44.0] Checking tx_Data_request for 811871 times 
[44.0] Checking tx_Data_request for 811872 times 
[44.0] Checking tx_Data_request for 811873 times 
[44.0] Checking tx_Data_request for 811874 times 
[44.0] Checking tx_Data_request for 811875 times 
[44.0] Checking tx_Data_request for 811876 times 
[44.0] Checking tx_Data_request for 811877 times 
[44.0] Checking tx_Data_request for 811878 times 
[44.[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m0] Checking tx_Data_request for 811879 times 
[44.0] Checking tx_Data_request for 811880 times 
[44.0] Checking tx_Data_request for 811881 times 
[44.0] Checking tx_Data_request for 811882 times 
[44.0] Checking tx_Data_request for 811883 times 
[44.0] Checking tx_Data_request for 811884 times 
[44.0] Checking tx_Data_request for 811885 times 
[44.0] Checking tx_Data_request for 811886 times 
[44.0] Checking tx_Data_request for 811887 times 
[44.0] Checking tx_Data_request for 811888 times 
[44.0] Checking tx_Data_request for 811889 times 
[44.0] Checking tx_Data_request for 811890 times 
[44.0] Checking tx_Data_request for 811891 times 
[44.0] Checking tx_Data_request for 811892 times 
[44.0] Checking tx_Data_request for 811893 times 
[44.0] Checking tx_Data_request for 811894 times 
[44.0] Checking tx_Data_request for 811895 times 
[44.0] Checking tx_Data_request for 811896 times 
[44.0] Checking tx_Data_request for 811897 times 
[44.0] Checking tx_Data_request for 811898 times 
[44.0] Checking tx_Data_request for 811899 times 
[44.0] Checking tx_Data_request for 811900 times 
[44.0] Checking tx_Data_request for 811901 times 
[44.0] Checking tx_Data_request for 811902 times 
[44.0] Checking tx_Data_request for 811903 times 
[44.0] Checking tx_Data_request for 811904 times 
[44.0] Checking tx_Data_request for 811905 times 
[44.0] Checking tx_Data_request for 811906 times 
[44.0] Checking tx_Data_request for 811907 times 
[44.0] Checking tx_Data_request for 811908 times 
[44.0] Checking tx_Data_request for 811909 times 
[44.0] Checking tx_Data_request for 811910 times 
[44.0] Checking tx_Data_request for 811911 times 
[44.0] Checking tx_Data_request for 811912 times 
[44.0] Checking tx_Data_request for 811913 times 
[44.0] Checking tx_Data_request for 811914 times 
[44.0] Checking tx_Data_request for 811915 times 
[44.0] Checking tx_Data_request for 811916 times 
[44.0] Checking tx_Data_request for 811917 times 
[44.0] Checking tx_Data_request for 811918 times 
[44.0] Checking tx_Data_request for 811919 times 
[44.0] Checking tx_Data_request for 811920 times 
[44.0] Checking tx_Data_request for 811921 times 
[44.0] Checking tx_Data_request for 811922 times 
[44.0] Checking tx_Data_request for 811923 times 
[44.0] Checking tx_Data_request for 811924 times 
[44.0] Checking tx_Data_request for 811925 times 
[44.0] Checking tx_Data_request for 811926 times 
[44.0] Checking tx_Data_request for 811927 times 
[44.0] Checking tx_Data_request for 811928 times 
[44.0] Checking tx_Data_request for 811929 times 
[44.0] Checking tx_Data_request for 811930 times 
[44.0] Checking tx_Data_request for 811931 times 
[44.0] Checking tx_Data_request for 811932 times 
[44.0] Checking tx_Data_request for 811933 times 
[44.0] Checking tx_Data_request for 811934 times 
[44.0] Checking tx_Data_request for 811935 times 
[44.0] Checking tx_Data_request for 811936 times 
[44.0] Checking tx_Data_request for 811937 times 
[44.0] Checking tx_Data_request for 811938 times 
[44.0] Checking tx_Data_request for 811939 times 
[44.0] Checking tx_Data_request for 811940 times 
[44.0] Checking tx_Data_request for 811941 times 
[44.0] Checking tx_Data_request for 811942 times 
[44.0] Checking tx_Data_request for 811943 times 
[44.0] Checking tx_Data_request for 811944 times 
[44.0] Checking tx_Data_request for 811945 times 
[44.0] Checking tx_Data_request for 811946 times 
[44.0] Checking tx_Data_request for 811947 times 
[44.0] Checking tx_Data_request for 811948 times 
[44.0] Checking tx_Data_request for 811949 times 
[44.0] Checking tx_Data_request for 811950 times 
[44.0] Checking tx_Data_request for 811951 times 
[44.0] Checking tx_Data_request for 811952 times 
[44.0] Checking tx_Data_request for 811953 times 
[44.0] Checking tx_Data_request for 811954 times 
[44.0] Checking tx_Data_request for 811955 times 
[44.0] Checking tx_Data_request for 811956 times 
[44.0] Checking tx_Data_request for 811957 times 
[44.0] Checking tx_Data_request for 811958 times 
[44.0] Checking tx_Data_request for 811959 times 
[44.0] Checking tx_Data_request for 811960 times 
[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[44.0] Checking tx_Data_request for 811961 times 
[44.0] Checking tx_Data_request for 811962 times 
[44.0] Checking tx_Data_request for 811963 times 
[44.0] Checking tx_Data_request for 811964 times 
[44.0] Checking tx_Data_request for 811965 times 
[44.0] Checking tx_Data_request for 811966 times 
[44.0] Checking tx_Data_request for 811967 times 
[44.0] Checking tx_Data_request for 811968 times 
[44.0] Checking tx_Data_request for 811969 times 
[44.0] Checking tx_Data_request for 811970 times 
[44.0] Checking tx_Data_request for 811971 times 
[44.0] Checking tx_Data_request for 811972 times 
[44.0] Checking tx_Data_request for 811973 times 
[44.0] Checking tx_Data_request for 811974 times 
[44.0] Checking tx_Data_request for 811975 times 
[44.0] Checking tx_Data_request for 811976 times 
[44.0] Checking tx_Data_request for 811977 times 
[44.0] Checking tx_Data_request for 811978 times 
[44.0] Checking tx_Data_request for 811979 times 
[44.0] Checking tx_Data_request for 811980 times 
[44.0] Checking tx_Data_request for 811981 times 
[44.0] Checking tx_Data_request for 811982 times 
[44.0] Checking tx_Data_request for 811983 times 
[44.0] Checking tx_Data_request for 811984 times 
[44.0] Checking tx_Data_request for 811985 times 
[44.0] Checking tx_Data_request for 811986 times 
[44.0] Checking tx_Data_request for 811987 times 
[44.0] Checking tx_Data_request for 811988 times 
[44.0] Checking tx_Data_request for 811989 times 
[44.0] Checking tx_Data_request for 811990 times 
[44.0] Checking tx_Data_request for 811991 times 
[44.0] Checking tx_Data_request for 811992 times 
[44.0] Checking tx_Data_request for 811993 times 
[44.0] Checking tx_Data_request for 811994 times 
[44.0] Checking tx_Data_request for 811995 times 
[44.0] Checking tx_Data_request for 811996 times 
[44.0] Checking tx_Data_request for 811997 times 
[44.0] Checking tx_Data_request for 811998 times 
[44.0] Checking tx_Data_request for 811999 times 
[44.0] Checking tx_Data_request for 812000 times 
[44.0] Checking tx_Data_request for 812001 times 
[44.0] Checking tx_Data_request for 812002 times 
[44.0] Checking tx_Data_request for 812003 times 
[44.0] Checking tx_Data_request for 812004 times 
[44.0] Checking tx_Data_request for 812005 times 
[44.0] Checking tx_Data_request for 812006 times 
[44.0] Checking tx_Data_request for 812007 times 
[44.0] Checking tx_Data_request for 812008 times 
[44.0] Checking tx_Data_request for 812009 times 
[44.0] Checking tx_Data_request for 812010 times 
[44.0] Checking tx_Data_request for 812011 times 
[44.0] Checking tx_Data_request for 812012 times 
[44.0] Checking tx_Data_request for 812013 times 
[44.0] Checking tx_Data_request for 812014 times 
[44.0] Checking tx_Data_request for 812015 times 
[44.0] Checking tx_Data_request for 812016 times 
[44.0] Checking tx_Data_request for 812017 times 
[44.0] Checking tx_Data_request for 812018 times 
[44.0] Checking tx_Data_request for 812019 times 
[44.0] Checking tx_Data_request for 812020 times 
[44.0] Checking tx_Data_request for 812021 times 
[44.0] Checking tx_Data_request for 812022 times 
[44.0] Checking tx_Data_request for 812023 times 
[44.0] Checking tx_Data_request for 812024 times 
[44.0] Checking tx_Data_request for 812025 times 
[44.0] Checking tx_Data_request for 812026 times 
[44.0] Checking tx_Data_request for 812027 times 
[44.0] Checking tx_Data_request for 812028 times 
[44.0] Checking tx_Data_request for 812029 times 
[44.0] Checking tx_Data_request for 812030 times 
[44.0] Checking tx_Data_request for 812031 times 
[44.0] Checking tx_Data_request for 812032 times 
[44.0] Checking tx_Data_request for 812033 times 
[44.0] Checking tx_Data_request for 812034 times 
[44.0] Checking tx_Data_request for 812035 times 
[44.0] Checking tx_Data_request for 812036 times 
[44.0] Checking tx_Data_request for 812037 times 
[44.0] Checking tx_Data_request for 812038 times 
[44.0] Checking tx_Data_request for 812039 times 
[44.0] Checking tx_Data_request for 812040 times 
[44.0] Checking tx_Data_request for 812041 times 
[44.0] Checking tx_Data_request for 812042 tim[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mes 
[44.0] Checking tx_Data_request for 812043 times 
[44.0] Checking tx_Data_request for 812044 times 
[44.0] Checking tx_Data_request for 812045 times 
[44.0] Checking tx_Data_request for 812046 times 
[44.0] Checking tx_Data_request for 812047 times 
[44.0] Checking tx_Data_request for 812048 times 
[44.0] Checking tx_Data_request for 812049 times 
[44.0] Checking tx_Data_request for 812050 times 
[44.0] Checking tx_Data_request for 812051 times 
[44.0] Checking tx_Data_request for 812052 times 
[44.0] Checking tx_Data_request for 812053 times 
[44.0] Checking tx_Data_request for 812054 times 
[44.0] Checking tx_Data_request for 812055 times 
[44.0] Checking tx_Data_request for 812056 times 
[44.0] Checking tx_Data_request for 812057 times 
[44.0] Checking tx_Data_request for 812058 times 
[44.0] Checking tx_Data_request for 812059 times 
[44.0] Checking tx_Data_request for 812060 times 
[44.0] Checking tx_Data_request for 812061 times 
[44.0] Checking tx_Data_request for 812062 times 
[44.0] Checking tx_Data_request for 812063 times 
[44.0] Checking tx_Data_request for 812064 times 
[44.0] Checking tx_Data_request for 812065 times 
[44.0] Checking tx_Data_request for 812066 times 
[44.0] Checking tx_Data_request for 812067 times 
[44.0] Checking tx_Data_request for 812068 times 
[44.0] Checking tx_Data_request for 812069 times 
[44.0] Checking tx_Data_request for 812070 times 
[44.0] Checking tx_Data_request for 812071 times 
[44.0] Checking tx_Data_request for 812072 times 
[44.0] Checking tx_Data_request for 812073 times 
