Data plane is up
Running irtt
UE IP is 10.45.0.5
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=21ms rd=-51.85ms sd=72.85ms ipdv=n/a
seq=1 rtt=26.05ms rd=-51.48ms sd=77.53ms ipdv=5.05ms
seq=2 rtt=10.95ms rd=-51.67ms sd=62.62ms ipdv=15.1ms
seq=3 rtt=16.65ms rd=-51.34ms sd=67.99ms ipdv=5.7ms
seq=4 rtt=22.5ms rd=-51.22ms sd=73.72ms ipdv=5.85ms
seq=5 rtt=27.3ms rd=-51.57ms sd=78.86ms ipdv=4.8ms
seq=6 rtt=11.95ms rd=-51.56ms sd=63.51ms ipdv=15.35ms
seq=7 rtt=15.2ms rd=-51.31ms sd=66.51ms ipdv=3.25ms
seq=8 rtt=20.35ms rd=-51.38ms sd=71.73ms ipdv=5.15ms
seq=9 rtt=26.05ms rd=-51.34ms sd=77.38ms ipdv=5.7ms
seq=10 rtt=29.5ms rd=-51.26ms sd=80.76ms ipdv=3.45ms
seq=11 rtt=13.45ms rd=-51.37ms sd=64.82ms ipdv=16.05ms
seq=12 rtt=18.75ms rd=-51.24ms sd=69.99ms ipdv=5.3ms
seq=13 rtt=23.35ms rd=-51.45ms sd=74.8ms ipdv=4.6ms
seq=14 rtt=29ms rd=-51.19ms sd=80.19ms ipdv=5.65ms
seq=15 rtt=12.25ms rd=-51.19ms sd=63.44ms ipdv=16.75ms
seq=16 rtt=19.25ms rd=-50.82ms sd=70.07ms ipdv=7ms
seq=17 rtt=22.75ms rd=-51.09ms sd=73.84ms ipdv=3.5ms
seq=18 rtt=29.95ms rd=-51.26ms sd=81.16ms ipdv=7.2ms
seq=19 rtt=13.15ms rd=-51.06ms sd=64.21ms ipdv=16.8ms
seq=20 rtt=19.2ms rd=-51.37ms sd=70.57ms ipdv=6.05ms
seq=21 rtt=23.35ms rd=-51.29ms sd=74.64ms ipdv=4.15ms
seq=22 rtt=29.15ms rd=-51.1ms sd=80.25ms ipdv=5.8ms
seq=23 rtt=11.95ms rd=-51.26ms sd=63.21ms ipdv=17.2ms
seq=24 rtt=17.35ms rd=-50.79ms sd=68.13ms ipdv=5.4ms
seq=25 rtt=22.35ms rd=-51.19ms sd=73.54ms ipdv=5ms
seq=26 rtt=27ms rd=-51.39ms sd=78.39ms ipdv=4.65ms
seq=27 rtt=12ms rd=-51.42ms sd=63.42ms ipdv=15ms
seq=28 rtt=17.05ms rd=-51.57ms sd=68.62ms ipdv=5.05ms
seq=29 rtt=23.95ms rd=-49.81ms sd=73.76ms ipdv=6.9ms
seq=30 rtt=27.1ms rd=-51.45ms sd=78.55ms ipdv=3.15ms
seq=31 rtt=10.85ms rd=-51.37ms sd=62.21ms ipdv=16.25ms
seq=32 rtt=15ms rd=-51.33ms sd=66.33ms ipdv=4.15ms
seq=33 rtt=20.25ms rd=-51.52ms sd=71.77ms ipdv=5.25ms
seq=34 rtt=24.6ms rd=-51.44ms sd=76.04ms ipdv=4.35ms
seq=35 rtt=29.9ms rd=-51.66ms sd=81.56ms ipdv=5.3ms
seq=36 rtt=14ms rd=-51.52ms sd=65.52ms ipdv=15.9ms
seq=37 rtt=18.65ms rd=-51.69ms sd=70.34ms ipdv=4.65ms
seq=38 rtt=23.25ms rd=-51.55ms sd=74.8ms ipdv=4.6ms
seq=39 rtt=29.5ms rd=-50.24ms sd=79.74ms ipdv=6.25ms
seq=40 rtt=12.5ms rd=-50.34ms sd=62.84ms ipdv=17ms
seq=41 rtt=15.85ms rd=-51.45ms sd=67.3ms ipdv=3.35ms
seq=42 rtt=22.7ms rd=-51.1ms sd=73.8ms ipdv=6.85ms
seq=43 rtt=28.2ms rd=-51.4ms sd=79.6ms ipdv=5.5ms
seq=44 rtt=13.35ms rd=-51.76ms sd=65.06ms ipdv=14.85ms
seq=45 rtt=21.5ms rd=-49.65ms sd=71.15ms ipdv=8.15ms
seq=46 rtt=25.75ms rd=-51.45ms sd=77.2ms ipdv=4.25ms
seq=47 rtt=29.25ms rd=-51.2ms sd=80.45ms ipdv=3.5ms
seq=48 rtt=13.3ms rd=-51.6ms sd=64.9ms ipdv=15.95ms
seq=49 rtt=17.9ms rd=-51.22ms sd=69.12ms ipdv=4.6ms
seq=50 rtt=25.7ms rd=-49.98ms sd=75.73ms ipdv=7.8ms
seq=51 rtt=29.25ms rd=-51.52ms sd=80.77ms ipdv=3.55ms
seq=52 rtt=10.65ms rd=-51.49ms sd=62.14ms ipdv=18.6ms
seq=53 rtt=15.85ms rd=-51.67ms sd=67.52ms ipdv=5.2ms
seq=54 rtt=20.9ms rd=-51.6ms sd=72.5ms ipdv=5.05ms
seq=55 rtt=26.7ms rd=-50.23ms sd=76.93ms ipdv=5.8ms
seq=56 rtt=29.1ms rd=-51.31ms sd=80.41ms ipdv=2.4ms
seq=57 rtt=12.95ms rd=-51.28ms sd=64.23ms ipdv=16.15ms
seq=58 rtt=18.15ms rd=-51.42ms sd=69.57ms ipdv=5.2ms
seq=59 rtt=22.7ms rd=-51.3ms sd=74ms ipdv=4.55ms
seq=60 rtt=29ms rd=-51.27ms sd=80.26ms ipdv=6.3ms
seq=61 rtt=11.05ms rd=-51.82ms sd=62.87ms ipdv=17.95ms
seq=62 rtt=15.7ms rd=-51.52ms sd=67.22ms ipdv=4.65ms
seq=63 rtt=19.9ms rd=-51.52ms sd=71.42ms ipdv=4.2ms
seq=64 rtt=25.65ms rd=-51.25ms sd=76.9ms ipdv=5.75ms
seq=65 rtt=30.75ms rd=-50.05ms sd=80.75ms ipdv=5.1ms
seq=66 rtt=16.95ms rd=-51.31ms sd=68.26ms ipdv=13.8ms
seq=67 rtt=21.85ms rd=-51.35ms sd=73.2ms ipdv=4.9ms
seq=68 rtt=26.7ms rd=-51.39ms sd=78.09ms ipdv=4.85ms
seq=69 rtt=30.5ms rd=-51.14ms sd=81.64ms ipdv=3.8ms
seq=70 rtt=15.65ms rd=-51.39ms sd=67.04ms ipdv=14.85ms
seq=71 rtt=23.85ms rd=-49.16ms sd=73.01ms ipdv=8.2ms
seq=72 rtt=25.05ms rd=-51.29ms sd=76.33ms ipdv=1.2ms
seq=73 rtt=29.85ms rd=-51.2ms sd=81.04ms ipdv=4.8ms
seq=74 rtt=13.8ms rd=-51.52ms sd=65.27ms ipdv=16.05ms
seq=75 rtt=21.1ms rd=-49.88ms sd=70.98ms ipdv=7.3ms
seq=76 rtt=23.7ms rd=-51.1ms sd=74.8ms ipdv=2.6ms
seq=77 rtt=28.8ms rd=-51.39ms sd=80.19ms ipdv=5.1ms
seq=78 rtt=12.35ms rd=-51.34ms sd=63.69ms ipdv=16.45ms
seq=79 rtt=21ms rd=-49.02ms sd=70.02ms ipdv=8.65ms
seq=80 rtt=22.8ms rd=-51.46ms sd=74.26ms ipdv=1.8ms
seq=81 rtt=29.5ms rd=-51.31ms sd=80.81ms ipdv=6.7ms
seq=82 rtt=12.95ms rd=-51.21ms sd=64.16ms ipdv=16.55ms
seq=83 rtt=18.35ms rd=-51.25ms sd=69.6ms ipdv=5.4ms
seq=84 rtt=23.7ms rd=-51.33ms sd=75.03ms ipdv=5.35ms
seq=85 rtt=28.25ms rd=-51.33ms sd=79.57ms ipdv=4.55ms
seq=86 rtt=10.65ms rd=-51.73ms sd=62.32ms ipdv=17.6ms
seq=87 rtt=15ms rd=-51.46ms sd=66.46ms ipdv=4.35ms
seq=88 rtt=21.4ms rd=-51.43ms sd=72.83ms ipdv=6.4ms
seq=89 rtt=25.5ms rd=-51.45ms sd=76.95ms ipdv=4.1ms
seq=90 rtt=29.35ms rd=-51.41ms sd=80.75ms ipdv=3.85ms
seq=91 rtt=13.2ms rd=-51.32ms sd=64.47ms ipdv=16.15ms
seq=92 rtt=18.5ms rd=-51.61ms sd=70.11ms ipdv=5.3ms
seq=93 rtt=22.4ms rd=-51.38ms sd=73.78ms ipdv=3.9ms
seq=94 rtt=27.25ms rd=-51.4ms sd=78.69ms ipdv=4.85ms
seq=95 rtt=11.8ms rd=-50.58ms sd=62.38ms ipdv=15.45ms
