minute,x2ap,s1ap,rrc
1,3,2,7
2,0,0,0
3,0,0,0
4,3,2,7
5,6,4,14
6,0,0,0
7,0,0,0
8,3,2,7
9,3,2,7
10,0,0,0
11,0,0,0
12,3,2,7
