minute,x2ap,s1ap,rrc
0,6,4,14
1,6,4,14
2,6,4,14
3,3,2,7
4,9,6,21
5,3,2,7
6,9,6,21
7,3,2,7
8,3,2,7
9,3,2,7
10,3,2,7
11,0,0,0
12,6,4,14
13,9,6,21
14,3,2,7
