minute,x2ap,s1ap,rrc
3,3,2,7
4,3,2,7
5,3,2,7
6,0,0,0
7,0,0,0
8,0,0,0
9,3,2,7
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,3,2,7
