Data plane is up
Running irtt
UE IP is 10.45.0.79
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.06s rd=117ms sd=940.5ms ipdv=n/a
seq=1 rtt=964ms rd=164ms sd=800ms ipdv=93.5ms
seq=2 rtt=1.32s rd=171.4ms sd=1.15s ipdv=357.8ms
seq=3 rtt=1.7s rd=168.2ms sd=1.53s ipdv=375.3ms
seq=4 rtt=1.5s rd=168.2ms sd=1.33s ipdv=200.4ms
seq=5 rtt=1.44s rd=247.7ms sd=1.19s ipdv=59.3ms
seq=6 rtt=1.31s rd=246ms sd=1.06s ipdv=130.5ms
seq=7 rtt=1.62s rd=160.8ms sd=1.46s ipdv=309.8ms
seq=8 rtt=1.5s rd=199.6ms sd=1.3s ipdv=114.6ms
seq=9 rtt=1.92s rd=229ms sd=1.69s ipdv=421.8ms
seq=10 rtt=1.72s rd=228ms sd=1.5s ipdv=200.5ms
seq=11 rtt=1.52s rd=228ms sd=1.3s ipdv=200.3ms
seq=12 rtt=1.4s rd=252.7ms sd=1.15s ipdv=119.1ms
seq=13 rtt=1.26s rd=233.4ms sd=1.02s ipdv=146.7ms
seq=14 rtt=1.64s rd=242.8ms sd=1.39s ipdv=379.1ms
seq=15 rtt=1.49s rd=242ms sd=1.25s ipdv=147.4ms
seq=16 rtt=1.89s rd=296.1ms sd=1.6s ipdv=405.4ms
seq=17 rtt=1.7s rd=296ms sd=1.4s ipdv=199.4ms
seq=18 rtt=1.49s rd=296ms sd=1.2s ipdv=200.4ms
seq=19 rtt=1.39s rd=214.6ms sd=1.17s ipdv=105.1ms
seq=20 rtt=4.94s rd=257.3ms sd=4.68s ipdv=3.55s
seq=21 rtt=4.74s rd=257.3ms sd=4.48s ipdv=199.2ms
seq=22 rtt=6.79s rd=134.5ms sd=6.66s ipdv=2.06s
seq=23 rtt=6.7s rd=167.7ms sd=6.53s ipdv=92.35ms
seq=24 rtt=6.5s rd=167.8ms sd=6.33s ipdv=200.3ms
seq=25 rtt=6.3s rd=167.8ms sd=6.13s ipdv=200.3ms
seq=26 rtt=6.1s rd=167.7ms sd=5.93s ipdv=199.9ms
seq=27 rtt=5.9s rd=167.7ms sd=5.73s ipdv=199.2ms
seq=38 rtt=4.11s rd=129.9ms sd=3.98s ipdv=n/a
seq=39 rtt=3.91s rd=129.9ms sd=3.78s ipdv=199.3ms
seq=40 rtt=3.85s rd=225.8ms sd=3.63s ipdv=56.2ms
seq=41 rtt=3.65s rd=225.8ms sd=3.43s ipdv=200.3ms
seq=42 rtt=7.69s rd=132.1ms sd=7.55s ipdv=4.03s
seq=43 rtt=7.56s rd=119.2ms sd=7.44s ipdv=131.1ms
seq=44 rtt=7.87s rd=123.7ms sd=7.75s ipdv=318.2ms
seq=45 rtt=7.67s rd=123.8ms sd=7.55s ipdv=200.5ms
seq=46 rtt=7.47s rd=123.7ms sd=7.35s ipdv=200.4ms
seq=47 rtt=7.39s rd=185.8ms sd=7.2s ipdv=87.35ms
seq=48 rtt=7.76s rd=182.1ms sd=7.58s ipdv=378.6ms
seq=49 rtt=7.56s rd=182.1ms sd=7.38s ipdv=199.4ms
seq=50 rtt=7.36s rd=181.9ms sd=7.18s ipdv=200.5ms
seq=51 rtt=7.16s rd=181.9ms sd=6.98s ipdv=199.2ms
seq=52 rtt=6.96s rd=181.9ms sd=6.78s ipdv=200.4ms
seq=66 rtt=4.23s rd=175.3ms sd=4.05s ipdv=n/a
seq=67 rtt=5.2s rd=115.9ms sd=5.09s ipdv=975ms
seq=68 rtt=5.07s rd=131.2ms sd=4.94s ipdv=134.7ms
seq=69 rtt=5.37s rd=84.33ms sd=5.28s ipdv=300ms
seq=70 rtt=5.17s rd=84.31ms sd=5.08s ipdv=199.3ms
seq=71 rtt=5.83s rd=251.1ms sd=5.58s ipdv=663.3ms
seq=72 rtt=5.69s rd=239.5ms sd=5.45s ipdv=138ms
seq=73 rtt=5.95s rd=158.1ms sd=5.8s ipdv=259.3ms
seq=74 rtt=5.75s rd=158.1ms sd=5.6s ipdv=200.4ms
seq=75 rtt=5.59s rd=152.8ms sd=5.44s ipdv=158.4ms
seq=76 rtt=9.07s rd=161.8ms sd=8.91s ipdv=3.48s
