Data plane is up
Running irtt
UE IP is 10.45.0.80
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.2s rd=221.8ms sd=979.4ms ipdv=n/a
seq=1 rtt=1.06s rd=159.9ms sd=896ms ipdv=145.3ms
seq=2 rtt=1.31s rd=126ms sd=1.19s ipdv=255.5ms
seq=3 rtt=1.11s rd=126ms sd=986ms ipdv=199.3ms
seq=4 rtt=1.56s rd=189ms sd=1.37s ipdv=445.7ms
seq=5 rtt=1.36s rd=188.9ms sd=1.17s ipdv=199.4ms
seq=6 rtt=1.3s rd=273.4ms sd=1.03s ipdv=59.95ms
seq=7 rtt=1.17s rd=268.6ms sd=899.1ms ipdv=130.7ms
seq=8 rtt=967.4ms rd=268.6ms sd=698.8ms ipdv=200.4ms
seq=9 rtt=1.28s rd=134.1ms sd=1.14s ipdv=308.9ms
seq=10 rtt=1.86s rd=313.6ms sd=1.55s ipdv=587.4ms
seq=11 rtt=1.66s rd=313.6ms sd=1.35s ipdv=199.4ms
seq=12 rtt=1.46s rd=274.9ms sd=1.19s ipdv=200.1ms
seq=13 rtt=1.32s rd=255ms sd=1.06s ipdv=147.2ms
seq=14 rtt=1.56s rd=132.5ms sd=1.43s ipdv=243ms
seq=15 rtt=1.36s rd=132.5ms sd=1.23s ipdv=199.3ms
seq=16 rtt=1.3s rd=213.4ms sd=1.08s ipdv=64.8ms
seq=17 rtt=1.7s rd=257.6ms sd=1.44s ipdv=402.3ms
seq=18 rtt=1.5s rd=257.6ms sd=1.24s ipdv=200.4ms
seq=19 rtt=1.35s rd=210.8ms sd=1.14s ipdv=142.9ms
seq=20 rtt=1.21s rd=191.5ms sd=1.01s ipdv=149.7ms
seq=21 rtt=1.36s rd=80.98ms sd=1.28s ipdv=159.6ms
seq=22 rtt=1.85s rd=136.1ms sd=1.72s ipdv=488.6ms
seq=23 rtt=1.65s rd=136.1ms sd=1.52s ipdv=199.8ms
seq=24 rtt=1.53s rd=144.1ms sd=1.39s ipdv=119.2ms
seq=25 rtt=1.81s rd=148ms sd=1.66s ipdv=275.5ms
seq=26 rtt=1.61s rd=148ms sd=1.46s ipdv=199.4ms
seq=27 rtt=1.56s rd=258.4ms sd=1.3s ipdv=47.5ms
seq=28 rtt=1.95s rd=256.4ms sd=1.69s ipdv=387.5ms
seq=29 rtt=1.75s rd=256.3ms sd=1.49s ipdv=200.4ms
seq=30 rtt=1.55s rd=256.4ms sd=1.29s ipdv=200.4ms
seq=31 rtt=1.42s rd=266.9ms sd=1.15s ipdv=134.7ms
seq=32 rtt=1.36s rd=337.9ms sd=1.02s ipdv=59.65ms
seq=33 rtt=5.26s rd=171.7ms sd=5.09s ipdv=3.9s
seq=34 rtt=5.06s rd=171.7ms sd=4.89s ipdv=200.3ms
seq=35 rtt=4.86s rd=171.7ms sd=4.69s ipdv=199.8ms
seq=36 rtt=4.66s rd=171.7ms sd=4.49s ipdv=200.4ms
seq=37 rtt=4.46s rd=171.7ms sd=4.29s ipdv=199.4ms
seq=41 rtt=5.5s rd=122.1ms sd=5.38s ipdv=n/a
seq=42 rtt=5.3s rd=122ms sd=5.18s ipdv=200.4ms
seq=43 rtt=5.1s rd=122.1ms sd=4.98s ipdv=199.2ms
seq=44 rtt=4.9s rd=122ms sd=4.78s ipdv=200.3ms
seq=45 rtt=4.7s rd=122ms sd=4.58s ipdv=200.4ms
seq=54 rtt=5.42s rd=220.5ms sd=5.2s ipdv=n/a
seq=55 rtt=5.22s rd=220.4ms sd=5s ipdv=200.3ms
seq=56 rtt=5.02s rd=220.4ms sd=4.8s ipdv=199.3ms
seq=57 rtt=4.82s rd=220.4ms sd=4.6s ipdv=200.4ms
seq=58 rtt=4.62s rd=220.4ms sd=4.4s ipdv=200.5ms
seq=63 rtt=3.66s rd=185.9ms sd=3.48s ipdv=n/a
