Data plane is up
Running irtt
UE IP is 10.45.0.74
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.13s rd=157.3ms sd=977.6ms ipdv=n/a
seq=1 rtt=1.01s rd=168.5ms sd=837.2ms ipdv=129.2ms
seq=2 rtt=1.32s rd=137.1ms sd=1.18s ipdv=312.7ms
seq=3 rtt=1.12s rd=137.1ms sd=982ms ipdv=199.3ms
seq=4 rtt=1.57s rd=198.8ms sd=1.37s ipdv=447.5ms
seq=5 rtt=1.54s rd=319ms sd=1.22s ipdv=29.05ms
seq=6 rtt=1.34s rd=319ms sd=1.02s ipdv=199.3ms
seq=7 rtt=1.29s rd=393.8ms sd=892.3ms ipdv=52.1ms
seq=8 rtt=5.3s rd=151.8ms sd=5.15s ipdv=4.02s
seq=9 rtt=5.1s rd=151.9ms sd=4.95s ipdv=199.4ms
seq=10 rtt=4.9s rd=151.8ms sd=4.75s ipdv=200.5ms
seq=11 rtt=4.7s rd=151.8ms sd=4.55s ipdv=199.3ms
seq=12 rtt=4.5s rd=151.8ms sd=4.35s ipdv=200ms
seq=20 rtt=3.42s rd=73.89ms sd=3.34s ipdv=n/a
seq=21 rtt=3.22s rd=73.86ms sd=3.14s ipdv=199.4ms
seq=22 rtt=3.02s rd=73.84ms sd=2.94s ipdv=200.4ms
seq=23 rtt=2.82s rd=73.75ms sd=2.74s ipdv=200.3ms
seq=24 rtt=2.62s rd=73.69ms sd=2.54s ipdv=199.4ms
seq=27 rtt=2.61s rd=50.47ms sd=2.56s ipdv=n/a
seq=28 rtt=3.16s rd=131.1ms sd=3.03s ipdv=552.2ms
seq=29 rtt=2.96s rd=131ms sd=2.83s ipdv=199.3ms
seq=30 rtt=2.85s rd=129.5ms sd=2.72s ipdv=119.2ms
seq=31 rtt=3.09s rd=117.5ms sd=2.97s ipdv=242.2ms
seq=32 rtt=2.97s rd=156.5ms sd=2.81s ipdv=116.2ms
seq=33 rtt=3.37s rd=169.1ms sd=3.2s ipdv=396.6ms
seq=34 rtt=3.17s rd=169ms sd=3s ipdv=200.4ms
seq=35 rtt=3.08s rd=214ms sd=2.86s ipdv=89.35ms
seq=36 rtt=2.88s rd=213.9ms sd=2.66s ipdv=199.2ms
seq=37 rtt=2.73s rd=161.7ms sd=2.57s ipdv=146.2ms
seq=38 rtt=2.97s rd=135ms sd=2.83s ipdv=235.3ms
seq=39 rtt=2.82s rd=139.3ms sd=2.68s ipdv=144.9ms
seq=40 rtt=3.17s rd=136.5ms sd=3.03s ipdv=345.5ms
seq=41 rtt=2.97s rd=136.5ms sd=2.83s ipdv=199.7ms
seq=42 rtt=2.77s rd=136.5ms sd=2.63s ipdv=200.3ms
seq=43 rtt=2.66s rd=166.5ms sd=2.49s ipdv=107.7ms
seq=44 rtt=2.48s rd=113.3ms sd=2.37s ipdv=178.7ms
seq=45 rtt=2.7s rd=94.13ms sd=2.61s ipdv=222ms
seq=46 rtt=2.62s rd=165.7ms sd=2.46s ipdv=82.75ms
seq=47 rtt=2.98s rd=159.7ms sd=2.82s ipdv=361ms
seq=48 rtt=2.78s rd=159.7ms sd=2.62s ipdv=200.3ms
seq=49 rtt=2.58s rd=159.7ms sd=2.42s ipdv=200.4ms
seq=50 rtt=2.44s rd=154.9ms sd=2.28s ipdv=142ms
seq=51 rtt=2.37s rd=213.1ms sd=2.15s ipdv=72.1ms
seq=52 rtt=2.51s rd=58.82ms sd=2.45s ipdv=138.2ms
seq=53 rtt=3.04s rd=107.7ms sd=2.93s ipdv=531.1ms
seq=54 rtt=2.89s rd=120.2ms sd=2.77s ipdv=146.1ms
seq=55 rtt=3.16s rd=117.5ms sd=3.04s ipdv=268.9ms
seq=56 rtt=2.96s rd=117.4ms sd=2.84s ipdv=199.3ms
seq=57 rtt=2.76s rd=117.4ms sd=2.64s ipdv=200.9ms
seq=58 rtt=2.64s rd=147.4ms sd=2.49s ipdv=121.5ms
