Data plane is up
Running irtt
UE IP is 10.45.0.49
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.14s rd=222.2ms sd=917.2ms ipdv=n/a
seq=1 rtt=993.6ms rd=217.1ms sd=776.5ms ipdv=145.8ms
seq=2 rtt=1.25s rd=129.5ms sd=1.12s ipdv=257.8ms
seq=3 rtt=1.05s rd=129.5ms sd=922.6ms ipdv=199.4ms
seq=4 rtt=1.6s rd=307.5ms sd=1.29s ipdv=548.4ms
seq=5 rtt=1.44s rd=274.2ms sd=1.16s ipdv=165.1ms
seq=6 rtt=1.24s rd=274.2ms sd=961ms ipdv=200.2ms
seq=7 rtt=1.14s rd=303.5ms sd=833ms ipdv=98.61ms
seq=8 rtt=3.98s rd=123.2ms sd=3.86s ipdv=2.85s
seq=9 rtt=3.78s rd=123.3ms sd=3.66s ipdv=199.6ms
seq=10 rtt=3.58s rd=123.3ms sd=3.46s ipdv=200.3ms
seq=11 rtt=3.38s rd=123.2ms sd=3.26s ipdv=199.3ms
seq=12 rtt=3.18s rd=123.2ms sd=3.06s ipdv=200.3ms
seq=19 rtt=2.39s rd=196ms sd=2.2s ipdv=n/a
seq=20 rtt=2.25s rd=198ms sd=2.05s ipdv=142.4ms
seq=21 rtt=2.11s rd=180.3ms sd=1.93s ipdv=144.6ms
seq=22 rtt=2.45s rd=244.4ms sd=2.21s ipdv=344.5ms
seq=23 rtt=2.31s rd=263.7ms sd=2.04s ipdv=145.8ms
seq=24 rtt=2.69s rd=272.6ms sd=2.42s ipdv=386.1ms
seq=25 rtt=2.49s rd=272.6ms sd=2.22s ipdv=200.3ms
seq=26 rtt=2.39s rd=306.1ms sd=2.08s ipdv=103.1ms
seq=27 rtt=2.19s rd=306.1ms sd=1.88s ipdv=199.3ms
seq=28 rtt=3.17s rd=194.3ms sd=2.97s ipdv=978.3ms
seq=29 rtt=3.02s rd=165.5ms sd=2.86s ipdv=146.5ms
seq=30 rtt=3.58s rd=417.9ms sd=3.16s ipdv=557.4ms
seq=31 rtt=3.38s rd=417.9ms sd=2.96s ipdv=200.2ms
seq=32 rtt=3.18s rd=417.9ms sd=2.76s ipdv=200.8ms
seq=33 rtt=2.98s rd=417.9ms sd=2.56s ipdv=199.3ms
seq=34 rtt=2.78s rd=417.9ms sd=2.36s ipdv=200.4ms
seq=38 rtt=2.53s rd=220.7ms sd=2.31s ipdv=n/a
seq=39 rtt=2.38s rd=181.9ms sd=2.2s ipdv=149.7ms
seq=40 rtt=3.23s rd=201ms sd=3.03s ipdv=854.2ms
seq=41 rtt=3.09s rd=178.1ms sd=2.91s ipdv=147.9ms
seq=42 rtt=3.33s rd=179.8ms sd=3.15s ipdv=243.8ms
seq=43 rtt=3.25s rd=240.1ms sd=3.01s ipdv=82.81ms
seq=44 rtt=3.61s rd=253.6ms sd=3.36s ipdv=362ms
seq=45 rtt=3.41s rd=253.6ms sd=3.16s ipdv=200ms
seq=46 rtt=3.21s rd=253.6ms sd=2.96s ipdv=200.4ms
seq=47 rtt=3.04s rd=218.5ms sd=2.82s ipdv=168.6ms
seq=48 rtt=3.29s rd=104.6ms sd=3.19s ipdv=253.4ms
seq=49 rtt=3.84s rd=190.8ms sd=3.65s ipdv=544.5ms
seq=50 rtt=3.69s rd=151.7ms sd=3.54s ipdv=147.4ms
seq=51 rtt=3.96s rd=133.1ms sd=3.83s ipdv=271.5ms
seq=52 rtt=4.43s rd=160ms sd=4.27s ipdv=464.2ms
seq=53 rtt=4.23s rd=160ms sd=4.07s ipdv=199.3ms
seq=54 rtt=4.03s rd=160ms sd=3.87s ipdv=200.3ms
seq=55 rtt=3.83s rd=160ms sd=3.67s ipdv=200.3ms
seq=56 rtt=3.63s rd=160ms sd=3.47s ipdv=200.3ms
seq=59 rtt=3.08s rd=114.3ms sd=2.97s ipdv=n/a
seq=60 rtt=4.09s rd=159.3ms sd=3.93s ipdv=1s
seq=61 rtt=3.96s rd=146.8ms sd=3.81s ipdv=130.7ms
seq=62 rtt=4.17s rd=94.02ms sd=4.08s ipdv=212.6ms
seq=63 rtt=4.83s rd=272.6ms sd=4.55s ipdv=657.9ms
seq=64 rtt=4.68s rd=256.5ms sd=4.43s ipdv=142.2ms
seq=65 rtt=5.67s rd=210.1ms sd=5.46s ipdv=988ms
seq=66 rtt=5.57s rd=222.4ms sd=5.34s ipdv=107.8ms
seq=67 rtt=5.92s rd=148.3ms sd=5.78s ipdv=359ms
seq=68 rtt=5.72s rd=148.2ms sd=5.58s ipdv=200.3ms
seq=69 rtt=5.52s rd=148.2ms sd=5.38s ipdv=199.7ms
