Data plane is up
Running irtt
UE IP is 10.45.0.63
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.05s rd=140.5ms sd=911.5ms ipdv=n/a
seq=1 rtt=933.8ms rd=161.4ms sd=772.4ms ipdv=118.2ms
seq=2 rtt=1.38s rd=253ms sd=1.12s ipdv=443.3ms
seq=3 rtt=1.69s rd=190.8ms sd=1.5s ipdv=316ms
seq=4 rtt=1.49s rd=190.8ms sd=1.3s ipdv=200.4ms
seq=5 rtt=1.36s rd=202.8ms sd=1.16s ipdv=129.8ms
seq=6 rtt=1.81s rd=183.8ms sd=1.63s ipdv=451.3ms
seq=7 rtt=2.32s rd=194.6ms sd=2.12s ipdv=502.3ms
seq=8 rtt=2.12s rd=194ms sd=1.92s ipdv=199.2ms
seq=9 rtt=2s rd=202.8ms sd=1.8s ipdv=119ms
seq=10 rtt=2.46s rd=168.7ms sd=2.29s ipdv=464.8ms
seq=11 rtt=2.26s rd=168.7ms sd=2.09s ipdv=200.4ms
seq=12 rtt=2.06s rd=168.7ms sd=1.89s ipdv=200.1ms
seq=13 rtt=1.86s rd=168.7ms sd=1.69s ipdv=199.4ms
seq=14 rtt=2.29s rd=143.5ms sd=2.15s ipdv=426.9ms
seq=15 rtt=2.67s rd=188.6ms sd=2.48s ipdv=376.8ms
seq=16 rtt=2.47s rd=188.6ms sd=2.28s ipdv=199.8ms
seq=17 rtt=2.27s rd=188.6ms sd=2.08s ipdv=199.4ms
seq=18 rtt=2.07s rd=188.5ms sd=1.88s ipdv=200.2ms
seq=19 rtt=2.32s rd=119ms sd=2.2s ipdv=247.8ms
seq=20 rtt=2.12s rd=119ms sd=2s ipdv=199.3ms
seq=21 rtt=1.92s rd=119ms sd=1.8s ipdv=200.3ms
seq=22 rtt=1.79s rd=136.9ms sd=1.65s ipdv=126.6ms
seq=23 rtt=1.59s rd=136.9ms sd=1.45s ipdv=200.4ms
seq=24 rtt=1.45s rd=122.2ms sd=1.33s ipdv=141.4ms
seq=25 rtt=1.75s rd=146.4ms sd=1.6s ipdv=298.6ms
seq=26 rtt=2.35s rd=269.5ms sd=2.08s ipdv=607.8ms
seq=27 rtt=2.21s rd=261.5ms sd=1.95s ipdv=139.6ms
seq=28 rtt=2.42s rd=119.4ms sd=2.3s ipdv=202.1ms
seq=29 rtt=2.22s rd=119.4ms sd=2.1s ipdv=199.6ms
seq=30 rtt=2.14s rd=199.7ms sd=1.94s ipdv=76.05ms
seq=31 rtt=1.94s rd=199.6ms sd=1.74s ipdv=200.2ms
seq=32 rtt=2.25s rd=136.8ms sd=2.11s ipdv=305.5ms
seq=33 rtt=2.05s rd=136.8ms sd=1.91s ipdv=199.2ms
seq=34 rtt=1.96s rd=187.7ms sd=1.77s ipdv=85.55ms
seq=35 rtt=1.76s rd=187.7ms sd=1.57s ipdv=199.3ms
seq=36 rtt=1.69s rd=236.8ms sd=1.46s ipdv=69.1ms
seq=37 rtt=1.89s rd=182.1ms sd=1.71s ipdv=196.5ms
seq=38 rtt=4.78s rd=159.2ms sd=4.62s ipdv=2.89s
