minute,x2ap,s1ap,rrc
0,3,2,7
1,3,2,7
2,3,2,7
3,0,0,0
4,9,6,21
5,3,2,7
6,0,0,0
7,0,0,0
8,0,0,0
9,9,6,21
10,9,6,21
11,6,4,14
12,3,2,7
13,12,8,28
14,6,4,14
