Data plane is up
Running irtt
UE IP is 10.45.0.4
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=201.4ms rd=34.84ms sd=166.5ms ipdv=n/a
seq=1 rtt=128ms rd=42.02ms sd=85.94ms ipdv=73.41ms
seq=2 rtt=253.2ms rd=44.99ms sd=208.2ms ipdv=125.3ms
seq=3 rtt=167.9ms rd=50.95ms sd=117ms ipdv=85.31ms
seq=4 rtt=269.1ms rd=33.88ms sd=235.2ms ipdv=101.2ms
seq=5 rtt=206.7ms rd=53.67ms sd=153ms ipdv=62.39ms
seq=6 rtt=119.7ms rd=43.31ms sd=76.4ms ipdv=86.98ms
seq=7 rtt=273.3ms rd=63.5ms sd=209.8ms ipdv=153.6ms
seq=8 rtt=209.5ms rd=63.76ms sd=145.7ms ipdv=63.83ms
seq=9 rtt=131.7ms rd=59.26ms sd=72.46ms ipdv=77.78ms
seq=10 rtt=262.3ms rd=41.85ms sd=220.5ms ipdv=130.7ms
seq=11 rtt=200ms rd=50.65ms sd=149.4ms ipdv=62.34ms
seq=12 rtt=105.1ms rd=29.78ms sd=75.34ms ipdv=94.88ms
seq=13 rtt=281.1ms rd=65.2ms sd=215.9ms ipdv=176ms
seq=14 rtt=218.7ms rd=44.49ms sd=174.2ms ipdv=62.44ms
seq=15 rtt=166.6ms rd=28.75ms sd=137.8ms ipdv=52.14ms
seq=16 rtt=336.1ms rd=58.42ms sd=277.7ms ipdv=169.5ms
seq=17 rtt=258ms rd=46.31ms sd=211.7ms ipdv=78.09ms
seq=18 rtt=182.8ms rd=29.62ms sd=153.1ms ipdv=75.24ms
seq=19 rtt=141ms rd=39.95ms sd=101ms ipdv=41.79ms
seq=20 rtt=307.9ms rd=36.34ms sd=271.6ms ipdv=167ms
seq=21 rtt=277.6ms rd=54.2ms sd=223.4ms ipdv=30.3ms
seq=22 rtt=212.7ms rd=46.97ms sd=165.6ms ipdv=64.98ms
seq=23 rtt=153.5ms rd=41.93ms sd=111.6ms ipdv=59.15ms
seq=24 rtt=302.5ms rd=32.29ms sd=270.2ms ipdv=149ms
seq=25 rtt=265.1ms rd=56.48ms sd=208.6ms ipdv=37.4ms
