Data plane is up
Running irtt
UE IP is 10.45.0.5
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=216.3ms rd=56.54ms sd=159.7ms ipdv=n/a
seq=1 rtt=171.4ms rd=69.55ms sd=101.9ms ipdv=44.85ms
seq=2 rtt=1.12s rd=25.78ms sd=1.1s ipdv=953.4ms
seq=3 rtt=625.3ms rd=25.74ms sd=599.5ms ipdv=499.5ms
seq=4 rtt=141.2ms rd=31.47ms sd=109.7ms ipdv=484.1ms
seq=5 rtt=314.2ms rd=73.09ms sd=241.1ms ipdv=173.1ms
seq=6 rtt=224.3ms rd=57.31ms sd=167ms ipdv=89.88ms
seq=7 rtt=187.7ms rd=28.56ms sd=159.1ms ipdv=36.69ms
seq=8 rtt=133.2ms rd=27.98ms sd=105.2ms ipdv=54.44ms
seq=9 rtt=286.9ms rd=60.35ms sd=226.6ms ipdv=153.7ms
seq=10 rtt=196.8ms rd=35.38ms sd=161.4ms ipdv=90.18ms
seq=11 rtt=170.3ms rd=62.93ms sd=107.3ms ipdv=26.5ms
seq=12 rtt=325.2ms rd=50.09ms sd=275.1ms ipdv=155ms
seq=13 rtt=284.1ms rd=61.98ms sd=222.1ms ipdv=41.13ms
seq=14 rtt=226.1ms rd=54.87ms sd=171.2ms ipdv=58.05ms
seq=15 rtt=156.3ms rd=40.6ms sd=115.7ms ipdv=69.74ms
seq=16 rtt=348.8ms rd=52.89ms sd=295.9ms ipdv=192.5ms
seq=17 rtt=280.5ms rd=57.04ms sd=223.5ms ipdv=68.29ms
seq=18 rtt=213.4ms rd=43.51ms sd=169.9ms ipdv=67.14ms
seq=19 rtt=1.7s rd=42.55ms sd=1.66s ipdv=1.49s
seq=20 rtt=1.2s rd=42.55ms sd=1.16s ipdv=500.6ms
seq=21 rtt=699.9ms rd=42.54ms sd=657.4ms ipdv=499.5ms
seq=22 rtt=208.6ms rd=35.76ms sd=172.8ms ipdv=491.3ms
seq=23 rtt=121.7ms rd=46.3ms sd=75.43ms ipdv=86.84ms
seq=24 rtt=311.2ms rd=54ms sd=257.2ms ipdv=189.4ms
seq=25 rtt=260.7ms rd=66.25ms sd=194.5ms ipdv=50.44ms
seq=26 rtt=195.6ms rd=58.5ms sd=137.1ms ipdv=65.09ms
seq=27 rtt=128ms rd=39.91ms sd=88.12ms ipdv=67.59ms
seq=28 rtt=325ms rd=73.7ms sd=251.3ms ipdv=197ms
seq=29 rtt=227.9ms rd=31.97ms sd=195.9ms ipdv=97.09ms
seq=30 rtt=197.6ms rd=41.88ms sd=155.7ms ipdv=30.3ms
seq=31 rtt=135.8ms rd=39.48ms sd=96.29ms ipdv=61.84ms
seq=32 rtt=300ms rd=41.06ms sd=258.9ms ipdv=164.2ms
seq=33 rtt=252.4ms rd=56.36ms sd=196.1ms ipdv=47.54ms
seq=34 rtt=176.8ms rd=34.92ms sd=141.9ms ipdv=75.64ms
seq=35 rtt=147.5ms rd=50.74ms sd=96.78ms ipdv=29.25ms
seq=36 rtt=296.2ms rd=49ms sd=247.2ms ipdv=148.6ms
seq=37 rtt=238.9ms rd=46.26ms sd=192.6ms ipdv=57.29ms
seq=38 rtt=175.3ms rd=53.31ms sd=122ms ipdv=63.54ms
seq=39 rtt=150.7ms rd=71.96ms sd=78.72ms ipdv=24.64ms
seq=40 rtt=300.4ms rd=34.27ms sd=266.1ms ipdv=149.7ms
seq=41 rtt=1.11s rd=27.28ms sd=1.08s ipdv=804.9ms
seq=42 rtt=604.7ms rd=27.22ms sd=577.5ms ipdv=500.6ms
seq=43 rtt=116.4ms rd=28.44ms sd=87.94ms ipdv=488.3ms
seq=44 rtt=286.1ms rd=29.48ms sd=256.6ms ipdv=169.7ms
seq=45 rtt=239.7ms rd=62.03ms sd=177.7ms ipdv=46.34ms
seq=46 rtt=197ms rd=59.21ms sd=137.8ms ipdv=42.75ms
seq=47 rtt=331.7ms rd=39.77ms sd=291.9ms ipdv=134.7ms
seq=48 rtt=292.3ms rd=53.67ms sd=238.6ms ipdv=39.45ms
seq=49 rtt=1.12s rd=28.01ms sd=1.09s ipdv=824.7ms
seq=50 rtt=616.3ms rd=27.99ms sd=588.3ms ipdv=500.7ms
seq=51 rtt=145.1ms rd=28.22ms sd=116.9ms ipdv=471.2ms
seq=52 rtt=303.6ms rd=19.71ms sd=283.9ms ipdv=158.5ms
seq=53 rtt=266.3ms rd=15.27ms sd=251.1ms ipdv=37.25ms
seq=54 rtt=189.4ms rd=63.97ms sd=125.4ms ipdv=76.94ms
seq=55 rtt=148.7ms rd=82.25ms sd=66.43ms ipdv=40.7ms
seq=56 rtt=295.4ms rd=36.49ms sd=258.9ms ipdv=146.7ms
seq=57 rtt=225.9ms rd=26.33ms sd=199.5ms ipdv=69.49ms
seq=58 rtt=200.9ms rd=56.47ms sd=144.4ms ipdv=24.99ms
seq=59 rtt=157.2ms rd=65.91ms sd=91.27ms ipdv=43.7ms
seq=60 rtt=311ms rd=46.16ms sd=264.9ms ipdv=153.8ms
seq=61 rtt=280.7ms rd=65.13ms sd=215.5ms ipdv=30.35ms
seq=62 rtt=206.4ms rd=32.31ms sd=174.1ms ipdv=74.24ms
seq=63 rtt=200.8ms rd=54.95ms sd=145.9ms ipdv=5.6ms
seq=64 rtt=300.4ms rd=29.08ms sd=271.3ms ipdv=99.54ms
seq=65 rtt=222.7ms rd=26.38ms sd=196.3ms ipdv=77.69ms
seq=66 rtt=172ms rd=27.68ms sd=144.3ms ipdv=50.7ms
seq=67 rtt=145.9ms rd=58.36ms sd=87.57ms ipdv=26.05ms
seq=68 rtt=318.3ms rd=67.13ms sd=251.1ms ipdv=172.3ms
seq=69 rtt=244.8ms rd=52.04ms sd=192.8ms ipdv=73.44ms
seq=70 rtt=1.09s rd=21.6ms sd=1.07s ipdv=843ms
seq=71 rtt=588.1ms rd=21.6ms sd=566.5ms ipdv=499.7ms
seq=72 rtt=311.4ms rd=50.61ms sd=260.8ms ipdv=276.7ms
seq=73 rtt=241.7ms rd=40.33ms sd=201.4ms ipdv=69.69ms
seq=74 rtt=185.6ms rd=39.68ms sd=145.9ms ipdv=56.1ms
seq=75 rtt=132.1ms rd=41.51ms sd=90.62ms ipdv=53.5ms
seq=76 rtt=310ms rd=63.82ms sd=246.2ms ipdv=177.9ms
seq=77 rtt=1.13s rd=17.56ms sd=1.11s ipdv=816.7ms
seq=78 rtt=626.1ms rd=17.56ms sd=608.6ms ipdv=500.6ms
seq=79 rtt=143.6ms rd=33.03ms sd=110.6ms ipdv=482.5ms
seq=80 rtt=309.3ms rd=44.98ms sd=264.3ms ipdv=165.7ms
