minute,x2ap,s1ap,rrc
0,3,2,7
1,9,6,21
2,3,2,7
3,3,2,7
4,9,6,21
5,9,6,21
6,12,8,28
7,9,6,21
8,6,4,14
9,6,4,14
10,0,0,0
11,9,6,21
12,6,4,14
13,12,8,28
14,3,2,7
