136, 0
414, 14
206, 73
488, 97
414, 117
206, 158
488, 212
85, 245
400, 272
983, 282
400, 324
983, 332
298, 352
182, 366
983, 394
182, 403
985, 414
301, 420
985, 429
578, 444
46, 496
533, 511
202, 552
985, 578
182, 676
985, 686
578, 712
202, 738
46, 752
603, 780
225, 800
201, 817
211, 837
201, 898
201, 10000
