minute,x2ap,s1ap,rrc
2,3,2,7
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,3,2,7
9,3,2,7
10,0,0,0
11,0,0,0
12,0,0,0
13,3,2,7
