minute,x2ap,s1ap,rrc
0,6,4,14
1,6,4,14
2,3,2,7
3,0,0,0
4,6,4,14
5,6,4,14
6,9,6,21
7,6,4,14
8,3,2,7
9,6,4,14
10,6,4,14
11,3,2,7
12,6,4,14
13,3,2,7
14,3,2,7
