minute,x2ap,s1ap,rrc
0,6,4,14
1,3,2,7
2,6,4,14
3,3,2,7
4,0,0,0
5,6,4,14
6,3,2,7
7,6,4,14
8,6,4,14
9,6,4,14
10,6,4,14
11,3,2,7
12,3,2,7
13,6,4,14
14,3,2,7
